"","RR1_GST-R_FLT_M23","RR1_GST-R_FLT_M24","RR1_GST-R_FLT_M25","RR1_GST-R_FLT_M26","RR1_GST-R_GC_M33","RR1_GST-R_GC_M34","RR1_GST-R_GC_M35","RR1_GST-R_GC_M36","RR1_GST-R_GC_M37","RR1_GST-R_GC_M38","RR1_GST-R_GC_M39","RR1_GST-R_GC_M40"
"ENSMUSG00000112450",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112451",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112452",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112453",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112454",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112456",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112457",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112458",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112459",0,0,13,0,1,0,0,13,0,0,0,0
"ENSMUSG00000112460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112461",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112462",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112463",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112464",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112465",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112466",0,1,0,0,0,0,0,0,0,0,0,7
"ENSMUSG00000112467",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112468",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112469",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112470",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112472",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112473",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112474",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000112475",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112476",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112477",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112478",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112479",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112480",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112481",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000112482",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112483",2,3,8,8,0,0,0,0,1,10,0,21
"ENSMUSG00000112484",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112485",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112486",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112487",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112488",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112489",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112490",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000112491",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112492",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112493",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112494",0,3,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112495",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112496",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112498",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112499",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112500",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112501",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112502",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112503",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112504",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112506",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112507",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112509",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112510",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112511",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112512",9,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112513",9,0,0,0,0,0,0,1,2,1,0,0
"ENSMUSG00000112514",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112515",1,2,2,1,1,1,1,1,0,0,0,1
"ENSMUSG00000112516",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112517",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112518",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112519",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112520",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112521",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112522",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112523",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112524",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112525",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112526",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112527",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112528",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112529",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112531",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112532",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112533",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112534",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112535",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112536",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112538",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112539",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112540",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112542",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112543",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000112544",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112545",9,4,0,0,0,0,0,15,0,0,0,0
"ENSMUSG00000112546",1,2,0,1,0,0,0,1,0,0,0,1
"ENSMUSG00000112547",3,1,24,0,65,0,0,26,0,16,2,0
"ENSMUSG00000112548",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112549",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112550",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112551",1,0,3,0,4,3,0,0,0,0,0,0
"ENSMUSG00000112552",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112553",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000112554",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112555",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112556",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112557",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112558",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112559",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112560",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112561",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112562",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112563",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112565",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112566",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112567",7,5,13,9,19,3,1,23,16,7,6,4
"ENSMUSG00000112568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112569",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112570",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112571",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000112572",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112573",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112574",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000112575",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112576",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112578",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112579",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112581",0,0,0,0,0,0,0,0,3,1,0,0
"ENSMUSG00000112582",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112585",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112586",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112587",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112588",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112589",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112590",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112592",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112593",57,136,97,10,131,63,27,25,52,34,23,37
"ENSMUSG00000112594",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112595",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112596",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112597",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112598",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112599",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112600",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112602",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112603",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112604",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112605",0,0,0,0,0,0,0,5,1,0,0,1
"ENSMUSG00000112606",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112607",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112608",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112609",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112611",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112612",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112613",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112614",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000112615",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112616",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112617",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112618",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112619",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112621",0,0,0,0,0,0,0,3,9,0,0,0
"ENSMUSG00000112622",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112623",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112624",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112625",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112626",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112627",14,0,1,0,0,6,0,0,1,0,0,0
"ENSMUSG00000112628",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112629",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112630",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112631",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112632",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112633",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112635",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112636",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112637",0,0,40,18,16,0,0,0,24,21,0,0
"ENSMUSG00000112638",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112639",23,1,18,9,1,11,2,20,33,41,5,5
"ENSMUSG00000112640",1,1,0,0,0,0,0,3,0,2,0,0
"ENSMUSG00000112641",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112642",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112643",0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112644",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112645",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112646",0,1,0,1,0,0,0,0,5,0,0,0
"ENSMUSG00000112647",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112649",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112650",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112651",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112652",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112653",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112654",0,0,0,4,0,0,0,0,1,0,0,0
"ENSMUSG00000112655",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112656",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112657",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112658",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112659",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112660",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112661",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112662",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112663",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112665",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112666",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112667",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112668",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112669",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112670",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112671",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112672",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112673",0,0,1,0,0,0,1,0,0,0,0,0
"ENSMUSG00000112674",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112675",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112676",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112677",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112678",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112679",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112680",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112681",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112682",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112683",0,0,0,2,1,0,0,1,0,0,0,2
"ENSMUSG00000112684",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112685",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112686",0,2,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000112687",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112688",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112689",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112690",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112691",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112692",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112693",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112694",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112696",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112698",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112699",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112701",0,0,0,0,0,0,23,0,0,0,23,0
"ENSMUSG00000112702",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112703",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112704",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112705",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112706",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112707",25,0,0,0,0,0,0,0,0,6,0,0
"ENSMUSG00000112708",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112709",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112711",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112712",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112713",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112714",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000112715",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112716",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112717",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112718",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112719",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112720",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112722",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112723",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112724",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112725",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112726",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112727",21,16,21,5,20,5,5,14,18,9,6,6
"ENSMUSG00000112728",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112729",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112730",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112731",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112732",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112733",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112734",2,27,18,12,16,0,47,42,24,1,27,17
"ENSMUSG00000112735",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112736",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000112737",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112738",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112739",38,0,0,12,11,0,0,0,8,18,0,0
"ENSMUSG00000112740",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112741",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112742",27,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112744",30,2,0,0,2,0,0,25,0,0,0,0
"ENSMUSG00000112745",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112746",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112747",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112748",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112749",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112750",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112752",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112753",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112754",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112755",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112756",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112758",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112759",0,0,0,0,4,0,0,0,0,0,17,1
"ENSMUSG00000112760",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112761",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112762",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112763",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112765",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112767",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112768",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112769",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112770",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112771",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112772",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112773",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112774",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112775",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112776",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112777",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112778",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112779",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112780",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112781",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112782",0,0,0,30,0,0,0,0,0,0,0,0
"ENSMUSG00000112783",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112785",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112787",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112788",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112789",0,0,1,0,0,0,0,0,1,0,1,0
"ENSMUSG00000112790",7,0,6,3,1,1,1,10,2,5,0,2
"ENSMUSG00000112791",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112792",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112793",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112794",2,0,0,0,0,0,0,21,4,1,0,0
"ENSMUSG00000112795",0,0,0,8,0,0,0,0,0,0,0,0
"ENSMUSG00000112796",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112798",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112799",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112800",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112801",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112802",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112803",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112805",0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000112806",0,21,0,0,0,0,0,0,11,0,1,7
"ENSMUSG00000112807",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112808",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000112809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112810",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112811",1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000112812",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112813",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112814",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112815",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112816",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112817",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112818",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112819",36,0,0,0,1,0,0,3,0,9,0,0
"ENSMUSG00000112820",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112821",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112822",0,0,1,3,0,21,0,39,0,0,0,0
"ENSMUSG00000112823",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112824",0,0,0,0,0,0,0,0,0,0,0,0
