"","EU181","EU182","EU183","EU184","EU185","EU186","EU187","EU188","EU189","EU190","EU191","EU192","EU226","EU228","EU229","EU230","EU231","EU236"
"ENSMUSG00000116538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116539",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
"ENSMUSG00000116542",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000116543",0,0,0,0,12,3,0,5,0,0,0,1,0,3,0,0,0,0
"ENSMUSG00000116544",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116545",0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0
"ENSMUSG00000116546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000116547",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116549",0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000116550",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000116551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116555",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000116556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116560",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
"ENSMUSG00000116561",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000116562",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116564",49,62,12,37,284,46,45,77,79,2,48,20,15,32,45,34,10,11
"ENSMUSG00000116565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116569",1,3,0,0,1,1,0,2,0,0,0,0,2,2,9,0,1,0
"ENSMUSG00000116570",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116571",1,1,4,1,4,4,0,9,5,0,0,0,2,7,10,0,0,0
"ENSMUSG00000116572",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116580",0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,3
"ENSMUSG00000116581",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0
"ENSMUSG00000116582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116583",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5
"ENSMUSG00000116585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116589",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116590",2,0,0,0,0,1,0,0,0,0,1,2,1,11,0,0,2,8
"ENSMUSG00000116591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116594",0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000116595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116596",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116597",2,1,0,0,2,3,2,2,0,0,0,2,0,0,0,1,1,2
"ENSMUSG00000116598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSMUSG00000116599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116603",0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"ENSMUSG00000116604",1,0,1,1,2,9,0,77,0,0,2,0,0,1,2,0,0,0
"ENSMUSG00000116605",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116607",1,0,0,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0
"ENSMUSG00000116608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116610",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000116611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116614",4,1,3,3,7,8,3,11,4,0,1,2,0,9,2,5,1,0
"ENSMUSG00000116615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116617",3,4,5,16,29,4,24,16,0,0,4,4,3,10,9,7,1,0
"ENSMUSG00000116618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116620",1,0,0,3,1,1,0,2,2,0,1,0,0,0,1,2,0,2
"ENSMUSG00000116621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116622",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116624",1,0,0,3,2,2,2,1,2,0,5,0,0,0,0,0,1,0
"ENSMUSG00000116625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000116626",4,3,1,1,4,5,3,4,1,0,1,3,4,0,3,0,91,0
"ENSMUSG00000116627",0,2,0,0,4,3,2,1,1,0,0,4,0,2,1,0,0,0
"ENSMUSG00000116628",1,0,0,2,0,0,1,0,0,0,0,1,1,1,1,3,0,0
"ENSMUSG00000116629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116632",1,3,1,6,3,1,2,6,2,0,3,0,2,5,24,2,5,1
"ENSMUSG00000116633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116635",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000116636",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116637",25,15,16,21,33,33,27,40,64,0,40,22,9,82,78,72,13,13
"ENSMUSG00000116638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116640",2,0,0,1,3,1,2,2,0,0,1,0,1,3,6,2,0,0
"ENSMUSG00000116641",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"ENSMUSG00000116642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116644",0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"ENSMUSG00000116645",0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000116646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116648",1,3,1,2,5,2,1,1,1,0,2,3,0,3,1,4,4,3
"ENSMUSG00000116649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000116651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116653",0,0,2,0,1,0,3,0,0,0,0,0,3,1,0,0,0,10
"ENSMUSG00000116654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116656",1,1,1,11,10,11,7,16,1,0,1,2,2,1,8,0,3,0
"ENSMUSG00000116657",5,2,0,5,1,7,1,16,4,0,1,4,5,9,26,0,0,0
"ENSMUSG00000116658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116660",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116663",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000116664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116665",0,3,0,0,1,0,0,0,0,0,0,0,0,2,2,3,0,0
"ENSMUSG00000116666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116667",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000116668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116673",5,28,0,0,33,17,7,18,0,0,10,16,0,2,8,2,6,4
"ENSMUSG00000116674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116675",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000116676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
"ENSMUSG00000116677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116678",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7
"ENSMUSG00000116679",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000116680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116684",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSMUSG00000116691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116694",3,6,1,5,5,8,6,2,5,0,5,3,6,11,14,5,2,1
"ENSMUSG00000116695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116696",6,0,0,0,37,6,0,8,0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000116697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"ENSMUSG00000116698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116704",3,3,2,5,5,1,7,2,3,0,11,2,3,1,7,6,1,9
"ENSMUSG00000116705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116706",0,0,0,0,135,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116707",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000116715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116717",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000116718",1,2,2,0,16,19,2,4,0,0,7,6,3,0,7,4,0,9
"ENSMUSG00000116719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116723",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116725",0,1,0,2,2,0,1,1,0,0,1,0,3,0,3,0,0,0
"ENSMUSG00000116727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116728",0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,1,0,0
"ENSMUSG00000116729",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116733",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,31
"ENSMUSG00000116734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116736",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000116737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116739",0,0,0,0,1,1,0,2,2,0,1,1,0,2,0,0,0,0
"ENSMUSG00000116740",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116755",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000116756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116757",8,5,1,3,9,8,5,4,4,0,8,4,7,9,13,17,2,0
"ENSMUSG00000116758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116761",0,0,0,0,6,0,0,4,30,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116763",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116765",0,0,0,2,1,0,0,68,0,0,3,1,0,0,3,0,0,0
"ENSMUSG00000116766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116772",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000116777",0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116778",1,0,0,0,15,0,0,1,0,0,1,1,0,0,3,0,1,0
"ENSMUSG00000116779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116780",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116782",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116786",0,3,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000116789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116793",0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0
"ENSMUSG00000116794",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116795",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116796",0,12,0,0,0,1,0,0,0,0,0,2,7,0,0,0,1,0
"ENSMUSG00000116797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
"ENSMUSG00000116798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116802",23,24,90,13,51,166,159,66,4,0,29,13,11,4,5,21,16,5
"ENSMUSG00000116803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9
"ENSMUSG00000116805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000116809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116810",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000116811",0,1,0,0,1,0,0,2,2,0,1,0,10,10,23,7,0,45
"ENSMUSG00000116812",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116813",204,18,223,8,230,3,429,112,110,0,10,16,1,8,8,11,0,3
"ENSMUSG00000116814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000116819",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116820",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116823",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000116824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116825",0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000116826",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000116827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116829",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
