"","GSM7708682","GSM7708683","GSM7708684","GSM7708685","GSM7708686","GSM7708687","GSM7708688","GSM7708689","GSM7708690"
"ENSMUSG00002075218",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075219",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075220",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075221",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075222",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075223",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075224",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075225",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075226",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075227",0,0,0,0,0,3,0,0,0
"ENSMUSG00002075228",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075229",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075230",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075231",5,4,15,26,21,2,0,14,9
"ENSMUSG00002075232",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075233",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075234",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075235",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075236",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075237",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075238",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075239",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075240",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075241",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075242",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075243",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075244",1,0,0,0,0,0,0,0,0
"ENSMUSG00002075245",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075246",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075247",0,1,0,0,0,0,0,0,0
"ENSMUSG00002075248",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075249",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075250",0,0,0,0,0,0,0,2,0
"ENSMUSG00002075251",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075252",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075253",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075254",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075255",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075256",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075257",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075258",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075259",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075260",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075261",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075262",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075263",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075264",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075265",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075266",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075267",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075268",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075269",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075270",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075271",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075272",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075273",2,0,0,0,0,1,0,0,1
"ENSMUSG00002075274",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075275",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075276",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075277",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075278",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075279",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075280",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075281",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075282",0,0,0,0,0,0,3,0,0
"ENSMUSG00002075283",0,3,0,4,4,2,3,1,2
"ENSMUSG00002075284",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075285",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075286",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075287",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075288",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075289",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075290",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075291",0,0,0,0,0,0,0,2,0
"ENSMUSG00002075292",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075293",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075294",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075295",2,0,0,0,0,0,0,0,0
"ENSMUSG00002075296",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075297",0,0,0,0,0,0,0,0,1
"ENSMUSG00002075298",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075299",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075300",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075301",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075302",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075303",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075304",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075305",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075306",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075307",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075308",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075309",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075310",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075311",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075312",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075313",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075314",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075315",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075316",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075317",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075318",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075319",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075320",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075321",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075322",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075323",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075324",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075325",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075326",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075327",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075328",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075329",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075330",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075331",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075332",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075333",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075334",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075335",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075336",0,0,7,0,0,0,0,0,0
"ENSMUSG00002075337",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075338",0,0,0,0,0,0,2,0,0
"ENSMUSG00002075339",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075340",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075341",0,1,0,0,0,0,1,0,0
"ENSMUSG00002075342",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075343",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075344",0,0,0,0,0,0,0,3,0
"ENSMUSG00002075345",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075346",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075347",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075348",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075349",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075350",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075351",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075352",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075353",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075354",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075355",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075356",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075357",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075358",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075359",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075360",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075361",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075362",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075363",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075364",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075365",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075366",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075367",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075368",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075369",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075370",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075371",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075372",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075373",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075374",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075375",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075376",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075377",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075378",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075379",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075380",0,0,0,1,0,0,4,0,1
"ENSMUSG00002075381",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075382",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075383",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075384",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075385",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075386",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075387",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075388",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075389",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075390",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075391",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075392",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075393",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075394",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075395",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075396",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075397",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075398",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075399",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075400",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075401",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075402",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075403",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075404",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075405",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075406",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075407",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075408",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075409",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075410",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075411",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075412",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075413",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075414",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075415",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075416",1,3,3,0,0,1,2,9,0
"ENSMUSG00002075417",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075418",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075419",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075420",1,0,0,0,0,0,1,0,0
"ENSMUSG00002075421",0,0,0,0,0,0,0,9,0
"ENSMUSG00002075422",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075423",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075424",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075425",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075426",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075427",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075428",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075429",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075430",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075431",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075432",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075433",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075434",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075435",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075436",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075437",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075438",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075439",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075440",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075441",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075442",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075443",2,0,0,0,0,0,0,1,0
"ENSMUSG00002075444",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075445",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075446",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075447",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075448",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075449",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075450",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075451",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075452",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075453",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075454",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075455",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075456",0,0,0,0,0,0,1,0,0
"ENSMUSG00002075457",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075458",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075459",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075460",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075461",0,1,0,0,0,0,0,0,0
"ENSMUSG00002075462",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075463",2,4,0,3,0,5,0,3,5
"ENSMUSG00002075464",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075465",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075466",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075467",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075468",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075469",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075470",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075471",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075472",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075473",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075474",0,0,0,0,0,0,1,0,0
"ENSMUSG00002075475",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075476",2,0,0,0,0,0,0,0,0
"ENSMUSG00002075477",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075478",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075479",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075480",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075481",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075482",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075483",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075484",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075485",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075486",1,1,0,0,0,1,0,0,1
"ENSMUSG00002075487",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075488",0,0,0,1,0,0,0,0,0
"ENSMUSG00002075489",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075490",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075491",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075492",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075493",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075494",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075495",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075496",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075497",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075498",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075499",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075500",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075501",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075502",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075503",0,1,2,0,0,0,0,0,0
"ENSMUSG00002075504",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075505",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075506",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075507",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075508",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075509",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075510",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075511",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075512",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075513",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075514",0,0,0,2,0,0,0,0,0
"ENSMUSG00002075515",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075516",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075517",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075518",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075519",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075520",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075521",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075522",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075523",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075524",8,5,3,0,20,258,166,4,0
"ENSMUSG00002075525",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075526",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075527",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075528",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075529",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075530",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075531",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075532",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075533",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075534",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075535",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075536",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075537",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075538",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075539",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075540",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075541",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075542",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075543",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075544",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075545",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075546",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075547",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075548",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075549",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075550",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075551",0,0,0,1,0,0,0,0,0
"ENSMUSG00002075552",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075553",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075554",0,0,2,0,0,0,0,0,0
"ENSMUSG00002075555",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075556",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075557",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075558",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075559",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075560",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075561",2,0,0,0,0,0,0,0,1
"ENSMUSG00002075562",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075563",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075564",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075565",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075566",1,2,1,2,1,5,0,3,2
"ENSMUSG00002075567",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075568",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075569",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075570",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075571",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075572",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075573",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075574",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075575",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075576",0,0,0,0,0,0,0,0,1
"ENSMUSG00002075577",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075578",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075579",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075580",0,0,0,0,0,0,1,0,1
"ENSMUSG00002075581",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075582",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075583",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075584",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075585",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075586",1,4,0,2,1,6,2,0,0
"ENSMUSG00002075587",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075588",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075589",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075590",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075591",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075592",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075593",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075594",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075595",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075596",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075597",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075598",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075599",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075600",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075601",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075602",0,0,0,1,0,0,2,0,0
"ENSMUSG00002075603",1,0,0,0,0,0,1,0,0
"ENSMUSG00002075604",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075605",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075606",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075607",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075608",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075609",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075610",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075611",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075612",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075613",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075614",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075615",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075616",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075617",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075618",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075619",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075620",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075621",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075622",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075623",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075624",0,0,0,0,6,0,0,0,0
"ENSMUSG00002075625",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075626",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075627",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075628",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075629",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075630",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075631",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075632",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075633",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075634",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075635",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075636",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075637",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075638",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075639",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075640",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075641",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075642",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075643",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075644",2,0,0,5,5,0,1,2,0
"ENSMUSG00002075645",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075646",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075647",0,0,0,0,0,0,0,2,0
"ENSMUSG00002075648",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075649",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075650",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075651",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075652",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075653",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075654",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075655",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075656",0,1,0,0,0,0,0,0,0
"ENSMUSG00002075657",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075658",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075659",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075660",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075661",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075662",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075663",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075664",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075665",0,0,0,0,0,0,0,0,0
"ENSMUSG00002075666",0,0,0,0,0,0,0,0,0
