"","SRR11148753","SRR11148754","SRR11148755","SRR11148756","SRR11148757","SRR11148758","SRR11148759","SRR11148760"
"ENSMUSG00000120577",0,0,0,0,0,0,0,0
"ENSMUSG00000120578",0,0,0,0,0,0,0,0
"ENSMUSG00000120579",0,0,0,0,0,0,0,0
"ENSMUSG00000120580",0,0,1,0,0,0,0,0
"ENSMUSG00000120581",0,0,0,0,0,0,0,0
"ENSMUSG00000120582",0,0,1,0,0,0,0,0
"ENSMUSG00000120583",0,0,0,0,17,0,0,4
"ENSMUSG00000120584",0,0,10,2,0,0,0,13
"ENSMUSG00000120585",0,0,0,0,0,0,0,0
"ENSMUSG00000120586",0,5,16,1,0,0,26,3
"ENSMUSG00000120587",0,0,0,0,0,0,0,0
"ENSMUSG00000120588",0,0,0,0,0,0,0,0
"ENSMUSG00000120589",0,0,0,0,0,0,0,0
"ENSMUSG00000120590",0,0,17,0,15,0,0,9
"ENSMUSG00000120591",0,0,16,0,0,0,0,0
"ENSMUSG00000120592",0,0,0,0,0,0,0,0
"ENSMUSG00000120593",0,0,0,0,0,0,0,0
"ENSMUSG00000120594",32,55,421,59,84,3,0,225
"ENSMUSG00000120595",0,0,0,0,0,0,0,0
"ENSMUSG00000120596",0,0,7,0,0,0,0,0
"ENSMUSG00000120597",2,2,14,0,0,0,0,0
"ENSMUSG00000120598",0,0,0,0,0,0,0,0
"ENSMUSG00000120599",0,0,0,0,0,0,0,0
"ENSMUSG00000120600",0,0,0,0,0,0,0,0
"ENSMUSG00000120601",0,0,0,0,0,0,0,0
"ENSMUSG00000120602",0,8,3,0,0,0,0,0
"ENSMUSG00000120603",0,1,9,0,90,0,0,17
"ENSMUSG00000120604",1,0,11,0,0,0,0,6
"ENSMUSG00000120605",0,0,0,0,0,0,0,0
"ENSMUSG00000120606",0,0,0,0,0,0,0,0
"ENSMUSG00000120607",0,0,0,0,0,0,0,0
"ENSMUSG00000120608",0,0,1,0,12,0,0,0
"ENSMUSG00000120609",0,0,0,0,0,0,0,0
"ENSMUSG00000120610",0,0,0,0,0,0,0,0
"ENSMUSG00000120611",0,0,0,0,0,0,0,0
"ENSMUSG00000120612",0,0,0,0,0,0,0,0
"ENSMUSG00000120613",0,0,0,0,0,0,0,0
"ENSMUSG00000120614",0,0,0,0,0,0,0,0
"ENSMUSG00000120615",0,0,18,2,0,0,0,5
"ENSMUSG00000120616",0,0,0,0,0,0,0,0
"ENSMUSG00000120617",0,0,0,0,0,0,0,0
"ENSMUSG00000120618",0,0,0,0,0,0,0,0
"ENSMUSG00000120619",0,0,0,0,0,0,0,0
"ENSMUSG00000120620",0,0,0,0,0,0,0,8
"ENSMUSG00000120621",0,0,0,0,0,0,0,0
"ENSMUSG00000120622",0,0,0,0,0,0,0,0
"ENSMUSG00000120623",460,568,6011,551,1306,709,421,3621
"ENSMUSG00000120624",0,0,0,0,0,0,0,0
"ENSMUSG00000120625",0,1,158,35,70,50,0,32
"ENSMUSG00000120626",0,0,0,0,0,0,0,0
"ENSMUSG00000120627",0,0,0,0,0,0,0,0
"ENSMUSG00000120628",0,0,0,0,0,0,0,0
"ENSMUSG00000120629",0,0,0,0,0,0,0,0
"ENSMUSG00000120630",9,6,89,17,25,34,0,108
"ENSMUSG00000120631",0,0,0,0,0,0,0,4
"ENSMUSG00000120632",2,0,27,0,30,2,0,11
"ENSMUSG00000120633",0,0,6,0,0,0,0,0
"ENSMUSG00000120634",1,1,38,1,20,9,27,34
"ENSMUSG00000120635",0,0,0,0,0,0,0,16
"ENSMUSG00000120636",0,0,0,0,0,1,0,3
"ENSMUSG00000120637",0,0,0,0,0,0,0,0
"ENSMUSG00000120638",0,4,2,0,0,0,0,0
"ENSMUSG00000120639",0,0,0,0,0,0,0,0
"ENSMUSG00000120640",0,0,0,0,0,0,0,0
"ENSMUSG00000120641",0,0,0,0,0,0,0,0
"ENSMUSG00000120642",0,0,0,0,0,0,0,0
"ENSMUSG00000120643",0,0,0,0,0,0,0,6
"ENSMUSG00000120644",0,0,0,0,0,0,0,0
"ENSMUSG00000120645",16,31,429,33,164,46,0,140
"ENSMUSG00000120646",0,0,2,0,0,0,0,0
"ENSMUSG00000120647",0,0,0,0,0,0,0,0
"ENSMUSG00000120648",1,0,41,0,0,0,0,0
"ENSMUSG00000120649",0,0,6,0,0,4,0,2
"ENSMUSG00000120650",0,0,0,0,0,0,0,0
"ENSMUSG00000120651",0,0,0,0,0,0,0,0
"ENSMUSG00000120652",0,0,0,0,0,0,0,0
"ENSMUSG00000120653",0,0,0,0,0,0,0,0
"ENSMUSG00000120654",0,0,0,0,0,0,0,0
"ENSMUSG00000120655",0,0,0,0,0,0,0,0
"ENSMUSG00000120656",0,0,0,0,0,0,0,8
"ENSMUSG00000120657",0,0,13,0,0,0,0,0
"ENSMUSG00000120658",0,0,0,0,0,0,0,0
"ENSMUSG00000120659",0,0,0,0,18,0,0,0
"ENSMUSG00000120660",0,0,57,9,46,0,0,36
"ENSMUSG00000120661",0,0,10,0,0,6,0,15
"ENSMUSG00000120662",0,0,0,0,0,0,0,0
"ENSMUSG00000120663",0,0,14,0,0,0,0,0
"ENSMUSG00000120664",8,56,348,58,63,61,47,331
"ENSMUSG00000120665",6,0,0,0,9,0,0,3
"ENSMUSG00000120666",0,0,0,0,0,0,0,0
"ENSMUSG00000120667",0,0,14,27,0,0,0,1
"ENSMUSG00000120668",11,13,140,11,13,23,0,51
"ENSMUSG00000120669",0,0,19,5,0,0,0,12
"ENSMUSG00000120671",0,8,81,1,0,53,0,47
"ENSMUSG00000120672",0,0,0,0,0,0,0,0
"ENSMUSG00000120673",5,2,4,0,0,0,0,0
"ENSMUSG00000120674",0,0,0,0,0,0,0,0
"ENSMUSG00000120675",56,153,991,178,236,152,55,639
"ENSMUSG00000120676",0,0,0,0,0,0,0,0
"ENSMUSG00000120677",0,0,3,0,0,0,5,2
"ENSMUSG00000120678",0,0,0,0,0,0,0,0
"ENSMUSG00000120679",0,0,0,0,0,0,0,0
"ENSMUSG00000120680",0,0,6,0,0,14,0,0
"ENSMUSG00000120681",39,42,363,43,84,58,33,253
"ENSMUSG00000120682",0,0,0,0,0,0,0,0
"ENSMUSG00000120683",0,0,0,0,0,0,0,0
"ENSMUSG00000120684",0,0,0,0,0,0,0,0
"ENSMUSG00000120685",0,0,0,0,0,0,0,0
"ENSMUSG00000120686",38,50,265,0,72,0,6,107
"ENSMUSG00000120687",0,0,8,0,0,9,0,4
"ENSMUSG00000120688",2,0,51,0,0,20,0,16
"ENSMUSG00000120689",0,0,0,0,0,0,0,0
"ENSMUSG00000120690",17,17,74,6,67,3,11,90
"ENSMUSG00000120691",0,0,0,0,0,0,0,0
"ENSMUSG00000120692",0,0,27,7,0,0,0,12
"ENSMUSG00000120693",0,0,3,0,0,6,0,1
"ENSMUSG00000120694",0,5,0,0,0,0,0,0
"ENSMUSG00000120695",0,0,0,0,0,0,0,0
"ENSMUSG00000120696",0,0,24,0,6,0,0,29
"ENSMUSG00000120697",0,0,12,0,0,0,0,0
"ENSMUSG00000120698",0,0,0,0,0,0,0,0
"ENSMUSG00000120699",0,0,0,0,0,0,0,0
"ENSMUSG00000120700",0,3,46,1,0,0,0,18
"ENSMUSG00000120701",0,0,0,0,0,0,0,0
"ENSMUSG00000120702",0,0,0,0,0,0,0,0
"ENSMUSG00000120703",0,0,0,0,0,0,0,2
"ENSMUSG00000120704",0,0,0,0,4,22,0,0
"ENSMUSG00000120705",0,0,0,0,0,7,0,0
"ENSMUSG00000120706",0,1,0,0,0,0,0,4
"ENSMUSG00000120707",0,0,0,0,0,0,0,0
"ENSMUSG00000120708",0,0,0,0,0,0,0,0
"ENSMUSG00000120709",0,4,14,0,0,0,0,0
"ENSMUSG00000120710",0,0,0,6,0,0,0,0
"ENSMUSG00000120711",0,0,6,6,0,0,0,11
"ENSMUSG00000120712",0,7,14,0,0,0,51,9
"ENSMUSG00000120713",0,0,0,0,0,0,0,0
"ENSMUSG00000120714",0,0,0,0,0,0,0,0
"ENSMUSG00000120715",0,4,14,0,0,0,0,0
"ENSMUSG00000120716",0,0,0,0,0,0,0,0
"ENSMUSG00000120717",3,50,418,21,52,69,18,207
"ENSMUSG00000120718",0,26,122,36,23,17,0,126
"ENSMUSG00000120719",0,0,0,0,0,0,0,0
"ENSMUSG00000120720",0,0,0,0,0,0,0,0
"ENSMUSG00000120721",0,0,0,0,0,0,0,0
"ENSMUSG00000120722",0,0,42,0,0,9,0,5
"ENSMUSG00000120723",0,0,0,0,0,0,0,0
"ENSMUSG00000120724",0,0,0,0,0,0,0,0
"ENSMUSG00000120725",0,1,12,0,0,0,0,6
"ENSMUSG00000120726",0,0,0,0,0,0,0,0
"ENSMUSG00000120727",0,0,0,0,0,0,0,0
"ENSMUSG00000120728",0,0,0,0,0,0,0,0
"ENSMUSG00000120729",0,0,0,0,13,0,0,0
"ENSMUSG00000120730",0,34,222,12,17,51,1,139
"ENSMUSG00000120731",0,0,0,0,0,0,0,0
"ENSMUSG00000120732",187,989,5858,523,1077,625,232,2118
"ENSMUSG00000120733",0,0,0,0,0,0,0,0
"ENSMUSG00000120734",3,0,0,3,0,0,0,5
"ENSMUSG00000120735",0,0,0,0,0,0,0,0
"ENSMUSG00000120736",0,0,0,0,6,0,0,0
"ENSMUSG00000120737",6,4,14,12,62,4,0,6
"ENSMUSG00000120738",0,0,0,0,0,0,0,0
"ENSMUSG00000120739",0,0,0,0,0,0,0,0
"ENSMUSG00000120740",8,0,13,4,0,0,0,9
"ENSMUSG00000120741",8,63,339,45,58,36,71,459
"ENSMUSG00000120742",11,9,173,23,25,33,19,47
"ENSMUSG00000120743",137,185,1504,177,427,241,137,1566
"ENSMUSG00000120744",0,0,0,0,0,0,0,0
"ENSMUSG00000120745",0,0,0,0,0,0,0,0
"ENSMUSG00000120746",0,0,11,0,0,0,0,0
"ENSMUSG00000120747",0,0,36,0,22,1,0,36
"ENSMUSG00000120748",0,0,68,0,0,38,0,39
"ENSMUSG00000120749",0,0,7,0,0,0,0,3
"ENSMUSG00000120750",0,0,0,0,0,0,0,7
"ENSMUSG00000120751",0,0,0,0,0,0,0,0
"ENSMUSG00000120752",0,0,0,0,0,0,0,8
"ENSMUSG00000120753",0,0,0,0,0,0,0,0
"ENSMUSG00000120754",0,0,3,0,0,0,0,6
"ENSMUSG00000120755",0,0,0,0,0,10,0,3
"ENSMUSG00000120756",0,0,0,0,0,0,0,0
"ENSMUSG00000120757",0,10,31,0,25,0,0,15
"ENSMUSG00000120758",0,2,10,10,0,6,0,14
"ENSMUSG00000120759",0,0,0,0,0,0,0,0
"ENSMUSG00000120760",0,0,0,0,0,0,0,0
"ENSMUSG00000120761",0,0,0,6,0,0,0,0
"ENSMUSG00000120762",0,2,14,6,0,1,0,36
"ENSMUSG00000120763",0,0,5,0,0,0,0,9
"ENSMUSG00000120764",3,1,76,6,0,0,36,65
"ENSMUSG00000120765",2,4,60,5,0,0,0,12
"ENSMUSG00000120766",13,13,89,0,0,24,0,59
"ENSMUSG00000120767",0,0,0,0,42,0,0,0
"ENSMUSG00000120768",0,0,0,0,0,0,0,0
"ENSMUSG00000120769",0,2,3,0,0,0,0,10
"ENSMUSG00000120770",0,0,0,0,0,0,0,0
"ENSMUSG00000120771",0,0,0,0,0,0,0,0
"ENSMUSG00000120772",0,6,0,0,0,0,0,2
"ENSMUSG00000120773",0,0,0,0,0,0,0,0
"ENSMUSG00000120774",0,0,0,0,0,5,0,9
"ENSMUSG00000120775",0,0,0,0,0,0,0,2
"ENSMUSG00000120776",0,0,0,0,0,0,0,0
"ENSMUSG00000120777",0,0,32,0,13,0,0,8
"ENSMUSG00000120778",0,0,0,0,0,0,0,0
"ENSMUSG00000120779",19,7,6,0,0,0,0,0
"ENSMUSG00000120780",5,25,120,20,12,16,0,62
"ENSMUSG00000120781",0,0,0,0,0,0,0,0
"ENSMUSG00000120782",0,0,0,0,0,0,0,0
"ENSMUSG00000120783",0,0,0,0,0,0,0,7
"ENSMUSG00000120784",0,0,0,0,0,0,0,0
"ENSMUSG00000120785",5,0,17,9,0,0,0,7
"ENSMUSG00000120786",0,0,0,0,0,0,0,0
"ENSMUSG00000120787",0,8,55,0,0,11,0,66
"ENSMUSG00000120788",0,0,0,0,0,0,0,0
"ENSMUSG00000120789",19,10,129,5,32,2,1,74
"ENSMUSG00000120790",0,19,70,0,28,0,0,48
"ENSMUSG00000120791",0,0,0,0,0,0,0,0
"ENSMUSG00000120792",0,0,0,0,0,0,0,4
"ENSMUSG00000120793",0,0,0,0,0,0,0,0
"ENSMUSG00000120794",0,0,0,0,0,0,0,0
"ENSMUSG00000120795",0,0,0,0,0,0,0,0
"ENSMUSG00000120796",6,57,288,17,11,1,0,46
"ENSMUSG00000120797",0,0,0,0,0,0,0,0
"ENSMUSG00000120798",0,0,9,0,0,0,0,11
"ENSMUSG00000120799",0,0,0,0,0,0,0,0
"ENSMUSG00000120800",4,0,67,0,0,0,13,22
"ENSMUSG00000120801",0,0,30,8,0,0,0,3
"ENSMUSG00000120802",0,2,29,10,0,0,0,11
"ENSMUSG00000120803",0,25,182,23,25,18,0,73
"ENSMUSG00000120804",0,0,7,0,0,0,0,0
"ENSMUSG00000120805",0,0,31,0,0,2,0,0
"ENSMUSG00000120806",0,5,24,0,0,1,0,4
"ENSMUSG00000120807",0,0,0,0,0,0,0,0
"ENSMUSG00000120808",3,0,20,13,0,0,0,23
"ENSMUSG00000120809",0,0,0,0,0,0,0,0
"ENSMUSG00000120810",0,0,0,0,0,0,0,0
"ENSMUSG00000120811",0,0,0,0,0,0,0,0
"ENSMUSG00000120812",0,0,0,0,0,0,0,0
"ENSMUSG00000120813",0,11,15,6,0,2,0,10
"ENSMUSG00000120814",0,0,28,3,12,0,0,0
"ENSMUSG00000120815",0,0,0,0,0,0,0,0
"ENSMUSG00000120816",0,0,4,0,0,0,0,4
"ENSMUSG00000120817",0,0,0,0,0,0,0,0
"ENSMUSG00000120818",7,0,1,0,0,14,0,0
"ENSMUSG00000120819",4,0,11,0,0,0,0,21
"ENSMUSG00000120820",0,31,192,55,13,44,46,36
"ENSMUSG00000120821",0,0,0,0,0,0,0,0
"ENSMUSG00000120822",0,0,0,0,0,0,0,0
"ENSMUSG00000120823",0,0,13,0,38,1,0,0
"ENSMUSG00000120824",0,0,32,0,0,0,0,14
"ENSMUSG00000120825",0,0,0,0,0,0,0,0
"ENSMUSG00000120826",25,20,212,0,50,23,21,58
"ENSMUSG00000120827",0,0,0,0,0,0,0,0
"ENSMUSG00000120828",0,0,0,0,0,0,0,0
"ENSMUSG00000120829",0,0,0,14,0,0,0,0
"ENSMUSG00000120830",0,0,50,0,0,0,26,23
"ENSMUSG00000120831",0,0,0,0,0,0,0,0
"ENSMUSG00000120832",0,0,0,0,0,11,0,0
"ENSMUSG00000120833",4,4,22,0,0,0,0,13
"ENSMUSG00000120834",0,0,0,0,0,0,0,0
"ENSMUSG00000120835",0,0,0,0,0,0,0,6
"ENSMUSG00000120836",0,0,5,0,0,0,0,0
"ENSMUSG00000120837",0,15,49,0,0,18,0,47
"ENSMUSG00000120838",4,0,13,1,0,0,0,21
"ENSMUSG00000120839",15,10,86,17,0,7,34,109
"ENSMUSG00000120840",0,0,0,0,0,0,0,0
"ENSMUSG00000120841",0,0,0,0,0,0,0,0
"ENSMUSG00000120842",0,2,37,0,0,0,0,13
"ENSMUSG00000120843",0,0,0,0,0,0,0,0
"ENSMUSG00000120844",9,69,364,19,49,30,43,132
"ENSMUSG00000120845",0,0,0,0,0,0,0,0
"ENSMUSG00000120846",3,2,90,35,0,6,0,61
"ENSMUSG00000120847",18,0,24,12,17,4,0,8
"ENSMUSG00000120848",0,2,28,0,0,0,0,30
"ENSMUSG00000120849",0,0,51,2,1,1,0,29
"ENSMUSG00000120850",0,1,2,0,1,0,0,5
"ENSMUSG00000120851",0,0,0,0,0,0,0,0
"ENSMUSG00000120852",0,6,61,15,0,0,1,29
"ENSMUSG00000120853",0,0,0,0,0,0,0,0
"ENSMUSG00000120854",4,7,2,0,0,0,6,9
"ENSMUSG00000120855",5,0,18,0,0,0,0,0
"ENSMUSG00000120856",89,304,1292,161,381,213,105,896
"ENSMUSG00000120857",0,0,0,0,0,0,0,2
"ENSMUSG00000120858",0,0,0,0,0,0,0,0
"ENSMUSG00000120859",4,8,14,9,0,5,0,17
"ENSMUSG00000120860",0,0,0,0,0,0,0,7
"ENSMUSG00000120861",0,4,35,5,8,4,0,4
"ENSMUSG00000120862",0,0,0,0,0,0,0,0
"ENSMUSG00000120863",17,86,555,53,132,99,101,358
"ENSMUSG00000120864",0,0,0,15,0,0,0,0
"ENSMUSG00000120865",0,0,0,0,0,0,0,0
"ENSMUSG00000120866",0,0,0,0,0,0,0,0
"ENSMUSG00000120867",0,0,0,0,0,0,0,0
"ENSMUSG00000120868",0,0,0,0,0,0,0,0
"ENSMUSG00000120869",0,10,23,29,0,0,17,12
"ENSMUSG00000120870",1,6,0,0,13,0,0,16
"ENSMUSG00000120871",0,0,0,0,0,6,0,0
"ENSMUSG00000120872",0,0,1,0,0,26,0,6
"ENSMUSG00000120873",20,83,381,57,168,73,39,205
"ENSMUSG00000120874",0,0,0,0,0,0,0,5
"ENSMUSG00000120875",0,0,16,0,0,0,0,3
"ENSMUSG00000120876",0,0,6,0,0,0,0,0
"ENSMUSG00000120877",5,5,113,21,48,44,0,80
"ENSMUSG00000120878",44,20,432,85,61,40,15,287
"ENSMUSG00000120879",0,0,0,0,0,0,0,0
"ENSMUSG00000120880",8,7,86,11,5,8,0,40
"ENSMUSG00000120881",23,26,530,34,88,72,21,387
"ENSMUSG00000120882",0,3,35,0,35,7,0,10
"ENSMUSG00000120883",0,0,124,1,0,0,0,132
"ENSMUSG00000120884",0,0,0,0,0,1,0,0
"ENSMUSG00000120885",0,27,102,10,20,17,0,29
"ENSMUSG00000120886",0,1,16,3,0,0,0,9
"ENSMUSG00000120887",17,0,9,0,0,0,0,3
"ENSMUSG00000120888",0,0,0,0,0,0,0,0
"ENSMUSG00000120889",2,4,43,0,0,0,0,15
"ENSMUSG00000120890",0,0,11,0,0,0,0,0
"ENSMUSG00000120891",0,0,0,0,0,0,0,0
"ENSMUSG00000120892",0,0,0,0,0,0,0,0
"ENSMUSG00000120893",12,19,131,3,51,32,0,61
"ENSMUSG00000120894",0,0,12,0,0,0,0,0
"ENSMUSG00000120895",0,0,0,0,0,0,0,0
"ENSMUSG00000120896",1,16,39,14,0,0,0,41
"ENSMUSG00000120897",0,0,0,0,0,0,0,0
"ENSMUSG00000120898",0,0,0,0,0,0,0,0
"ENSMUSG00000120899",0,0,0,0,0,0,0,7
"ENSMUSG00000120900",0,0,0,0,0,0,0,0
"ENSMUSG00000120901",0,0,0,0,0,0,0,0
"ENSMUSG00000120902",0,0,0,0,0,0,0,0
"ENSMUSG00000120903",0,10,26,0,0,0,0,22
"ENSMUSG00000120904",0,0,5,0,0,0,0,12
"ENSMUSG00000120905",0,1,33,5,0,0,0,18
"ENSMUSG00000120906",0,1,39,1,0,0,0,51
"ENSMUSG00000120907",0,0,31,0,40,13,0,46
"ENSMUSG00000120908",0,0,0,0,0,0,0,10
"ENSMUSG00000120909",0,0,1,0,0,0,0,9
"ENSMUSG00000120910",5,16,130,8,68,25,28,61
"ENSMUSG00000120911",0,0,0,0,0,0,0,0
"ENSMUSG00000120912",0,0,39,0,0,0,0,1
"ENSMUSG00000120913",5,4,71,10,7,22,0,29
"ENSMUSG00000120914",0,0,11,0,8,0,0,16
"ENSMUSG00000120915",6,9,51,14,0,0,0,19
"ENSMUSG00000120916",0,0,0,0,0,0,0,0
"ENSMUSG00000120917",0,0,0,0,0,0,0,0
"ENSMUSG00000120918",0,0,0,0,0,0,0,0
"ENSMUSG00000120919",1,0,10,0,0,0,0,0
"ENSMUSG00000120920",0,7,21,0,0,7,0,25
"ENSMUSG00000120921",0,0,0,0,0,0,0,0
"ENSMUSG00000120922",0,0,0,0,0,0,0,0
"ENSMUSG00000120923",0,0,7,0,0,0,0,9
"ENSMUSG00000120924",0,0,0,0,0,0,0,0
"ENSMUSG00000120925",0,0,0,0,0,0,0,0
"ENSMUSG00000120926",57,68,421,22,109,46,23,533
"ENSMUSG00000120927",0,0,0,0,0,0,0,0
"ENSMUSG00000120928",0,3,1,1,1,0,0,10
"ENSMUSG00000120929",0,0,0,10,0,0,0,0
"ENSMUSG00000120930",0,0,39,0,1,0,0,1
"ENSMUSG00000120931",0,0,0,0,0,0,0,0
"ENSMUSG00000120932",0,0,0,0,0,0,0,0
"ENSMUSG00000120933",33,29,235,56,56,15,42,139
"ENSMUSG00000120934",0,0,1,0,0,0,0,10
"ENSMUSG00000120935",0,0,17,10,0,0,0,3
"ENSMUSG00000120936",48,48,387,39,53,35,17,169
"ENSMUSG00000120937",0,0,0,0,0,0,0,0
"ENSMUSG00000120938",0,0,7,0,0,0,0,0
"ENSMUSG00000120939",0,0,7,0,0,0,0,8
"ENSMUSG00000120940",0,0,0,0,0,0,0,0
"ENSMUSG00000120941",0,0,0,0,1,0,0,0
"ENSMUSG00000120942",0,0,0,0,0,0,0,0
"ENSMUSG00000120943",0,0,0,0,0,0,0,0
"ENSMUSG00000120944",0,1,9,0,0,0,0,2
"ENSMUSG00000120945",0,9,47,0,18,6,0,41
"ENSMUSG00000120946",0,0,0,6,0,0,0,0
"ENSMUSG00000120947",8,25,25,14,50,12,0,105
"ENSMUSG00000120948",4,0,0,0,0,0,0,0
"ENSMUSG00000120949",0,0,9,0,0,0,0,0
"ENSMUSG00000120950",10,31,273,19,23,21,0,188
"ENSMUSG00000120951",0,0,0,0,0,0,0,0
"ENSMUSG00000120952",0,0,10,0,0,0,0,23
"ENSMUSG00000120953",0,0,0,0,0,0,0,0
"ENSMUSG00000120954",0,9,100,3,0,14,0,18
"ENSMUSG00000120955",0,6,38,0,18,16,0,61
"ENSMUSG00000120956",0,0,0,0,0,0,0,0
"ENSMUSG00000120957",0,0,0,0,0,0,0,0
"ENSMUSG00000120958",7,0,66,0,48,0,16,25
"ENSMUSG00000120959",0,0,0,0,0,0,0,0
"ENSMUSG00000120960",0,0,0,0,0,0,0,0
"ENSMUSG00000120961",0,2,132,34,0,0,0,16
"ENSMUSG00000120962",0,0,0,0,0,0,0,0
"ENSMUSG00000120963",32,70,793,78,52,58,0,330
"ENSMUSG00000120964",0,0,0,0,0,0,0,6
"ENSMUSG00000120965",0,0,0,0,0,0,0,0
"ENSMUSG00000120966",0,0,0,0,0,0,0,0
"ENSMUSG00000120967",0,0,18,0,0,0,0,0
"ENSMUSG00000120968",0,0,5,0,0,0,0,3
"ENSMUSG00000120969",15,9,64,0,0,0,0,48
"ENSMUSG00000120970",32,67,515,38,125,85,42,259
"ENSMUSG00000120971",0,2,19,18,16,0,0,28
"ENSMUSG00000120972",0,0,3,0,0,0,0,6
"ENSMUSG00000120973",0,0,6,0,0,0,0,0
"ENSMUSG00000120974",0,0,0,0,0,0,0,14
"ENSMUSG00000120975",4,9,120,3,26,10,8,44
"ENSMUSG00000120976",63,134,957,63,111,116,1,1023
"ENSMUSG00000120977",3,0,0,0,0,0,0,0
"ENSMUSG00000120978",6,8,44,0,0,10,0,53
"ENSMUSG00000120979",0,0,0,0,0,0,0,0
"ENSMUSG00000120980",12,28,140,55,174,48,39,158
"ENSMUSG00000120981",0,0,0,0,0,0,0,0
"ENSMUSG00000120982",0,1,4,0,8,1,0,0
"ENSMUSG00000120983",0,0,0,0,0,0,0,0
"ENSMUSG00000120984",15,7,172,9,0,7,29,57
"ENSMUSG00000120985",1,2,50,19,27,6,0,51
"ENSMUSG00000120986",0,1,12,0,0,0,0,18
"ENSMUSG00000120987",3,1,25,7,0,20,0,11
"ENSMUSG00000120988",0,0,0,0,0,0,0,0
"ENSMUSG00000120989",0,0,0,0,0,0,0,0
"ENSMUSG00000120990",54,73,479,32,72,75,29,325
"ENSMUSG00000120991",0,0,0,0,0,0,0,0
"ENSMUSG00000120992",19,47,406,22,14,0,0,127
"ENSMUSG00000120993",0,0,0,0,0,0,0,0
"ENSMUSG00000120994",0,3,10,0,0,0,0,0
"ENSMUSG00000120995",3,5,233,15,0,8,0,73
"ENSMUSG00000120996",7,9,66,0,0,28,19,13
"ENSMUSG00000120997",46,57,716,46,130,122,0,224
"ENSMUSG00000120998",0,0,14,7,0,0,0,4
"ENSMUSG00000120999",20,103,787,82,275,114,24,450
"ENSMUSG00000121000",0,0,0,0,0,0,0,0
"ENSMUSG00000121001",0,11,52,16,50,0,20,21
"ENSMUSG00000121002",0,0,0,0,0,0,0,0
"ENSMUSG00000121003",0,0,0,0,0,0,0,0
"ENSMUSG00000121004",0,0,0,0,0,0,0,9
"ENSMUSG00000121005",0,0,0,0,0,0,0,0
"ENSMUSG00000121006",10,0,10,16,0,0,0,17
"ENSMUSG00000121007",0,0,0,0,0,0,0,0
"ENSMUSG00000121008",7,55,258,34,34,26,57,259
"ENSMUSG00000121009",0,0,0,0,0,0,0,0
"ENSMUSG00000121010",0,0,0,0,0,0,0,0
"ENSMUSG00000121011",0,0,0,4,0,0,23,9
"ENSMUSG00000121012",3,0,36,36,11,3,2,31
"ENSMUSG00000121013",0,2,29,10,0,0,0,45
"ENSMUSG00000121014",0,0,0,0,0,0,0,0
"ENSMUSG00000121015",244,164,1153,237,240,226,1032,2906
"ENSMUSG00000121016",0,0,0,0,0,0,13,0
"ENSMUSG00000121017",0,0,0,0,0,0,0,0
"ENSMUSG00000121018",14,22,130,0,5,25,0,78
"ENSMUSG00000121019",0,0,0,0,0,0,0,0
"ENSMUSG00000121020",6,16,111,89,97,11,15,165
"ENSMUSG00000121021",17,24,22,0,0,0,11,29
"ENSMUSG00000121022",0,1,0,0,0,0,0,3
"ENSMUSG00000121023",0,0,21,0,15,0,0,5
"ENSMUSG00000121024",0,0,29,0,0,0,0,20
"ENSMUSG00000121025",0,0,2,0,0,0,0,0
"ENSMUSG00000121026",0,0,0,0,0,0,0,0
"ENSMUSG00000121027",0,0,5,0,0,0,0,0
"ENSMUSG00000121028",0,0,25,9,0,16,0,20
"ENSMUSG00000121029",0,0,0,0,2,0,0,0
"ENSMUSG00000121030",0,0,0,0,0,0,0,1
"ENSMUSG00000121031",0,0,0,0,0,4,0,0
"ENSMUSG00000121032",0,0,0,0,0,0,0,0
"ENSMUSG00000121033",0,0,4,0,0,16,0,0
"ENSMUSG00000121034",0,0,0,0,0,0,0,0
"ENSMUSG00000121035",0,4,0,0,0,0,0,0
"ENSMUSG00000121036",0,11,15,0,0,3,0,11
"ENSMUSG00000121037",0,0,0,0,0,0,0,0
"ENSMUSG00000121038",0,0,0,0,0,0,0,0
"ENSMUSG00000121039",0,0,12,0,0,0,0,0
"ENSMUSG00000121040",0,1,16,0,0,0,0,36
"ENSMUSG00000121041",0,0,0,0,0,0,0,0
"ENSMUSG00000121042",0,0,0,0,0,0,0,0
"ENSMUSG00000121043",0,0,0,0,0,0,0,0
"ENSMUSG00000121044",0,0,0,0,0,0,0,0
"ENSMUSG00000121045",0,0,4,0,0,0,0,5
"ENSMUSG00000121046",13,0,61,0,9,20,0,42
"ENSMUSG00000121047",0,0,0,0,0,0,0,0
"ENSMUSG00000121048",10,14,33,13,33,0,0,18
"ENSMUSG00000121049",0,0,0,4,0,0,0,0
"ENSMUSG00000121050",14,12,85,2,55,0,0,52
"ENSMUSG00000121051",0,0,10,0,0,2,0,0
"ENSMUSG00000121052",0,6,23,3,36,4,0,11
"ENSMUSG00000121053",0,7,190,9,11,2,16,107
"ENSMUSG00000121054",0,7,38,3,17,0,0,15
"ENSMUSG00000121055",0,0,0,0,0,0,0,0
"ENSMUSG00000121056",9,2,19,16,0,0,0,74
"ENSMUSG00000121057",0,7,57,0,0,15,0,22
