"","Mmus_C57-6J_ADR_FLT_Rep1_M23","Mmus_C57-6J_ADR_FLT_Rep2_M24","Mmus_C57-6J_ADR_FLT_Rep3_M25","Mmus_C57-6J_ADR_FLT_Rep4_M26","Mmus_C57-6J_ADR_FLT_Rep5_M27","Mmus_C57-6J_ADR_FLT_Rep6_M28","Mmus_C57-6J_ADR_GC_Rep1_M33","Mmus_C57-6J_ADR_GC_Rep2_M34","Mmus_C57-6J_ADR_GC_Rep3_M35","Mmus_C57-6J_ADR_GC_Rep4_M36","Mmus_C57-6J_ADR_GC_Rep5_M37"
"ENSMUSG00000100919",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100920",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100922",0,1.1,0,0,0,0,0,0,1.06,0,0
"ENSMUSG00000100923",2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100925",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100926",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100927",4,2,0,1,4,0,0,3,1,0,2
"ENSMUSG00000100928",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100929",4,0,4,6,9,5,3,3,1,2,4
"ENSMUSG00000100930",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100931",1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100932",0,0,0,0,1,0,0,0,2,3,0
"ENSMUSG00000100933",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100935",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100936",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100937",7,9,9,9,2,0,13,9,5,5,8
"ENSMUSG00000100938",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100939",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100940",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100941",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100942",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100943",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100944",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100945",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100946",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100947",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100948",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100949",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100950",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100951",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100952",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100953",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100954",44,51,64,66,47,61,49,60,62,63,47
"ENSMUSG00000100955",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100956",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100957",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100958",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100959",1,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000100960",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100961",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100962",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100963",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100964",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100965",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100966",0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000100967",23,19,21,11,17,14,18,27,24,22,27
"ENSMUSG00000100968",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100969",0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000100970",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100971",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100972",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100973",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100974",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100975",196,185,148,216,173,176,160,165,113,267,190
"ENSMUSG00000100976",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100977",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100978",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100979",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100980",2,2,2,1,3,1,8,3,2,5,6
"ENSMUSG00000100981",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100982",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100983",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100984",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100985",0,0,1,1,3,0,2,2,0,0,0
"ENSMUSG00000100986",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100987",1,0,0,3,2,0,3,0,1,1,3
"ENSMUSG00000100988",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100989",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100990",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100991",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100992",113.68,126.78,97.7,86.79,81.87,68.8,103.82,105.59,124.89,124.68,62.75
"ENSMUSG00000100993",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100994",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100995",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100996",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100998",0,0,1,1,0,0,0,0,0,0,3
"ENSMUSG00000100999",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101000",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101001",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101002",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101003",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101004",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101005",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101006",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101007",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101008",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101009",5,3,3,9,3,1,0,7,4,6,8
"ENSMUSG00000101010",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101011",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101012",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101013",258,279,253,250,236,193,262,211,243,265,221
"ENSMUSG00000101014",0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000101015",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101016",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101017",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101018",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101019",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101020",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101021",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101022",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101023",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101024",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101025",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101026",0,1,0,2,2,0,1,0,0,0,1
"ENSMUSG00000101027",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101028",2,0,0,5,4,2,3,2,2,8,2
"ENSMUSG00000101029",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101030",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101031",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101032",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101033",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101035",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101036",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101037",6,4,12,10,3,8,3,12,7,7,4
"ENSMUSG00000101038",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101039",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101040",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101041",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101042",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101043",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101044",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101045",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101046",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101049",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101050",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101051",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101052",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101053",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101054",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101055",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101056",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101057",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101058",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101059",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101060",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101061",0,0,0,0,1,0,0,6,1,4,2
"ENSMUSG00000101062",0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000101063",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101064",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101065",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101066",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101067",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101068",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101069",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101070",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101071",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101072",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101073",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101074",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101075",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101076",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101077",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101078",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101079",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101080",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101081",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101082",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101083",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101084",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101085",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101086",3,1,1,1,3,0,0,2,2,1,2
"ENSMUSG00000101087",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101088",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101089",0,3,1,6,6,1,23,0,3,2,3
"ENSMUSG00000101090",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101091",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101092",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101093",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101094",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101095",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101096",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101097",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101098",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101099",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101100",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101101",0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000101102",0,0,1,0,0,0,0,0,0,1,1
"ENSMUSG00000101103",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101104",0,0,0,0,0,0,0,1.71,0,0,7.32
"ENSMUSG00000101105",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101106",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101107",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101108",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101109",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101110",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101111",360658.43,419615.67,371499.79,359857.03,485817.89,330297.18,342073.07,390486.78,466394.07,338113.22,449070.42
"ENSMUSG00000101112",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101113",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101114",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101115",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101116",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101117",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101118",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101119",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101120",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101122",43,57,58,63,40,26,25,32,12,36,54
"ENSMUSG00000101123",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101124",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101125",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101126",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101127",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101128",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101129",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101130",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101131",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101132",0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000101133",0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000101134",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101135",3,6,6,9,6,6,5,9,6,3,10
"ENSMUSG00000101136",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101137",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101138",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101139",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101140",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101141",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101142",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101143",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101144",9,6,10,20,14,10,11,12,12,17,17
"ENSMUSG00000101145",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101146",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101147",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101148",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101149",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101150",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101151",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101152",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101153",0,0,0,0,0,0,0,4,0,0,0
"ENSMUSG00000101154",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101155",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101156",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101157",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101158",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101159",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101160",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101161",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101162",2,3,5,3,6,2,0,3,3,3,0
"ENSMUSG00000101163",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101164",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101166",12.79,19.54,21.92,12.11,19.93,11.35,16.27,14.36,10.94,20.69,29.92
"ENSMUSG00000101167",0,1,3,2,0,1,0,0,2,0,3
"ENSMUSG00000101168",0,0,1,0,0,0,0,0,1,0,1
"ENSMUSG00000101170",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101171",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101172",1,3,4,5,1,2,7,0,4,8,3
"ENSMUSG00000101173",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101174",203.01,202.25,163.97,210.35,131.6,143.32,117.72,182.89,68.57,175.76,168.96
"ENSMUSG00000101177",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101178",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101179",0,1,0,0,0,2,0,0,0,0,0
"ENSMUSG00000101180",0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000101181",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101182",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101183",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101184",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101185",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101186",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101188",318.96,484.65,419.56,406.8,375.92,353.8,395.53,306.41,333.55,308.3,290.79
"ENSMUSG00000101189",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101190",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101191",2,5,1,6,4,6,1,0,4,6,1
"ENSMUSG00000101192",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101193",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101194",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101195",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101196",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101197",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101198",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101199",1,1,3,1,0,0,0,0,0,0,0
"ENSMUSG00000101200",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101201",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101202",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101203",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101204",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101205",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101206",2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101207",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101208",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101209",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101210",3,2,3,2,3,1,2,2,1,1,3
"ENSMUSG00000101211",0,0,1,0,1,0,3,0,0,0,0
"ENSMUSG00000101212",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101213",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101214",0,1.22,2.68,1,5.09,1.26,1.28,0,2,0,0
"ENSMUSG00000101215",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101216",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101218",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101219",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101220",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101221",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101222",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101223",0,0,1,0,0,0,1,1,0,0,0
"ENSMUSG00000101224",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101225",164,212,167,200,201,170,169,148,157,198,153
"ENSMUSG00000101226",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101227",1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101228",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101229",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101230",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101231",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101232",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101233",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101234",10,6,11,7,7,6,9,7,8,8,3.24
"ENSMUSG00000101235",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101236",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101237",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101238",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101239",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101240",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101241",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101242",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101243",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101244",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101245",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101246",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101247",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101248",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101249",84629.32,71884.06,58406.69,59330.31,85479.62,58154.15,76835.44,106571.6,90952.97,71977.07,88312.74
"ENSMUSG00000101250",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101251",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101252",1,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000101253",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101254",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101255",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101256",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101257",1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101258",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101259",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101260",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101261",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101262",1.05,0,1,4,2,3.01,5.01,4.01,0,0,2
"ENSMUSG00000101263",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101264",0,0,0,0,2,0,2,0,0,0,0
"ENSMUSG00000101265",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101266",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101267",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101268",2,5,2,7,7,5,5,2,6,6,5
"ENSMUSG00000101270",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101271",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101272",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101273",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101275",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101276",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101277",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101278",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101279",1.06,0,0,1.04,0,1.1,0,3.12,0,2.17,0
"ENSMUSG00000101280",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101281",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101282",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101283",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101284",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101285",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101286",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101287",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101288",0,0,0,0,1,1,1,0,0,0,2
"ENSMUSG00000101289",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101290",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101291",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101292",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101294",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101295",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101296",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101297",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101298",1.48,0.04,0.19,6.76,4.79,3.45,0,0,6.33,3.9,2.25
"ENSMUSG00000101299",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101300",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101301",0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000101302",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101303",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101304",16,15,15,12,28,26,12,10,14,14,27
"ENSMUSG00000101305",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101306",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101307",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101308",1,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000101309",2.7,0,0,8.52,2.15,0,4.44,0,0,7.13,0
"ENSMUSG00000101310",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101311",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101312",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101313",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101314",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101315",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101316",6.15,2.45,2.45,1.21,5.91,5.04,1.27,1.21,1.28,5.96,2.48
"ENSMUSG00000101317",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101318",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101319",0,0,0,0,0,0,0,0,0,0,0
