"","RR10_BRN_FLT_WT_F1","RR10_BRN_FLT_WT_F3","RR10_BRN_FLT_WT_F5","RR10_BRN_FLT_WT_F7","RR10_BRN_GC_WT_G1","RR10_BRN_GC_WT_G3","RR10_BRN_GC_WT_G5","RR10_BRN_GC_WT_G7","RR10_BRN_GC_WT_G9"
"ENSMUSG00000023247",2,0,1,0,1,0,0,0,0
"ENSMUSG00000023249",82,131,152,240,514,351,435,152,244
"ENSMUSG00000023257",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023259",121,183,182,368,655,492,490,138,336
"ENSMUSG00000023262",268,222,295,571,625,661,503,545,639
"ENSMUSG00000023263",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023266",313,345,632,741,553,546,745,451,969
"ENSMUSG00000023267",10,3,36,36,15,41,111,14,187
"ENSMUSG00000023272",163,229,303,405,703,744,892,257,471
"ENSMUSG00000023274",265,30,9,424,20,20,24,532,25
"ENSMUSG00000023277",445,709,585,865,1078,845,1299,556,1373
"ENSMUSG00000023279",8,15,11,9,32,13,22,8,12
"ENSMUSG00000023284",362,554,540,986,1229,1248,1021,557,1140
"ENSMUSG00000023286",398,546,550,955,1315,1184,992,420,930
"ENSMUSG00000023289",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023307",1032,1380,1566,2289,2911,2729,2611,1167,3090
"ENSMUSG00000023328",316,259,884,1313,989,1162,1262,914,1224
"ENSMUSG00000023330",160,223,147,293,471,383,310,233,482
"ENSMUSG00000023333",0,0,0,0,0,0,0,0,1
"ENSMUSG00000023336",214,384,288,328,447,513,679,217,421
"ENSMUSG00000023341",32,38,20,42,30,42,46,44,48
"ENSMUSG00000023345",259,388,155,371,130,61,253,91,333
"ENSMUSG00000023348",95,133,118,168,311,297,339,82,169
"ENSMUSG00000023349",8,30,11,28,26,19,41,23,23
"ENSMUSG00000023350",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023353",2762,4387,4081,6512,5217,4741,5957,2491,6753
"ENSMUSG00000023367",416,753,709,1177,372,394,755,676,1283
"ENSMUSG00000023387",0,0,0,0,0,0,0,1,0
"ENSMUSG00000023391",22,26,12,79,0,0,7,68,55
"ENSMUSG00000023393",2,11,4,28,17,15,24,5,15
"ENSMUSG00000023403",2,3,23,45,4,10,5,29,8
"ENSMUSG00000023411",52,87,57,92,113,91,129,45,89
"ENSMUSG00000023433",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023439",6,1,28,6,180,23,42,0,27
"ENSMUSG00000023443",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023452",1101,1812,1443,2450,2348,2234,2346,1302,3095
"ENSMUSG00000023456",11348,15190,16668,24674,38860,34741,33148,15436,35426
"ENSMUSG00000023460",1795,2294,2402,4200,6023,4799,4695,2302,4709
"ENSMUSG00000023467",4,5,6,12,7,3,3,1,9
"ENSMUSG00000023473",594,916,1381,3389,5671,4470,3364,912,1959
"ENSMUSG00000023484",8,8,29,23,19,21,30,11,127
"ENSMUSG00000023495",2490,4243,3356,5372,10616,8447,8061,2193,5219
"ENSMUSG00000023505",11,16,18,26,40,22,22,25,30
"ENSMUSG00000023571",206,184,90,236,137,131,135,186,110
"ENSMUSG00000023572",962,1010,1255,2154,6331,5055,4471,1319,2571
"ENSMUSG00000023707",385,420,475,762,1134,1038,1002,414,811
"ENSMUSG00000023723",805,868,1014,1403,2349,2201,2346,944,2155
"ENSMUSG00000023737",4,10,17,17,37,49,18,16,13
"ENSMUSG00000023755",59,109,78,157,413,391,261,51,269
"ENSMUSG00000023764",206,283,257,760,616,437,456,191,492
"ENSMUSG00000023781",4,15,7,11,9,9,8,4,11
"ENSMUSG00000023791",252,298,287,521,830,680,664,351,685
"ENSMUSG00000023795",38,61,69,114,75,33,38,62,76
"ENSMUSG00000023800",1183,1302,804,2814,843,866,1192,1719,2048
"ENSMUSG00000023802",0,0,2,4,0,0,0,1,5
"ENSMUSG00000023805",1916,4128,3622,4692,2211,3305,3071,962,6330
"ENSMUSG00000023806",76,103,102,248,140,176,161,137,258
"ENSMUSG00000023809",1669,3394,2356,6092,1728,1715,2299,2140,4125
"ENSMUSG00000023826",283,438,444,779,710,390,442,453,790
"ENSMUSG00000023827",667,558,782,1755,2197,2975,2001,1135,2161
"ENSMUSG00000023828",69,15,77,214,20,11,10,170,60
"ENSMUSG00000023829",11,17,17,12,16,2,17,4,52
"ENSMUSG00000023830",1273,1585,2093,3972,10954,7446,5840,1683,3910
"ENSMUSG00000023832",917,1217,1455,2314,2397,2124,2084,1494,2735
"ENSMUSG00000023845",5960,8035,8517,16001,30719,27522,18975,6935,18953
"ENSMUSG00000023852",776,1064,1049,1884,4145,3386,2495,886,2225
"ENSMUSG00000023861",1937,2360,2296,3160,5339,5294,5692,2143,5308
"ENSMUSG00000023868",7831,1902,2283,17024,5258,5647,3356,17226,2927
"ENSMUSG00000023873",8,12,19,79,25,28,30,17,26
"ENSMUSG00000023882",40,86,86,107,171,178,122,83,223
"ENSMUSG00000023883",1290,1718,1796,3273,3436,4032,3120,1695,3804
"ENSMUSG00000023885",399,780,680,992,1352,1452,1667,316,1457
"ENSMUSG00000023886",219,300,250,347,264,137,447,59,421
"ENSMUSG00000023892",238,280,303,464,849,692,651,309,745
"ENSMUSG00000023902",2,0,1,3,5,6,4,0,1
"ENSMUSG00000023903",9,5,7,16,14,22,30,14,15
"ENSMUSG00000023904",1240,1617,2035,2767,5020,3703,3718,1833,3871
"ENSMUSG00000023905",72,88,136,97,930,995,657,67,212
"ENSMUSG00000023906",0,0,0,3,8,3,1,0,5
"ENSMUSG00000023908",20,22,28,49,64,123,111,20,66
"ENSMUSG00000023909",1082,1391,1855,2489,3887,4117,3806,1193,3088
"ENSMUSG00000023911",256,287,413,475,945,812,892,439,615
"ENSMUSG00000023912",466,528,965,1688,2087,2160,1704,640,1474
"ENSMUSG00000023913",4090,5817,8356,9379,23577,27012,17407,4232,15260
"ENSMUSG00000023914",2,0,1,3,0,0,0,1,0
"ENSMUSG00000023915",696,966,1249,2191,1426,1706,1831,1088,2930
"ENSMUSG00000023918",19,31,56,96,116,48,52,20,69
"ENSMUSG00000023919",128,210,214,296,562,591,507,210,513
"ENSMUSG00000023921",2252,2771,2786,4630,5154,5171,4014,3404,5671
"ENSMUSG00000023923",1119,1788,1701,2999,2502,2756,2200,1357,3461
"ENSMUSG00000023926",0,2,1,0,1,0,1,0,3
"ENSMUSG00000023927",3606,5602,3625,5954,2335,2043,4044,1206,10846
"ENSMUSG00000023930",0,0,0,0,0,0,0,0,1
"ENSMUSG00000023931",9,4,19,10,18,25,23,28,9
"ENSMUSG00000023932",996,1150,1605,2429,5595,4759,4081,1450,3623
"ENSMUSG00000023935",92,109,72,250,118,155,139,98,168
"ENSMUSG00000023938",337,422,604,920,1557,1205,1242,333,908
"ENSMUSG00000023939",542,563,620,936,1225,1279,1481,659,1453
"ENSMUSG00000023940",3,2,8,4,31,13,42,10,8
"ENSMUSG00000023942",242,166,980,641,1617,1194,1117,478,728
"ENSMUSG00000023943",1,0,0,0,1,0,1,2,0
"ENSMUSG00000023944",18971,21110,27947,47966,57921,53520,55187,26886,55810
"ENSMUSG00000023945",113,17,342,1108,22,53,25,983,45
"ENSMUSG00000023947",47,64,72,102,762,505,459,32,108
"ENSMUSG00000023949",33,37,49,90,35,86,59,25,62
"ENSMUSG00000023951",873,1535,1233,2211,2824,2355,2042,930,1911
"ENSMUSG00000023952",555,716,840,1868,2273,1937,1758,614,1288
"ENSMUSG00000023953",153,235,260,417,908,743,712,198,489
"ENSMUSG00000023959",408,562,384,852,613,822,910,483,1040
"ENSMUSG00000023960",4791,5676,6290,12683,19098,17286,15658,7069,14787
"ENSMUSG00000023961",656,550,840,1691,1697,2629,1804,938,1967
"ENSMUSG00000023963",64,45,65,117,168,221,212,64,163
"ENSMUSG00000023964",0,0,32,88,49,14,24,293,21
"ENSMUSG00000023965",2698,4081,3614,6428,4997,4963,5029,3000,7895
"ENSMUSG00000023966",142,78,230,386,250,297,418,348,498
"ENSMUSG00000023967",1197,1463,1464,2296,2783,2713,2612,1586,2837
"ENSMUSG00000023968",7,7,31,60,21,15,20,19,28
"ENSMUSG00000023971",304,348,415,582,1074,885,960,450,890
"ENSMUSG00000023972",224,276,326,600,803,678,756,356,585
"ENSMUSG00000023973",566,855,926,1564,2136,1700,1862,981,1898
"ENSMUSG00000023977",1310,1796,2067,4368,5304,4533,3791,1537,3797
"ENSMUSG00000023978",1,1,9,0,25,0,9,1,11
"ENSMUSG00000023979",0,0,2,7,31,9,27,0,9
"ENSMUSG00000023980",275,414,444,760,1557,1202,981,398,860
"ENSMUSG00000023982",0,0,0,0,0,0,0,0,0
"ENSMUSG00000023984",20,9,21,49,41,40,42,25,50
"ENSMUSG00000023987",0,0,0,2,5,0,1,0,0
"ENSMUSG00000023988",390,567,576,961,1004,888,992,520,1088
"ENSMUSG00000023990",128,146,162,292,558,634,604,194,316
"ENSMUSG00000023991",150,225,348,654,860,666,697,215,632
"ENSMUSG00000023992",277,288,268,507,262,332,467,437,582
"ENSMUSG00000023993",1,0,1,7,2,9,3,0,4
"ENSMUSG00000023994",214,271,332,933,938,955,950,295,568
"ENSMUSG00000023995",0,0,0,0,5,2,3,0,4
"ENSMUSG00000023999",101,106,151,211,75,189,128,163,261
"ENSMUSG00000024002",670,981,1158,2559,2294,2087,1914,736,2061
"ENSMUSG00000024006",464,721,857,1667,2012,1880,1519,673,1301
"ENSMUSG00000024007",223,292,384,596,964,873,865,383,831
"ENSMUSG00000024008",1212,1710,843,4220,71,66,705,2487,1977
"ENSMUSG00000024011",17,41,33,86,39,16,27,112,44
"ENSMUSG00000024012",7298,8780,10129,16951,10827,10142,11689,12612,16586
"ENSMUSG00000024013",105,157,139,368,82,98,121,148,352
"ENSMUSG00000024014",102,92,169,242,896,902,732,101,287
"ENSMUSG00000024018",617,810,844,1272,2827,2256,2193,873,1543
"ENSMUSG00000024019",460,737,666,1372,1438,1126,1219,607,1181
"ENSMUSG00000024026",6359,8920,8596,10049,18527,11805,9721,8874,13297
"ENSMUSG00000024027",8,17,56,191,77,108,87,209,190
"ENSMUSG00000024028",0,0,1,0,0,0,0,0,0
"ENSMUSG00000024029",0,0,0,0,63,39,16,0,0
"ENSMUSG00000024030",1428,1261,1980,3690,8842,7306,5842,2125,3849
"ENSMUSG00000024032",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024033",60,51,69,103,50,149,97,115,71
"ENSMUSG00000024034",0,0,0,2,134,94,77,0,7
"ENSMUSG00000024036",51,51,74,246,220,134,123,105,132
"ENSMUSG00000024037",521,766,888,1250,1435,1201,1270,506,1303
"ENSMUSG00000024038",3269,3623,4587,6513,13007,9951,9753,5025,7250
"ENSMUSG00000024039",788,1285,1335,1928,1534,1811,1808,976,2018
"ENSMUSG00000024041",1,1,3,0,1,33,29,0,9
"ENSMUSG00000024042",625,671,918,1030,879,643,942,565,1627
"ENSMUSG00000024043",41,33,29,57,72,33,80,28,62
"ENSMUSG00000024044",3062,3670,5756,8278,11268,12093,9679,3799,10847
"ENSMUSG00000024045",965,1320,1556,2939,7046,5014,3674,1093,2506
"ENSMUSG00000024048",272,400,318,546,825,770,895,348,658
"ENSMUSG00000024049",56,83,116,136,125,119,140,63,116
"ENSMUSG00000024050",707,1013,1128,2011,2415,1645,1515,542,1626
"ENSMUSG00000024052",1307,1960,2590,4196,4455,4293,3850,1947,4408
"ENSMUSG00000024053",46,54,143,185,133,412,274,82,209
"ENSMUSG00000024054",1257,1678,1890,3407,5920,5488,4221,1698,3635
"ENSMUSG00000024055",202,267,234,461,636,548,452,201,444
"ENSMUSG00000024056",10,1,10,12,9,7,5,13,17
"ENSMUSG00000024059",1500,1402,1201,4317,1775,2039,1953,2719,3356
"ENSMUSG00000024063",1149,1603,2424,2867,2325,2996,2593,1613,3534
"ENSMUSG00000024064",247,170,455,668,82,241,338,249,1017
"ENSMUSG00000024065",1627,2145,2987,4280,5315,5755,5020,1574,5096
"ENSMUSG00000024066",262,714,455,791,554,896,1000,525,766
"ENSMUSG00000024067",744,807,900,1422,2008,2261,1848,926,2196
"ENSMUSG00000024068",1440,2119,2381,3613,4633,4530,3799,1787,4245
"ENSMUSG00000024069",206,222,265,537,955,795,624,335,554
"ENSMUSG00000024070",906,1205,1515,2046,2612,2832,2599,1237,2795
"ENSMUSG00000024072",1026,1332,1355,2153,3818,3233,3293,1521,3452
"ENSMUSG00000024073",4870,6880,7881,14657,20229,18206,15074,5330,14543
"ENSMUSG00000024074",1886,3047,4959,6232,4690,4550,5149,3318,7216
"ENSMUSG00000024076",34,62,203,84,144,58,212,96,255
"ENSMUSG00000024077",3587,2519,3087,8300,6784,6981,5768,6946,6048
"ENSMUSG00000024078",376,454,487,813,987,909,974,428,1031
"ENSMUSG00000024079",447,722,574,945,1156,1166,850,612,954
"ENSMUSG00000024081",771,1060,1054,1757,3074,2950,2598,1027,2531
"ENSMUSG00000024082",540,761,789,1382,1783,1501,1466,835,2150
"ENSMUSG00000024083",11641,13909,15679,30707,29313,25667,25184,14950,36143
"ENSMUSG00000024084",215,182,334,655,259,473,467,706,1103
"ENSMUSG00000024085",988,1396,1391,1894,1977,1611,2104,1200,3102
"ENSMUSG00000024087",191,360,231,518,401,508,609,219,491
"ENSMUSG00000024088",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024091",3462,4197,4335,7687,10209,9728,9199,4480,10329
"ENSMUSG00000024095",1248,1501,1546,3221,4411,3945,3323,1472,3755
"ENSMUSG00000024096",1781,2962,3219,4152,5460,5248,4908,2397,5409
"ENSMUSG00000024097",1545,2175,2661,3784,8206,7501,6016,2578,6706
"ENSMUSG00000024098",723,1151,1037,1865,4018,3641,3090,1042,1786
"ENSMUSG00000024099",3800,4900,5078,7765,11000,11668,11216,5653,10648
"ENSMUSG00000024101",379,536,581,949,1697,1352,1357,553,1091
"ENSMUSG00000024104",2806,3690,3508,6430,23449,14796,13554,3220,8166
"ENSMUSG00000024105",2,0,2,0,0,0,1,0,0
"ENSMUSG00000024107",15,9,28,81,30,25,25,67,38
"ENSMUSG00000024109",16238,27347,28312,41357,45996,39320,38031,13905,56019
"ENSMUSG00000024112",728,568,854,3033,114,102,398,1400,1106
"ENSMUSG00000024114",23,60,36,41,98,8,4,79,74
"ENSMUSG00000024116",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024118",107,89,168,240,596,560,533,101,280
"ENSMUSG00000024120",1238,1653,2422,4050,4847,4348,3881,1920,4691
"ENSMUSG00000024121",1392,516,1665,3247,3973,6550,7890,523,4154
"ENSMUSG00000024122",6314,8174,7779,14816,12456,11611,11188,8430,13323
"ENSMUSG00000024124",6,2,1,14,0,0,0,3,4
"ENSMUSG00000024125",0,0,0,0,0,0,3,0,0
"ENSMUSG00000024127",6794,7642,10275,17063,19327,17346,16315,7271,25340
"ENSMUSG00000024128",0,0,3,0,0,1,0,3,0
"ENSMUSG00000024130",1693,2496,3410,5680,7523,5085,4437,2839,5220
"ENSMUSG00000024131",7,12,8,7,37,47,24,3,14
"ENSMUSG00000024132",509,567,714,1001,1235,1785,1443,554,1417
"ENSMUSG00000024134",5,14,2,7,15,3,11,1,9
"ENSMUSG00000024135",460,701,796,1180,1552,1818,1415,792,1498
"ENSMUSG00000024136",14,17,35,69,154,148,72,11,31
"ENSMUSG00000024137",183,293,340,682,828,693,704,368,500
"ENSMUSG00000024140",4065,6423,6402,11530,4257,6366,7105,4259,12213
"ENSMUSG00000024142",829,1214,1355,2141,3191,2509,2242,1167,1981
"ENSMUSG00000024143",1626,2491,2992,4627,3282,4765,3652,2320,5118
"ENSMUSG00000024145",262,351,325,583,1301,1266,990,494,753
"ENSMUSG00000024146",1873,2594,2332,3786,4523,4445,4266,2491,5082
"ENSMUSG00000024150",1095,1183,1589,2550,3836,3060,3506,1972,3859
"ENSMUSG00000024151",600,740,981,1412,2546,2032,1872,650,1993
"ENSMUSG00000024154",3,0,33,30,2,2,3,7,17
"ENSMUSG00000024155",1,4,1,3,1,8,0,2,1
"ENSMUSG00000024158",1217,1404,1447,2255,4623,3987,4241,1379,3509
"ENSMUSG00000024160",763,747,1121,1489,4120,3838,3745,650,1724
"ENSMUSG00000024163",7409,9525,12429,23020,21383,20278,19345,8743,19977
"ENSMUSG00000024164",36,4,20,44,72,265,227,33,54
"ENSMUSG00000024165",134,251,288,412,568,769,573,242,393
"ENSMUSG00000024168",257,464,443,724,755,953,964,402,800
"ENSMUSG00000024169",455,543,644,1370,1334,1207,1132,528,1221
"ENSMUSG00000024170",296,279,457,707,1916,1620,1564,304,734
"ENSMUSG00000024171",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024172",2032,3047,2009,4991,391,527,1176,1173,3699
"ENSMUSG00000024173",0,6,3,1,5,0,0,0,1
"ENSMUSG00000024174",161,221,242,431,666,643,551,164,444
"ENSMUSG00000024175",28,16,172,149,22,45,59,129,169
"ENSMUSG00000024176",727,805,1104,1966,1218,1648,1545,1241,2613
"ENSMUSG00000024177",52,40,28,64,85,50,35,30,68
"ENSMUSG00000024180",194,278,313,515,672,555,409,158,485
"ENSMUSG00000024181",1077,1173,1392,1696,2624,2572,3274,1105,2723
"ENSMUSG00000024182",559,647,955,1251,2561,2188,2027,723,1701
"ENSMUSG00000024184",2,3,0,16,0,1,1,0,6
"ENSMUSG00000024186",118,246,178,369,41,75,92,114,248
"ENSMUSG00000024187",378,378,585,997,1661,1741,1255,549,1098
"ENSMUSG00000024188",1739,2158,3043,4859,7234,5343,4927,2624,4962
"ENSMUSG00000024190",809,380,579,760,2422,1370,1184,454,1985
"ENSMUSG00000024191",435,433,552,859,1178,898,1086,586,1109
"ENSMUSG00000024193",325,427,601,885,1080,901,952,481,903
"ENSMUSG00000024194",720,953,1150,1393,2830,2762,2733,858,1845
"ENSMUSG00000024197",615,634,648,1261,1266,2354,1765,927,1557
"ENSMUSG00000024201",1074,1100,1748,3255,3120,2973,2788,1794,2375
"ENSMUSG00000024205",9,11,4,19,10,10,22,9,9
"ENSMUSG00000024206",66,44,79,128,122,135,120,64,96
"ENSMUSG00000024207",0,1,0,0,0,1,1,1,3
"ENSMUSG00000024208",4536,5561,5321,7109,7655,8003,10201,5941,9607
"ENSMUSG00000024209",7,2,0,24,0,3,11,9,8
"ENSMUSG00000024210",75,190,94,108,25,34,57,66,170
"ENSMUSG00000024211",265,255,457,1223,686,419,666,363,1207
"ENSMUSG00000024212",1997,3924,2989,4798,2264,2386,3332,2193,4278
"ENSMUSG00000024213",7370,15018,9381,14133,15261,16524,15038,7902,18847
"ENSMUSG00000024215",4,1,8,12,12,7,9,7,10
"ENSMUSG00000024217",342,414,421,640,1294,1628,1333,438,1111
"ENSMUSG00000024218",504,576,655,1225,1480,1444,1447,663,1670
"ENSMUSG00000024219",687,1218,1679,2073,2144,2635,2346,829,2242
"ENSMUSG00000024220",1954,3533,2295,4385,1380,1193,2550,1846,3412
"ENSMUSG00000024222",611,1163,1480,2503,561,693,1934,1376,1796
"ENSMUSG00000024223",0,0,0,1,0,0,0,0,0
"ENSMUSG00000024224",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024225",0,0,0,0,0,0,1,0,3
"ENSMUSG00000024227",287,685,238,454,73,78,243,354,401
"ENSMUSG00000024228",256,362,505,619,686,970,828,375,944
"ENSMUSG00000024231",1249,1451,1674,3162,3905,3582,3152,1660,4075
"ENSMUSG00000024232",62,67,156,175,462,446,289,93,253
"ENSMUSG00000024233",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024234",461,583,636,1081,2076,1758,1337,591,1377
"ENSMUSG00000024235",41,95,113,176,414,331,328,69,167
"ENSMUSG00000024236",305,643,621,1028,1563,1211,1442,642,916
"ENSMUSG00000024238",3627,5517,6657,9940,8874,8505,7855,6211,10432
"ENSMUSG00000024240",720,895,1109,2281,5523,4415,3311,1075,2185
"ENSMUSG00000024241",1213,1851,2280,4165,4108,4448,3571,1879,4923
"ENSMUSG00000024242",1688,2173,2146,3851,6897,5915,5582,1559,4606
"ENSMUSG00000024245",904,1420,816,1474,9563,7398,5705,319,2717
"ENSMUSG00000024246",76,131,124,232,394,286,225,83,256
"ENSMUSG00000024247",141,192,193,287,278,202,342,111,348
"ENSMUSG00000024248",4574,7408,9993,11759,10937,8557,13807,7233,17611
"ENSMUSG00000024251",684,936,1135,1981,2323,2494,1868,938,2119
"ENSMUSG00000024253",346,349,400,691,684,655,681,490,894
"ENSMUSG00000024254",0,0,1,0,1,0,3,0,0
"ENSMUSG00000024256",268,437,519,376,435,655,488,211,1117
"ENSMUSG00000024258",344,371,452,636,1460,1246,1162,542,1043
"ENSMUSG00000024259",2168,2964,2923,5205,6617,6455,5628,2578,6458
"ENSMUSG00000024260",575,899,975,1721,2227,1935,1766,662,1791
"ENSMUSG00000024261",5270,5072,7118,11953,51440,39420,27546,7090,16803
"ENSMUSG00000024266",0,0,1,0,1,0,0,0,0
"ENSMUSG00000024268",10314,15738,16587,28271,13554,13949,17084,14812,26368
"ENSMUSG00000024269",1280,1683,1902,3304,2375,2605,2456,1746,3637
"ENSMUSG00000024270",577,786,1019,2081,2574,2251,1864,979,2164
"ENSMUSG00000024271",1221,1646,1993,3624,5788,4600,3859,1766,4367
"ENSMUSG00000024273",229,310,282,535,836,799,671,390,604
"ENSMUSG00000024274",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024276",757,1123,1365,2470,3706,3636,2827,1152,2726
"ENSMUSG00000024277",4082,5475,6759,10895,16293,13795,13706,4166,12270
"ENSMUSG00000024283",1899,2710,2936,5169,7409,6384,5731,2529,5692
"ENSMUSG00000024286",5113,7427,6800,11797,8670,7454,8750,5991,11169
"ENSMUSG00000024287",461,614,715,1384,2149,1778,1434,641,1563
"ENSMUSG00000024290",1528,2274,2154,3694,4359,4699,3657,1831,3695
"ENSMUSG00000024292",310,456,505,704,778,623,657,440,887
"ENSMUSG00000024293",2213,3656,1790,4915,5348,5697,4868,2267,5854
"ENSMUSG00000024294",13731,20101,18362,31316,23099,22799,21462,14850,31585
"ENSMUSG00000024295",0,0,0,0,0,0,2,0,0
"ENSMUSG00000024298",3097,4265,4639,9441,13776,12256,9338,3786,10764
"ENSMUSG00000024299",125,184,198,537,2396,2416,1744,272,303
"ENSMUSG00000024300",86,145,87,226,82,139,154,160,193
"ENSMUSG00000024301",18,22,24,64,135,94,87,16,57
"ENSMUSG00000024302",6630,9865,8757,15830,26863,23342,19113,7570,16656
"ENSMUSG00000024304",1777,2338,3197,6750,6347,6310,5096,2382,6656
"ENSMUSG00000024306",0,0,1,7,4,7,3,1,8
"ENSMUSG00000024308",588,882,768,1351,1703,1551,1832,772,1492
"ENSMUSG00000024309",1215,1495,1575,2267,4317,4031,3696,1797,3459
"ENSMUSG00000024312",122,126,160,254,402,355,318,155,306
"ENSMUSG00000024313",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024317",522,738,704,1236,1488,1442,1370,761,1698
"ENSMUSG00000024319",965,1192,1341,2425,2807,2510,2302,1149,2586
"ENSMUSG00000024325",323,294,406,727,1150,1049,932,404,737
"ENSMUSG00000024327",42,41,37,51,157,85,82,30,86
"ENSMUSG00000024330",262,266,268,530,446,519,459,295,508
"ENSMUSG00000024331",6,17,18,40,149,39,94,25,24
"ENSMUSG00000024334",15,12,6,12,11,13,13,21,38
"ENSMUSG00000024335",5072,6823,6157,10204,12697,10595,10812,4544,10120
"ENSMUSG00000024338",88,175,114,190,134,164,228,120,218
"ENSMUSG00000024339",125,216,196,372,444,390,501,172,386
"ENSMUSG00000024340",0,0,0,3,0,0,0,2,1
"ENSMUSG00000024346",2139,2470,2560,3901,5022,5592,5539,3297,5668
"ENSMUSG00000024347",2054,3752,4565,4848,13549,10292,9591,2470,6846
"ENSMUSG00000024349",86,113,73,188,99,142,124,112,146
"ENSMUSG00000024350",3042,3636,4840,8208,11039,9767,8360,4528,8804
"ENSMUSG00000024352",28,39,37,72,29,36,45,56,76
"ENSMUSG00000024353",0,0,0,0,1,0,0,0,0
"ENSMUSG00000024354",0,1,1,1,2,1,0,0,0
"ENSMUSG00000024357",609,654,788,1323,2464,1880,1748,972,1335
"ENSMUSG00000024359",3931,5716,6075,9094,16060,15374,12242,5878,13677
"ENSMUSG00000024360",2054,2858,2912,4339,5990,5483,4917,2674,6202
"ENSMUSG00000024365",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024366",0,0,0,2,2,4,10,0,0
"ENSMUSG00000024369",358,470,491,841,734,764,690,524,934
"ENSMUSG00000024370",786,1135,1252,2291,3667,3301,2854,1205,2521
"ENSMUSG00000024371",27,33,31,60,53,65,69,44,71
"ENSMUSG00000024376",95,73,290,262,198,254,202,159,307
"ENSMUSG00000024378",1185,1508,2071,3167,3875,3913,3301,1180,3778
"ENSMUSG00000024379",1,8,6,5,10,7,15,8,11
"ENSMUSG00000024381",2052,2809,3331,5293,6469,6182,6203,2164,6495
"ENSMUSG00000024382",447,503,605,1109,1818,1555,1387,628,1258
"ENSMUSG00000024383",1256,1691,2242,3923,5990,5095,3960,2182,4592
"ENSMUSG00000024384",1027,1253,1541,3006,5716,4334,3358,1341,3065
"ENSMUSG00000024386",0,0,0,0,0,0,0,0,1
"ENSMUSG00000024387",1269,1725,1701,2822,5291,4748,4156,1545,4011
"ENSMUSG00000024388",5,0,3,17,4,5,0,10,1
"ENSMUSG00000024391",1,6,1,1,1,0,9,8,0
"ENSMUSG00000024392",3122,4268,4702,7647,7263,6729,7633,3390,8230
"ENSMUSG00000024393",6361,10581,8971,20182,9602,8795,11206,5670,15516
"ENSMUSG00000024395",261,374,456,626,365,733,641,429,801
"ENSMUSG00000024397",330,462,366,668,177,263,328,532,735
"ENSMUSG00000024399",3,12,7,8,12,12,13,18,19
"ENSMUSG00000024400",1415,1945,2154,4067,6249,4791,4104,1793,3974
"ENSMUSG00000024401",1,0,0,3,0,0,0,0,1
"ENSMUSG00000024402",2,1,1,1,0,2,0,3,4
"ENSMUSG00000024403",3515,5004,4515,8541,8801,8082,8754,3709,10116
"ENSMUSG00000024404",1900,2289,1968,4406,6810,5702,4881,1918,4706
"ENSMUSG00000024406",0,0,0,0,0,1,0,2,0
"ENSMUSG00000024409",0,1,0,3,1,0,2,0,4
"ENSMUSG00000024410",386,468,569,1134,1295,1139,1096,460,1185
"ENSMUSG00000024411",4092,6763,13356,12208,33589,35679,27540,5892,19800
"ENSMUSG00000024413",1531,2166,2022,4010,4777,5880,4099,1847,4679
"ENSMUSG00000024414",793,920,974,1519,1984,1772,1988,1153,2465
"ENSMUSG00000024420",567,581,988,1646,12507,10517,7072,1121,1708
"ENSMUSG00000024421",91,180,146,402,116,186,184,176,306
"ENSMUSG00000024422",325,445,453,871,1598,1486,1279,396,809
"ENSMUSG00000024423",5783,7159,14512,19131,13301,13555,15902,15545,36224
"ENSMUSG00000024424",292,352,774,1193,2284,1917,1540,629,1102
"ENSMUSG00000024425",10628,13393,13990,20846,23828,23833,24735,12032,37243
"ENSMUSG00000024426",344,374,468,965,597,623,650,372,923
"ENSMUSG00000024427",240,437,494,546,1166,769,696,289,935
"ENSMUSG00000024429",6033,10105,6740,11879,6677,5569,7329,6058,11927
"ENSMUSG00000024430",3,9,15,19,25,25,18,16,16
"ENSMUSG00000024431",4807,6340,6144,9061,13879,14018,10825,4545,12117
"ENSMUSG00000024436",271,403,362,710,1015,910,710,360,864
