"","Mmus_C57-6J_SPL_cells_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep2_SP2","Mmus_C57-6J_SPL_ss-tissues_Rep3_SP3","Mmus_C57-6J_SPL_tissues_Rep1_SP1"
"ENSMUSG00000085973",0,0,0,0,0
"ENSMUSG00000085975",1,0,1,0,3
"ENSMUSG00000085976",1,5,4,4,3
"ENSMUSG00000085977",2,13,4,12,5
"ENSMUSG00000085978",0,0,0,0,0
"ENSMUSG00000085979",0,0,0,0,0
"ENSMUSG00000085980",0,0,0,0,0
"ENSMUSG00000085982",0,0,0,0,0
"ENSMUSG00000085984",4,1,3,3,1
"ENSMUSG00000085985",0,0,0,0,0
"ENSMUSG00000085987",0,0,0,0,0
"ENSMUSG00000085989",0,0,0,0,0
"ENSMUSG00000085990",0,0,2.26,1.04,0
"ENSMUSG00000085991",0,0,0,0,0
"ENSMUSG00000085992",0,0,1,0,0
"ENSMUSG00000085993",0,0,0,0,0
"ENSMUSG00000085995",2,6,3,3,2.19
"ENSMUSG00000085996",0,0,0,0,0
"ENSMUSG00000085998",0,1,2,1,1
"ENSMUSG00000085999",0,0,0,0,0
"ENSMUSG00000086000",5.29,7.43,13.69,7.61,8.06
"ENSMUSG00000086001",1,2,0,1,1
"ENSMUSG00000086003",0,0,0,0,1
"ENSMUSG00000086004",0,1,0,0,0
"ENSMUSG00000086006",1,1,2,1,1
"ENSMUSG00000086007",0,0,0,0,0
"ENSMUSG00000086008",8,2,7,10,3
"ENSMUSG00000086009",0,0,0,0,0
"ENSMUSG00000086010",0,1,0,1,0
"ENSMUSG00000086012",0,0,0,0,0
"ENSMUSG00000086013",18,7,15,17,12
"ENSMUSG00000086014",0,0,0,0,0
"ENSMUSG00000086015",15,11,16,22.86,15.47
"ENSMUSG00000086016",0,1.75,2.42,3.17,0
"ENSMUSG00000086017",0,0,0,0,0
"ENSMUSG00000086018",0,0,0,0,0.47
"ENSMUSG00000086019",0,0,0,0,0
"ENSMUSG00000086020",0,0,0,0,0
"ENSMUSG00000086021",0,0,1,0,0
"ENSMUSG00000086022",0,0,0,0,0
"ENSMUSG00000086025",0,0,0,0,0
"ENSMUSG00000086026",0,0,0,0,0
"ENSMUSG00000086027",0,1,0,0,0
"ENSMUSG00000086028",0,0,0,0,0
"ENSMUSG00000086029",0,0,0,0,0
"ENSMUSG00000086030",0,0,0,0,0
"ENSMUSG00000086031",0,0,0,0,0
"ENSMUSG00000086032",0,0,0,1.21,0
"ENSMUSG00000086034",0,0,0,0,0
"ENSMUSG00000086035",0,0,0,0,0
"ENSMUSG00000086036",0,0,0,0,0
"ENSMUSG00000086037",2,0,0,1,0
"ENSMUSG00000086039",1,0,0,0,0
"ENSMUSG00000086040",7,6,7,9,4
"ENSMUSG00000086041",1,2,2,2,1
"ENSMUSG00000086042",0,0,0,0,0
"ENSMUSG00000086043",0,4,5,2,5
"ENSMUSG00000086044",0,0,0,0,0
"ENSMUSG00000086046",0,0,0,0,0
"ENSMUSG00000086047",0,0,1,1,0
"ENSMUSG00000086048",0,0,0,0,0
"ENSMUSG00000086049",9,7,4,7,5
"ENSMUSG00000086050",3,2,2,4,0
"ENSMUSG00000086052",0,0,0,0,0
"ENSMUSG00000086053",0,0,0,0,0
"ENSMUSG00000086054",0,0.89,0,0,0
"ENSMUSG00000086055",0,0,0,0,0
"ENSMUSG00000086056",0,0,0,0,0
"ENSMUSG00000086057",0,0,0,0,0
"ENSMUSG00000086058",0,0,2,2,0
"ENSMUSG00000086060",0,0,0,0,0
"ENSMUSG00000086061",0,0,0,0,0
"ENSMUSG00000086063",0,0,0,0,1
"ENSMUSG00000086064",0,0,0,0,0
"ENSMUSG00000086065",0,0,0,0,0
"ENSMUSG00000086066",0,0,0,0,0
"ENSMUSG00000086067",1,1,0,0,1
"ENSMUSG00000086068",0,0,0,0,0
"ENSMUSG00000086069",1,0,0,0,0
"ENSMUSG00000086070",0,0,0,0,0
"ENSMUSG00000086071",0,0,0,0,0
"ENSMUSG00000086072",0,0,0,0,0
"ENSMUSG00000086074",0,1,0,0,1
"ENSMUSG00000086075",1,0,2,1,1
"ENSMUSG00000086076",1,3,2,1,1
"ENSMUSG00000086077",0,0,0,0,0
"ENSMUSG00000086078",0,0,0,0,0
"ENSMUSG00000086080",0,0,0,0,0
"ENSMUSG00000086081",0,0,0,0,0
"ENSMUSG00000086083",2.16,1.03,0,4.05,1.08
"ENSMUSG00000086087",0,0,0,0,0
"ENSMUSG00000086089",0,0,0,0,0
"ENSMUSG00000086090",0,0,0,0,0
"ENSMUSG00000086092",0,0,0,0,0
"ENSMUSG00000086095",0,0,0,0,0
"ENSMUSG00000086096",0,1,0,0,0
"ENSMUSG00000086097",0,0,0,0,0
"ENSMUSG00000086098",0,0,0,0,0
"ENSMUSG00000086103",0,0,0,0,2
"ENSMUSG00000086104",0,0,0,0,0
"ENSMUSG00000086105",0,0,0,0,1
"ENSMUSG00000086107",3.78,0,4.42,1.33,0
"ENSMUSG00000086108",1,3,3,5,1
"ENSMUSG00000086109",0,8,9,10,5
"ENSMUSG00000086111",48,35,58,40,41
"ENSMUSG00000086112",0,0,0,0,0
"ENSMUSG00000086114",0,0,0,0,0
"ENSMUSG00000086115",0,0,0,0,0
"ENSMUSG00000086117",3,5,4,4,7
"ENSMUSG00000086118",0,0,0,0,0
"ENSMUSG00000086119",4,25,33,25,18
"ENSMUSG00000086121",0,0,0,0,0
"ENSMUSG00000086122",0,0,0,0,0
"ENSMUSG00000086123",0,0,0,0,0
"ENSMUSG00000086124",0,3,3,7,2
"ENSMUSG00000086125",0,0,0,0,0
"ENSMUSG00000086126",0,0,0,0,0
"ENSMUSG00000086127",0,2,0,0,1
"ENSMUSG00000086128",0,0,0,0,0
"ENSMUSG00000086129",0,0,0,0,0
"ENSMUSG00000086130",14,5,10,13,2
"ENSMUSG00000086132",0,0,0,0,0
"ENSMUSG00000086133",0,0,0,0,0
"ENSMUSG00000086134",0,0,0,0,0
"ENSMUSG00000086135",0,0,0,0,0
"ENSMUSG00000086136",0,0,0,0,0
"ENSMUSG00000086137",0,0,0,0,0
"ENSMUSG00000086138",0,0,0,0,0
"ENSMUSG00000086139",0,0,0,0,0
"ENSMUSG00000086140",0,0,0,0,0
"ENSMUSG00000086141",0,0,0,0,0
"ENSMUSG00000086142",0,0,0,0,0
"ENSMUSG00000086144",0,0,0,0,0
"ENSMUSG00000086145",0,0,0,0,0
"ENSMUSG00000086146",1,0,2,0,0
"ENSMUSG00000086147",0,1,0,0,0
"ENSMUSG00000086148",0,0,0,0,0
"ENSMUSG00000086150",9.51,4.12,6.21,6.13,4.28
"ENSMUSG00000086152",0,0,0,1,0
"ENSMUSG00000086153",0,0,0,0,0
"ENSMUSG00000086154",4,2,7,4,3
"ENSMUSG00000086155",1,1,0,3,0
"ENSMUSG00000086156",0,3.01,0.49,2.78,4.55
"ENSMUSG00000086157",0,0,0,0,0
"ENSMUSG00000086158",18,16,18,16,18
"ENSMUSG00000086159",0,0,0,0,0
"ENSMUSG00000086160",0,0,0,0,0
"ENSMUSG00000086161",0,0,0,0,0
"ENSMUSG00000086162",0,0,0,0,0
"ENSMUSG00000086163",0,0,0,0,0
"ENSMUSG00000086164",0,0,0,0,0
"ENSMUSG00000086165",1,0,1,0,0
"ENSMUSG00000086166",0,0,0,0,0
"ENSMUSG00000086167",0,0,0,0,0
"ENSMUSG00000086168",0,0,0,0,0
"ENSMUSG00000086170",0,0,0,0,0
"ENSMUSG00000086171",0,0,0,0,0
"ENSMUSG00000086172",1,0,0,0,0
"ENSMUSG00000086173",2,0,0,0,0
"ENSMUSG00000086174",0,0,0,0,0
"ENSMUSG00000086175",0,0,0,0,0
"ENSMUSG00000086176",0,0,0,0,0
"ENSMUSG00000086177",0,0,0,0,0
"ENSMUSG00000086179",0,0,0,0,2
"ENSMUSG00000086181",0,0,2.19,0,2
"ENSMUSG00000086184",35.02,23.66,25.75,32.73,19.8
"ENSMUSG00000086185",0,0,0,0,0
"ENSMUSG00000086186",0,1,0,0,0
"ENSMUSG00000086187",0,0,0,0,0
"ENSMUSG00000086188",0,0,1,0,0
"ENSMUSG00000086189",0,0,0,0,0
"ENSMUSG00000086190",0,0,0,0,0
"ENSMUSG00000086191",2,0,1,1,2
"ENSMUSG00000086192",1,0,0,0,1.07
"ENSMUSG00000086193",0,0,0,0,0
"ENSMUSG00000086194",1,0,0,0,0
"ENSMUSG00000086195",0,0,0,0,0
"ENSMUSG00000086196",0,1,2,0,1
"ENSMUSG00000086197",0,0,0,0,0
"ENSMUSG00000086199",1,0,2,1,2
"ENSMUSG00000086201",0,0,0,0,0
"ENSMUSG00000086202",0,0,0,0,0
"ENSMUSG00000086203",0,0,0,0,0
"ENSMUSG00000086204",0,0,0,0,0
"ENSMUSG00000086205",3.71,2.57,15.31,21.39,6.94
"ENSMUSG00000086206",0,0,1,1,1
"ENSMUSG00000086207",0,0,0,0,0
"ENSMUSG00000086209",0,0,0,0,0
"ENSMUSG00000086211",5,3,6,9,3
"ENSMUSG00000086212",4,6,6,10,13
"ENSMUSG00000086213",11,9,13,14,12
"ENSMUSG00000086214",0,0,0,0,0
"ENSMUSG00000086216",0,0,1.39,0,0
"ENSMUSG00000086219",0,0,0,0,0
"ENSMUSG00000086220",0,0,0,0,0
"ENSMUSG00000086221",0,0,0,0,0
"ENSMUSG00000086222",0,0,0,0,0
"ENSMUSG00000086224",0,0,0,0,0
"ENSMUSG00000086225",0,0,0,0,0
"ENSMUSG00000086226",0,0,0,0,0
"ENSMUSG00000086227",0,0,0,0,0
"ENSMUSG00000086228",1,0,2,5,0
"ENSMUSG00000086229",1.01,1.01,0,0,0
"ENSMUSG00000086231",35,15,22,43,19
"ENSMUSG00000086232",0,0,0,0,0
"ENSMUSG00000086233",0,1,1,0,0
"ENSMUSG00000086234",0,1,0,0,0
"ENSMUSG00000086235",0,0,0,0,0
"ENSMUSG00000086236",16.66,11.44,22.66,15.76,13.31
"ENSMUSG00000086237",2,2,0,1,2
"ENSMUSG00000086238",0,0,0,0,0
"ENSMUSG00000086239",0,0,0,0,0
"ENSMUSG00000086240",5.07,1,14,4.08,5
"ENSMUSG00000086241",0,1,3.03,1,2.07
"ENSMUSG00000086243",0,0,0,0,0
"ENSMUSG00000086244",0,0,0,0,0
"ENSMUSG00000086245",385.22,233.6,279.93,381.81,265.24
"ENSMUSG00000086246",0,0,0,0,0
"ENSMUSG00000086247",17.08,9,9,10.01,16
"ENSMUSG00000086248",0,0,0,0,0
"ENSMUSG00000086249",0,0,0,0,0
"ENSMUSG00000086250",0,0,0,0,0
"ENSMUSG00000086251",0,0,0,0,0
"ENSMUSG00000086253",0,0,0,0,0
"ENSMUSG00000086254",0,0,0,0,0
"ENSMUSG00000086255",0,0,0,0,0
"ENSMUSG00000086256",0,2,0,5,4
"ENSMUSG00000086257",0,0,0,0,0
"ENSMUSG00000086258",1,0,0,0,0
"ENSMUSG00000086259",0,0,0,1.19,0
"ENSMUSG00000086260",0.91,0.88,0,0,0
"ENSMUSG00000086261",0,0,0,0,0
"ENSMUSG00000086262",0,0,0,0,0
"ENSMUSG00000086263",0,0,0,0,0
"ENSMUSG00000086264",1,6,1,3,2
"ENSMUSG00000086265",0,0,0,0,0
"ENSMUSG00000086266",0,5,1,3,1
"ENSMUSG00000086267",0,0,0,0,0
"ENSMUSG00000086268",0,0,0,1,1
"ENSMUSG00000086269",0,1,1,3,1
"ENSMUSG00000086272",0,0,0,0,0
"ENSMUSG00000086273",0,0,0,0,0
"ENSMUSG00000086275",0,0,0,0,0
"ENSMUSG00000086277",0,0,0,0,0
"ENSMUSG00000086278",0,0,0,1,0
"ENSMUSG00000086279",2,1,4,1,1
"ENSMUSG00000086282",0,0,0,0,0
"ENSMUSG00000086283",0,0,2,1,1
"ENSMUSG00000086284",0,0,0,0,0
"ENSMUSG00000086286",0,0,0,0,0
"ENSMUSG00000086287",1,0,1,0,0
"ENSMUSG00000086288",29.55,18.13,32,30.3,35.27
"ENSMUSG00000086289",0,0,0,0,0
"ENSMUSG00000086290",359,194,290.03,269,228
"ENSMUSG00000086291",18,16,18,17,16
"ENSMUSG00000086293",0,0,0,0,0
"ENSMUSG00000086296",19.71,8.82,18.49,14.5,14.66
"ENSMUSG00000086297",0,0,0,0,0
"ENSMUSG00000086298",0,1,0,0,0
"ENSMUSG00000086302",0,0,0,0,0
"ENSMUSG00000086306",0,0,0,0,0
"ENSMUSG00000086308",0,0,0,0,0
"ENSMUSG00000086310",0,0,0,0,0
"ENSMUSG00000086311",0,0,0,0,0
"ENSMUSG00000086312",1,0,1,0,1
"ENSMUSG00000086313",0,0,0,0,0
"ENSMUSG00000086315",0,0,1,0,0
"ENSMUSG00000086316",30,52,71,77,52
"ENSMUSG00000086319",0,0,0,0,0
"ENSMUSG00000086320",88,56.15,86,89,77.12
"ENSMUSG00000086321",0,1,0,0,1
"ENSMUSG00000086322",3.73,2.77,0,1.35,1.59
"ENSMUSG00000086324",1,0,1,0,1
"ENSMUSG00000086326",0,0,0,0,0
"ENSMUSG00000086327",0,1.42,0,1.54,0
"ENSMUSG00000086328",0,1,2,1,1
"ENSMUSG00000086329",0,0,0.22,0,0
"ENSMUSG00000086330",0,0,0,0,0
"ENSMUSG00000086331",1,0,1,5,3
"ENSMUSG00000086332",0,0,0,0,0
"ENSMUSG00000086333",0,0,0,0,0
"ENSMUSG00000086335",3,0,2,0,1
"ENSMUSG00000086336",0,2,0,0,0
"ENSMUSG00000086337",0,0,0,0,0
"ENSMUSG00000086338",0,0,0,0,0
"ENSMUSG00000086339",0,0,0,0,0
"ENSMUSG00000086340",0,0,0,0,0
"ENSMUSG00000086341",1.01,0,0,1.01,0
"ENSMUSG00000086342",3,6,4,6,4
"ENSMUSG00000086346",0,0,0,0,0
"ENSMUSG00000086347",0,0,1.11,0,0
"ENSMUSG00000086348",0,0,0,0,0
"ENSMUSG00000086349",0,0,0,0,0
"ENSMUSG00000086350",9,5,14,19,12
"ENSMUSG00000086352",0,0,0,0,0
"ENSMUSG00000086353",0,0,0,0,0
"ENSMUSG00000086354",0,0,0,0,0
"ENSMUSG00000086355",0,0,0,0,0
"ENSMUSG00000086356",0,0,1,1.73,0
"ENSMUSG00000086358",10,4,11,15,10
"ENSMUSG00000086359",0,3,6,4,2
"ENSMUSG00000086360",12,10,18,24,16
"ENSMUSG00000086361",0,0,0,0,0
"ENSMUSG00000086363",0,0,0,0,0
"ENSMUSG00000086364",0,0,0,0,0
"ENSMUSG00000086365",0,0,0,0,0
"ENSMUSG00000086366",0,0,0,0,0
"ENSMUSG00000086367",0,0,0,0,0
"ENSMUSG00000086368",3,4,12,7,1
"ENSMUSG00000086369",1,1,2,3,1
"ENSMUSG00000086370",365.41,287.59,313.44,365.91,288.66
"ENSMUSG00000086371",0,0,0,0,0
"ENSMUSG00000086372",0,0,0,0,0
"ENSMUSG00000086373",0,0,0,0,0
"ENSMUSG00000086375",0,0,0,0,0
"ENSMUSG00000086376",0,0,0,0,0
"ENSMUSG00000086377",0,0,0,0,0
"ENSMUSG00000086379",4,0,0,1,0
"ENSMUSG00000086380",0,0,0,0,0
"ENSMUSG00000086381",0,0,0,0,0
"ENSMUSG00000086382",0,1,2,0,3
"ENSMUSG00000086384",0,4,0,0,1
"ENSMUSG00000086385",0,0,0,0,0
"ENSMUSG00000086386",0,4,2,2,0
"ENSMUSG00000086387",0,0,0,0,0
"ENSMUSG00000086389",0,0,2,0,0
"ENSMUSG00000086390",0,1,0,2,3
"ENSMUSG00000086391",0,0,1,0,0
"ENSMUSG00000086392",2.04,5.04,7.03,6.02,7.09
"ENSMUSG00000086395",21,10,24,16,17
"ENSMUSG00000086396",0,0,0,0,0
"ENSMUSG00000086399",0,1,2,2,1
"ENSMUSG00000086401",13.04,5.02,21,11,9.06
"ENSMUSG00000086402",0,0,0,0,0
"ENSMUSG00000086404",1,0,0,0,2
"ENSMUSG00000086405",1,0,0,2,1
"ENSMUSG00000086407",1,0,0,1,1
"ENSMUSG00000086408",0,0,0,0,0
"ENSMUSG00000086409",0,0,0,0,0
"ENSMUSG00000086410",3,1,0,2,1
"ENSMUSG00000086411",0,0,0,0,1
"ENSMUSG00000086413",0,0,0,0,0
"ENSMUSG00000086414",2,0,0,2,1.09
"ENSMUSG00000086415",0,0,0,0,0
"ENSMUSG00000086416",0,0,1,0,0
"ENSMUSG00000086417",0,0,0,0,0
"ENSMUSG00000086418",0,0,0,0,0
"ENSMUSG00000086420",0,0,0,0,0
"ENSMUSG00000086421",3.14,2,6.22,4,0
"ENSMUSG00000086422",0,0,0,0,0
"ENSMUSG00000086423",0,0,0,0,0
"ENSMUSG00000086424",0,0,0,0,0
"ENSMUSG00000086425",3,9,4,11,8
"ENSMUSG00000086426",0,0,0,0,0
"ENSMUSG00000086427",0,0,0,0,0
"ENSMUSG00000086428",0,0,0,0,0
"ENSMUSG00000086429",251.18,125.05,158.21,198.31,169.11
"ENSMUSG00000086430",0,0,1,2,0
"ENSMUSG00000086431",0,0,0,0,0
"ENSMUSG00000086432",0,6.47,10,5,5.68
"ENSMUSG00000086433",0,0,0,0,0
"ENSMUSG00000086434",0,0,0,0,0
"ENSMUSG00000086436",0,0,0,0,0
"ENSMUSG00000086437",0,0,0,0,0
"ENSMUSG00000086438",0,8,0,7,7
"ENSMUSG00000086439",0,0,0,0,0
"ENSMUSG00000086441",0,0,0,0,0
"ENSMUSG00000086442",0,0,1,0,0
"ENSMUSG00000086443",1,1,2,1,2
"ENSMUSG00000086444",0,0,0,0,0
"ENSMUSG00000086445",0,0,0,0,0
"ENSMUSG00000086446",0,0,0,0,0
"ENSMUSG00000086447",0,0,1,0,0
"ENSMUSG00000086448",1,4,2,1,5
"ENSMUSG00000086449",0,0,0,0,0
"ENSMUSG00000086450",0,0,0,0,0
"ENSMUSG00000086451",0,1,0,0,0
"ENSMUSG00000086452",0,0,0,0,0
"ENSMUSG00000086453",0,2,2,2,4
"ENSMUSG00000086454",0,0,0,0,0
"ENSMUSG00000086455",0,0,0,0,0
"ENSMUSG00000086458",0,0,0,0,0
"ENSMUSG00000086459",2.03,0,0,0,1
"ENSMUSG00000086460",0,0,0,0,0
"ENSMUSG00000086462",0,0,0,0,0
"ENSMUSG00000086464",0,0,0,0,0
"ENSMUSG00000086467",2,1,0,0,1
"ENSMUSG00000086468",7,2,4,3,3
"ENSMUSG00000086470",0,0,0,0,0
"ENSMUSG00000086472",12.15,9,7.19,8.3,12
"ENSMUSG00000086473",0,0,0,0,0
"ENSMUSG00000086474",0,0,0,0,0
"ENSMUSG00000086475",0,0,0,0,0
"ENSMUSG00000086477",12,14,13,29,22
"ENSMUSG00000086478",0,0,0,0,0
"ENSMUSG00000086479",2,0,0,1,2
"ENSMUSG00000086480",0,0,1,0,1
"ENSMUSG00000086481",22,7,27,19,14
"ENSMUSG00000086482",0,0,0,0,0
"ENSMUSG00000086483",0,0,0,0,0
"ENSMUSG00000086484",1,1,1,0,2
"ENSMUSG00000086485",0,0,0,0,0
"ENSMUSG00000086486",0,0,0,1,1
"ENSMUSG00000086487",0,0,1,0,0
"ENSMUSG00000086489",0,0,0,0,0
"ENSMUSG00000086490",0,0,0,0,0
"ENSMUSG00000086491",1,0,0,0,0
"ENSMUSG00000086493",0,0,0,0,0
"ENSMUSG00000086494",0,0,0,0,2
"ENSMUSG00000086495",0,0,1,1,1
"ENSMUSG00000086496",0,0,1,0,0
"ENSMUSG00000086497",0,0,0,0,0
"ENSMUSG00000086498",0,0,0,0,0
"ENSMUSG00000086499",0,0,0,0,0
"ENSMUSG00000086500",0,0,0,0,0
"ENSMUSG00000086501",0,0,0,0,0
"ENSMUSG00000086502",75.13,118.14,104.1,135.55,115.94
"ENSMUSG00000086503",15482.59,13249.9,13520.42,20952,14118.68
"ENSMUSG00000086504",0,0,0,0,0
"ENSMUSG00000086505",0,0,0,0,0
"ENSMUSG00000086506",7,7,7,18,5
"ENSMUSG00000086507",1,7,3.03,4,11
"ENSMUSG00000086509",0,0,0,0,0
"ENSMUSG00000086512",0,0,0,0,0
"ENSMUSG00000086513",3.12,10.17,4.47,9.61,9.26
"ENSMUSG00000086514",0,1.46,0,3.31,0
"ENSMUSG00000086515",0,0,3,1,1
"ENSMUSG00000086517",0,0,2,0,0
"ENSMUSG00000086518",0,0,0,0,0
"ENSMUSG00000086519",0,0,0,0,0
"ENSMUSG00000086521",0,0,0,0,0
"ENSMUSG00000086522",0,0,0,0,0
"ENSMUSG00000086523",0,0,0,0,0
"ENSMUSG00000086524",0,0,0,0,0
"ENSMUSG00000086525",0,0,0,0,0
"ENSMUSG00000086526",0,0,0,0,0
"ENSMUSG00000086527",0,0,0,0,0
"ENSMUSG00000086528",0,1,0,0,1
"ENSMUSG00000086529",0,0,0,0,0
"ENSMUSG00000086530",0,0,0,0,0
"ENSMUSG00000086531",0,0,0,0,0
"ENSMUSG00000086533",87,64,121.98,115.89,89.9
"ENSMUSG00000086534",0,2,0,0,0
"ENSMUSG00000086536",1.02,2,2.02,2.02,2
"ENSMUSG00000086537",2,0,3,5,4
"ENSMUSG00000086539",5.64,7.85,7.18,3.7,3.76
"ENSMUSG00000086540",0,0,0,0,0
"ENSMUSG00000086541",0,0,0,0,0
"ENSMUSG00000086542",0,0,0,0,0
"ENSMUSG00000086544",0,0,4,0,2
"ENSMUSG00000086545",0,0,0,0,0
"ENSMUSG00000086546",0,0,0,0,0
"ENSMUSG00000086547",0,0,0,0,1
"ENSMUSG00000086548",0,8,5,13,9
"ENSMUSG00000086549",0,2,0,1,5
"ENSMUSG00000086550",0,0,0,0,0
"ENSMUSG00000086552",2,0,0,0,0
"ENSMUSG00000086554",1,0,0,0,0
"ENSMUSG00000086555",0,0,0,0,0
"ENSMUSG00000086556",0,0,0,1,0
"ENSMUSG00000086557",0,0,0,0,0
"ENSMUSG00000086558",0,0,0,0,0
"ENSMUSG00000086559",0,0,0,0,0
"ENSMUSG00000086560",0,2,1,0,4
"ENSMUSG00000086561",0,1,1,2,0
"ENSMUSG00000086562",0,0,0,0,0
"ENSMUSG00000086563",0,0,0,0,0
"ENSMUSG00000086564",61,44,85,71,52
"ENSMUSG00000086565",0,0,0,0,0
"ENSMUSG00000086567",0,0,0,1,0
"ENSMUSG00000086569",1,0,0,0,0
"ENSMUSG00000086573",1,0,0,0,1
"ENSMUSG00000086575",0,0,0,0,0
"ENSMUSG00000086576",0,0,0,0,0
"ENSMUSG00000086577",0,0,0,0,0
"ENSMUSG00000086578",0,1.05,0,0,0
"ENSMUSG00000086580",0,0,1,0,0
"ENSMUSG00000086582",0,0,0,0,0
"ENSMUSG00000086583",951.46,529.15,301.97,392.17,738.14
"ENSMUSG00000086584",0,1,0,1,1
"ENSMUSG00000086585",0,0,0,0,0
"ENSMUSG00000086586",0,0,0,0,0
"ENSMUSG00000086587",3,2,5,6,8.98
"ENSMUSG00000086588",0,0,0,0,0
"ENSMUSG00000086589",0,1,0,0,0
"ENSMUSG00000086591",0,3.51,8,4,2
"ENSMUSG00000086592",0,0,0,0,0
"ENSMUSG00000086593",0,1.28,0,1,1.05
"ENSMUSG00000086594",0,0,0,0,0
"ENSMUSG00000086595",0,0,0,0,0
"ENSMUSG00000086596",0,0,0,2,2
"ENSMUSG00000086598",3,0,2,1,1
"ENSMUSG00000086600",4,4,7,7.59,10.74
"ENSMUSG00000086601",0,0,0,0,1.05
"ENSMUSG00000086602",0,14.13,14.04,17.14,14.08
"ENSMUSG00000086603",0,0,0,0,0
"ENSMUSG00000086604",1,1,1,1,1
"ENSMUSG00000086606",1,2,2,5,1
"ENSMUSG00000086607",0,0,0,2,1
"ENSMUSG00000086608",0,0,0,0,0
"ENSMUSG00000086610",22,38,44,45,43
"ENSMUSG00000086612",0,0,0,0,0
"ENSMUSG00000086613",0,0,0,0,0
"ENSMUSG00000086614",0,0,0,0,0
"ENSMUSG00000086617",0,0,0,0,0
"ENSMUSG00000086618",0,0,1,0,0
"ENSMUSG00000086620",0,1,0,0,0
"ENSMUSG00000086621",0,0,0,0,0
"ENSMUSG00000086624",0,0,0,0.03,0
"ENSMUSG00000086625",0,0,0,0,1
"ENSMUSG00000086628",4,2,2,1,1
"ENSMUSG00000086629",23,15,22,15,13
"ENSMUSG00000086630",0,0,0,0,0
"ENSMUSG00000086631",0,0,0,0,0
"ENSMUSG00000086632",0,0,0,0,0
"ENSMUSG00000086633",0,0,0,0,0
"ENSMUSG00000086636",0,0,0,0,0
"ENSMUSG00000086637",0,0,0,0,0
"ENSMUSG00000086638",2,4,3,9,4
"ENSMUSG00000086641",0,0,0,0,0
"ENSMUSG00000086643",0,0,0,0,0
"ENSMUSG00000086644",0,0,0,1,0
"ENSMUSG00000086645",2.07,1.02,0,0,0
"ENSMUSG00000086646",0,0,0,0,0
"ENSMUSG00000086648",0,0,0,0,0
"ENSMUSG00000086649",0,0,0,0,0
"ENSMUSG00000086650",0,0,0,0,0
"ENSMUSG00000086652",44,31,58,31,28
"ENSMUSG00000086653",0,0,0,0,0
"ENSMUSG00000086654",0,0,0,0,0
"ENSMUSG00000086655",0,0,0,1,0
"ENSMUSG00000086656",0,0,1,1,0
"ENSMUSG00000086657",4,3,2,3,5
"ENSMUSG00000086658",0,0,0,0,0
"ENSMUSG00000086659",0,0,0,0,0
"ENSMUSG00000086660",0,0,0,0,0
"ENSMUSG00000086662",0,0,0,0,0
"ENSMUSG00000086665",0,0,0,0,0
"ENSMUSG00000086666",0,0,0,0,0
"ENSMUSG00000086668",0,0,0,0,0
"ENSMUSG00000086669",0,0,0,0,0
"ENSMUSG00000086670",0,1,1,1,3
"ENSMUSG00000086671",0,0,0,0,0
"ENSMUSG00000086674",0,0,0,0,0
"ENSMUSG00000086675",0,0,0,0,0
"ENSMUSG00000086676",0,0,0,0,0
"ENSMUSG00000086677",0,0,0,3,0
"ENSMUSG00000086679",1,0,0,1,0
"ENSMUSG00000086680",0,1,0,0,0
"ENSMUSG00000086681",0,0,0,0,1
"ENSMUSG00000086682",36.77,13.55,26.89,46.12,25.98
"ENSMUSG00000086683",1,0,0,1,1
"ENSMUSG00000086684",0,0,0,0,0
"ENSMUSG00000086685",0,0,0,0,0
"ENSMUSG00000086686",0,0,0,0,0
"ENSMUSG00000086687",0,0,0,0,0
"ENSMUSG00000086688",10.85,9.74,16.01,6.99,8.01
"ENSMUSG00000086689",0,1,0,0,0
"ENSMUSG00000086690",0,0,0,0,0
"ENSMUSG00000086691",0,0,0,0,0
"ENSMUSG00000086693",1,3,7.5,6,5.21
"ENSMUSG00000086694",2,1,2,2,0
"ENSMUSG00000086695",0,0,2,1,1
"ENSMUSG00000086696",0,0,0,0,0
"ENSMUSG00000086697",0,0,0,0,2.01
"ENSMUSG00000086698",0,0,0,0,0
"ENSMUSG00000086699",0,0,2,0,0
"ENSMUSG00000086700",3.67,1.93,1.74,3.84,3.15
"ENSMUSG00000086701",0,0,0,0,0
"ENSMUSG00000086702",0,0,0,0,0
"ENSMUSG00000086703",0,0,0,0,0
"ENSMUSG00000086704",0,0,0,0,0
"ENSMUSG00000086706",31,16,25,36,32
"ENSMUSG00000086707",0,0,0,0,0
"ENSMUSG00000086708",0,0,0,0,0
"ENSMUSG00000086709",0,0,0,0,0
"ENSMUSG00000086710",0,0,0,0,0
"ENSMUSG00000086711",0,0,0,0,0
"ENSMUSG00000086712",5,5,7,12,9
"ENSMUSG00000086713",0,0,0,0,0
"ENSMUSG00000086714",8.07,2,7.15,12.62,7.74
"ENSMUSG00000086715",0,0,0,0,0
"ENSMUSG00000086716",0,0,0,1,0
"ENSMUSG00000086717",3.22,11.12,4.22,14.22,12.67
"ENSMUSG00000086718",12,6.03,13,6.02,4.12
