"","Mouse_hippocampus_1-2","Mouse_hippocampus_11-12","Mouse_hippocampus_13-14","Mouse_hippocampus_15-16","Mouse_hippocampus_3-4","Mouse_hippocampus_5-6","Mouse_hippocampus_7-8","Mouse_hippocampus_9-10"
"ENSMUSG00000030075",773,512,873,1034,943,772,125,798
"ENSMUSG00000030077",9971,7408,10917,12424,14026,9964,916,8758
"ENSMUSG00000030079",383,291,524,510,551,478,611,416
"ENSMUSG00000030082",1254,1077,1631,1694,1918,1462,2610,1319
"ENSMUSG00000030083",490,408,640,619,568,565,2023,448
"ENSMUSG00000030084",4963,5261,5663,5659,7222,5594,9464,4900
"ENSMUSG00000030086",892,736,1098,1181,1156,953,4209,839
"ENSMUSG00000030087",515,428,784,745,713,650,681,560
"ENSMUSG00000030088",1322,1027,1918,1953,1656,1763,4803,1262
"ENSMUSG00000030089",138,71,179,185,137,125,383,72
"ENSMUSG00000030091",655,516,800,828,767,776,1366,674
"ENSMUSG00000030092",265,164,515,506,292,335,132,254
"ENSMUSG00000030093",397,311,461,503,489,520,1441,377
"ENSMUSG00000030094",493,395,656,646,637,534,348,503
"ENSMUSG00000030095",844,748,1149,1154,1109,1015,1746,870
"ENSMUSG00000030096",4431,3254,5378,5978,5283,4479,3219,3829
"ENSMUSG00000030098",353,251,721,606,360,487,1449,344
"ENSMUSG00000030101",604,489,834,892,885,780,586,684
"ENSMUSG00000030102",17871,15805,20702,24098,28046,21730,6217,17690
"ENSMUSG00000030103",2658,2054,3130,3269,3320,3181,2695,2518
"ENSMUSG00000030104",822,634,1095,1084,1015,922,354,799
"ENSMUSG00000030105",7788,5558,8909,9638,10488,7372,4088,6967
"ENSMUSG00000030107",21,16,46,33,58,39,101,26
"ENSMUSG00000030108",191,90,443,688,846,627,1081,372
"ENSMUSG00000030109",20,7,97,169,235,142,139,67
"ENSMUSG00000030110",227,109,431,422,190,185,914,194
"ENSMUSG00000030111",177,81,611,680,548,590,410,323
"ENSMUSG00000030114",13,6,9,8,19,8,7,3
"ENSMUSG00000030116",1,1,9,13,14,14,7,3
"ENSMUSG00000030117",0,0,0,0,0,0,0,2
"ENSMUSG00000030120",9206,8307,10772,11416,11598,9504,31089,8732
"ENSMUSG00000030122",10640,9750,11830,12985,13823,12149,50933,10594
"ENSMUSG00000030123",1373,881,1980,1834,1301,1537,5410,1373
"ENSMUSG00000030124",130,136,134,164,156,141,569,117
"ENSMUSG00000030125",110,62,112,174,144,105,149,108
"ENSMUSG00000030126",2918,2469,3563,3648,4027,3100,1125,2899
"ENSMUSG00000030127",2632,2211,3192,3465,3430,2749,5821,2547
"ENSMUSG00000030131",0,0,0,0,0,0,0,0
"ENSMUSG00000030134",8168,7448,8014,8894,11165,7809,6303,7601
"ENSMUSG00000030137",154,151,190,232,217,202,423,181
"ENSMUSG00000030138",749,586,1050,1026,1033,993,230,759
"ENSMUSG00000030142",1,0,1,0,0,1,0,0
"ENSMUSG00000030143",0,0,0,0,0,0,0,0
"ENSMUSG00000030144",1,0,0,0,1,1,0,0
"ENSMUSG00000030145",386,266,497,524,465,420,117,374
"ENSMUSG00000030147",0,0,1,3,0,0,1,1
"ENSMUSG00000030148",11,4,19,19,25,13,11,13
"ENSMUSG00000030149",0,0,1,2,6,2,0,0
"ENSMUSG00000030154",0,1,0,0,2,0,0,2
"ENSMUSG00000030155",0,0,0,1,2,0,0,0
"ENSMUSG00000030156",1,0,1,0,0,0,0,0
"ENSMUSG00000030157",53,46,87,103,100,105,87,77
"ENSMUSG00000030158",1,1,4,2,1,1,0,0
"ENSMUSG00000030159",1,2,4,12,2,1,0,1
"ENSMUSG00000030160",0,0,0,0,0,0,0,0
"ENSMUSG00000030161",11454,9411,13911,15061,15033,12362,29241,11625
"ENSMUSG00000030162",1,2,0,0,0,1,0,1
"ENSMUSG00000030165",0,0,3,3,4,5,1,2
"ENSMUSG00000030166",256,187,254,322,340,268,217,245
"ENSMUSG00000030167",0,0,2,1,1,0,0,1
"ENSMUSG00000030168",1498,1067,2529,2333,2050,1960,1547,1842
"ENSMUSG00000030170",70,48,108,113,121,85,264,74
"ENSMUSG00000030172",2073,1585,2224,2425,2619,1979,765,1812
"ENSMUSG00000030173",0,0,0,0,0,0,0,0
"ENSMUSG00000030177",99,59,120,115,122,99,19,124
"ENSMUSG00000030178",0,0,0,0,0,0,0,0
"ENSMUSG00000030180",2294,1615,3017,3342,3190,2447,297,2335
"ENSMUSG00000030187",9,1,5,4,4,0,0,2
"ENSMUSG00000030188",110,57,119,154,148,110,73,100
"ENSMUSG00000030189",614,491,859,908,908,766,816,651
"ENSMUSG00000030194",0,0,0,0,0,0,0,0
"ENSMUSG00000030196",0,0,0,0,0,0,0,2
"ENSMUSG00000030199",459,313,563,600,606,611,481,419
"ENSMUSG00000030200",2,0,0,0,0,1,1,1
"ENSMUSG00000030201",2193,1640,3279,3703,3629,3235,318,2805
"ENSMUSG00000030203",614,381,730,934,783,577,153,539
"ENSMUSG00000030204",977,788,1243,1262,1281,1036,2294,920
"ENSMUSG00000030205",2,4,5,3,3,4,4,1
"ENSMUSG00000030206",5,6,8,5,6,3,5,5
"ENSMUSG00000030207",7066,6120,8094,8597,9147,7146,12731,6658
"ENSMUSG00000030208",84,39,98,150,181,137,82,83
"ENSMUSG00000030209",43192,37570,42861,49451,61214,42283,5671,45488
"ENSMUSG00000030213",3377,2745,4109,4665,4717,3683,1827,3306
"ENSMUSG00000030214",9,3,16,23,24,29,16,22
"ENSMUSG00000030216",2848,2377,3361,3516,3775,2862,3857,2659
"ENSMUSG00000030217",1,2,5,8,14,10,0,3
"ENSMUSG00000030218",235,128,477,831,786,691,856,363
"ENSMUSG00000030219",3,5,7,3,3,6,17,8
"ENSMUSG00000030220",145,96,172,204,197,143,397,146
"ENSMUSG00000030222",630,444,689,685,739,567,399,610
"ENSMUSG00000030223",1083,986,1419,1420,1645,1146,1156,933
"ENSMUSG00000030224",3995,2860,4891,5446,5433,4111,1342,3810
"ENSMUSG00000030225",45,52,81,97,95,65,65,54
"ENSMUSG00000030226",5597,4485,5542,6443,8434,5446,2869,4926
"ENSMUSG00000030228",8,8,6,14,7,4,9,10
"ENSMUSG00000030230",21,27,28,39,31,33,6,32
"ENSMUSG00000030231",1357,1065,1608,1664,1717,1462,462,1294
"ENSMUSG00000030232",2481,1714,3110,3430,3338,2825,405,2510
"ENSMUSG00000030235",1227,939,2485,2974,2865,2575,1300,2112
"ENSMUSG00000030236",2,2,5,8,10,8,0,4
"ENSMUSG00000030237",1174,795,1933,2067,1999,1536,241,1329
"ENSMUSG00000030243",453,347,464,539,615,460,123,376
"ENSMUSG00000030244",4,0,5,4,6,2,1,5
"ENSMUSG00000030245",969,717,1306,1390,1327,1117,524,1050
"ENSMUSG00000030246",6155,4984,9509,9758,8097,8072,20669,6635
"ENSMUSG00000030247",82,74,88,101,100,92,167,61
"ENSMUSG00000030249",361,252,447,486,424,373,115,299
"ENSMUSG00000030254",198,139,311,207,272,166,29,183
"ENSMUSG00000030255",416,379,704,701,589,556,183,471
"ENSMUSG00000030256",1159,726,1629,1579,1341,1379,1041,1063
"ENSMUSG00000030257",16184,13303,17615,19050,21461,16456,12263,15653
"ENSMUSG00000030259",824,625,1529,1538,1346,1294,433,1024
"ENSMUSG00000030263",33,22,29,34,46,19,35,33
"ENSMUSG00000030264",552,388,674,824,912,681,188,596
"ENSMUSG00000030265",4158,2867,4996,5789,5753,4184,422,3865
"ENSMUSG00000030268",3246,2571,4407,4303,3914,3403,4548,2963
"ENSMUSG00000030269",331,267,404,351,360,327,721,242
"ENSMUSG00000030270",263,231,749,867,291,409,1890,255
"ENSMUSG00000030271",143,106,147,186,170,141,320,114
"ENSMUSG00000030272",831,644,1263,1285,1005,1017,3042,766
"ENSMUSG00000030275",12062,8831,15431,17002,16367,12426,1458,11168
"ENSMUSG00000030276",321,204,361,357,330,328,418,274
"ENSMUSG00000030278",0,0,2,1,1,1,1,0
"ENSMUSG00000030279",1355,1017,1587,1672,1830,1422,367,1197
"ENSMUSG00000030281",55,34,107,110,103,103,296,68
"ENSMUSG00000030282",2174,1808,2989,2977,2825,2237,2765,2059
"ENSMUSG00000030283",2830,2148,3740,3741,3541,3040,794,2646
"ENSMUSG00000030284",1755,1465,2008,2244,2359,1840,6892,1556
"ENSMUSG00000030286",1537,1279,1953,2169,2133,1728,2464,1576
"ENSMUSG00000030287",987,803,1399,1478,1396,1143,407,1012
"ENSMUSG00000030291",350,222,413,429,458,353,165,318
"ENSMUSG00000030292",0,0,0,0,0,0,1,1
"ENSMUSG00000030298",922,790,1164,1312,1303,1077,1953,887
"ENSMUSG00000030301",950,765,1386,1451,1384,1137,612,959
"ENSMUSG00000030302",18972,15348,23958,25657,23129,19955,17681,19045
"ENSMUSG00000030303",570,437,756,805,625,577,424,535
"ENSMUSG00000030304",926,650,1100,1408,1261,1010,145,912
"ENSMUSG00000030306",2491,1688,4158,4412,3958,3903,481,2974
"ENSMUSG00000030307",4309,3422,13214,10478,5010,7136,26916,4366
"ENSMUSG00000030309",148,90,199,203,164,194,27,111
"ENSMUSG00000030310",13271,10535,18059,18213,15861,14985,14961,12302
"ENSMUSG00000030313",3963,2784,5276,5457,4720,4191,574,3697
"ENSMUSG00000030314",802,643,972,1054,994,858,1605,799
"ENSMUSG00000030315",694,593,962,969,926,906,935,774
"ENSMUSG00000030316",167,158,230,256,204,205,384,175
"ENSMUSG00000030317",850,712,1242,1318,1137,955,2151,871
"ENSMUSG00000030319",159,159,218,273,266,217,449,208
"ENSMUSG00000030321",68,55,100,159,143,128,84,87
"ENSMUSG00000030322",190,135,296,247,234,233,48,207
"ENSMUSG00000030323",995,878,1161,1405,1517,1189,1800,933
"ENSMUSG00000030324",7,11,10,11,10,9,5,8
"ENSMUSG00000030325",1,0,0,0,0,1,0,2
"ENSMUSG00000030327",6005,4712,6998,7747,7769,5896,4667,5339
"ENSMUSG00000030329",3547,2979,4083,4198,3937,3479,10918,3253
"ENSMUSG00000030330",23,24,20,13,20,18,0,15
"ENSMUSG00000030335",723,524,890,1019,940,883,1075,799
"ENSMUSG00000030336",2,1,4,5,7,6,2,4
"ENSMUSG00000030337",3225,2565,9387,6468,3884,4996,10464,3212
"ENSMUSG00000030339",163,153,309,320,328,297,898,229
"ENSMUSG00000030340",284,199,257,341,340,280,641,263
"ENSMUSG00000030341",270,219,429,436,433,416,1054,319
"ENSMUSG00000030342",888,714,1401,1622,1516,1168,1417,1152
"ENSMUSG00000030344",6,4,4,15,13,5,18,10
"ENSMUSG00000030345",4,1,2,6,11,3,2,0
"ENSMUSG00000030346",32,29,35,44,43,24,13,29
"ENSMUSG00000030347",879,688,1035,1224,1127,886,382,820
"ENSMUSG00000030350",1553,1358,1669,1858,1929,1488,2636,1468
"ENSMUSG00000030351",49,19,68,111,81,90,151,33
"ENSMUSG00000030352",1412,1297,2207,2337,1969,1923,5199,1585
"ENSMUSG00000030353",25,15,27,23,34,31,28,14
"ENSMUSG00000030357",3072,2385,4141,4192,3780,3636,9604,2911
"ENSMUSG00000030359",3,4,11,6,4,4,1,4
"ENSMUSG00000030361",0,0,1,0,1,1,0,0
"ENSMUSG00000030363",0,0,0,0,0,0,0,0
"ENSMUSG00000030364",0,0,1,0,0,0,0,0
"ENSMUSG00000030365",0,0,1,3,5,1,0,1
"ENSMUSG00000030366",0,0,0,0,0,0,0,0
"ENSMUSG00000030368",0,0,0,0,0,0,0,0
"ENSMUSG00000030373",0,0,0,0,0,0,0,0
"ENSMUSG00000030374",5964,5307,6137,6716,7544,5886,16471,5397
"ENSMUSG00000030376",10829,11740,10712,11550,14718,10566,25199,9930
"ENSMUSG00000030378",0,0,0,0,0,0,0,0
"ENSMUSG00000030380",294,243,297,307,371,261,588,264
"ENSMUSG00000030382",6,5,4,6,5,3,7,6
"ENSMUSG00000030385",0,0,0,0,0,0,0,0
"ENSMUSG00000030386",437,312,632,672,576,487,74,448
"ENSMUSG00000030393",591,387,647,763,771,572,86,557
"ENSMUSG00000030397",2741,2674,3275,3323,3232,2931,8943,2477
"ENSMUSG00000030399",0,0,2,2,0,0,1,1
"ENSMUSG00000030400",311,250,425,422,400,394,1123,332
"ENSMUSG00000030401",1665,1593,2232,2213,2147,1964,7494,1665
"ENSMUSG00000030402",5,2,0,1,0,1,0,0
"ENSMUSG00000030403",283,235,405,435,440,371,1020,310
"ENSMUSG00000030406",24,27,37,38,20,33,43,37
"ENSMUSG00000030407",462,344,599,581,621,484,1000,411
"ENSMUSG00000030409",196,142,414,369,376,413,741,266
"ENSMUSG00000030410",3048,2992,3510,3870,3842,3098,12437,2798
"ENSMUSG00000030411",5040,4622,5169,5689,6489,5056,12767,4670
"ENSMUSG00000030413",109,60,88,116,107,113,406,73
"ENSMUSG00000030417",154,115,193,217,218,174,140,137
"ENSMUSG00000030421",1554,1125,2004,2219,2236,1607,389,1446
"ENSMUSG00000030423",464,369,597,620,662,469,613,450
"ENSMUSG00000030424",158,125,189,227,195,190,44,156
"ENSMUSG00000030427",1,0,0,0,0,0,0,0
"ENSMUSG00000030428",11247,8940,14630,15069,13934,12073,13891,10457
"ENSMUSG00000030431",65,45,114,87,63,76,254,65
"ENSMUSG00000030432",138,127,196,195,199,189,661,133
"ENSMUSG00000030433",9,2,6,7,10,12,22,6
"ENSMUSG00000030435",2077,1937,2561,2755,2689,2234,6164,1945
"ENSMUSG00000030443",183,132,196,233,204,125,53,166
"ENSMUSG00000030446",185,139,197,230,249,192,7,150
"ENSMUSG00000030447",3702,3137,4364,4566,5162,3876,2108,3553
"ENSMUSG00000030450",8,7,146,232,211,194,107,152
"ENSMUSG00000030451",12719,10769,15832,15819,16549,13668,3572,12061
"ENSMUSG00000030452",697,539,903,1006,1026,810,180,760
"ENSMUSG00000030463",0,0,0,0,0,0,0,0
"ENSMUSG00000030465",32309,22201,30890,38067,41596,30371,2006,28147
"ENSMUSG00000030468",2,3,5,0,2,1,3,0
"ENSMUSG00000030469",653,385,728,880,835,582,84,687
"ENSMUSG00000030470",0,0,0,1,0,0,0,0
"ENSMUSG00000030471",505,366,576,652,684,500,129,499
"ENSMUSG00000030472",0,1,2,1,0,1,1,0
"ENSMUSG00000030474",19,12,14,30,26,21,63,22
"ENSMUSG00000030483",1,0,0,0,0,1,0,0
"ENSMUSG00000030484",1,0,0,0,0,1,0,0
"ENSMUSG00000030486",158,117,193,187,201,181,57,147
"ENSMUSG00000030491",13,15,22,14,14,10,8,10
"ENSMUSG00000030492",0,0,0,0,1,1,2,0
"ENSMUSG00000030493",117,81,125,131,125,115,187,98
"ENSMUSG00000030494",199,152,448,415,344,321,149,305
"ENSMUSG00000030495",478,430,938,989,867,870,2268,643
"ENSMUSG00000030498",264,158,372,401,328,236,81,224
"ENSMUSG00000030499",287,271,387,369,347,354,687,302
"ENSMUSG00000030500",1227,377,4782,4006,833,1847,470,1065
"ENSMUSG00000030505",573,373,717,747,796,595,373,594
"ENSMUSG00000030507",0,0,0,1,0,1,0,0
"ENSMUSG00000030509",703,514,940,941,958,836,245,687
"ENSMUSG00000030510",7,9,21,11,14,8,5,8
"ENSMUSG00000030512",314,273,371,453,390,384,455,324
"ENSMUSG00000030513",815,750,1070,1085,1045,820,1900,876
"ENSMUSG00000030515",1102,834,1356,1457,1552,1160,239,1014
"ENSMUSG00000030516",4001,2992,5554,5809,5882,4958,1230,3882
"ENSMUSG00000030518",2714,2487,2805,2919,3552,2631,4875,2585
"ENSMUSG00000030519",6449,6155,7101,7733,8541,6593,5640,6048
"ENSMUSG00000030521",662,452,760,819,961,658,61,674
"ENSMUSG00000030522",611,487,977,1027,971,803,219,733
"ENSMUSG00000030523",2,3,9,6,2,8,4,3
"ENSMUSG00000030525",684,724,897,919,1063,797,118,716
"ENSMUSG00000030527",671,614,879,845,965,838,1116,730
"ENSMUSG00000030528",134,69,181,223,174,139,16,148
"ENSMUSG00000030530",1101,1060,1435,1522,1588,1351,3428,1243
"ENSMUSG00000030532",93,90,112,136,130,118,236,76
"ENSMUSG00000030533",604,582,860,914,880,804,2426,646
"ENSMUSG00000030534",360,291,479,448,452,418,246,338
"ENSMUSG00000030536",833,605,1579,1698,1709,1579,713,1139
"ENSMUSG00000030538",221,219,329,372,329,275,962,262
"ENSMUSG00000030539",539,474,643,660,665,620,1513,508
"ENSMUSG00000030541",804,635,1143,1190,1083,980,2363,929
"ENSMUSG00000030543",9,4,4,10,16,15,36,10
"ENSMUSG00000030544",0,3,1,0,2,3,10,3
"ENSMUSG00000030545",293,243,376,432,413,391,239,333
"ENSMUSG00000030546",6,5,4,12,8,8,14,8
"ENSMUSG00000030549",7,5,9,12,14,7,45,10
"ENSMUSG00000030551",1388,951,1923,2211,2321,1831,835,1599
"ENSMUSG00000030553",26,20,25,24,32,30,20,19
"ENSMUSG00000030554",2504,1952,2864,3084,3444,2590,609,2467
"ENSMUSG00000030555",102,72,144,165,151,125,97,142
"ENSMUSG00000030556",646,530,663,829,880,646,796,639
"ENSMUSG00000030557",7380,5263,7924,9493,10113,6450,681,6523
"ENSMUSG00000030559",49,33,46,70,53,41,40,28
"ENSMUSG00000030560",361,213,570,696,758,616,204,452
"ENSMUSG00000030562",8,3,10,12,4,7,1,7
"ENSMUSG00000030577",4,1,14,10,8,9,15,6
"ENSMUSG00000030579",224,205,244,254,294,248,837,181
"ENSMUSG00000030583",5553,5460,5372,5823,8121,5754,10139,4872
"ENSMUSG00000030584",956,942,1024,1006,1184,1068,2433,894
"ENSMUSG00000030587",7,5,12,8,7,6,9,5
"ENSMUSG00000030588",327,319,535,481,491,473,2054,383
"ENSMUSG00000030589",19,6,14,16,23,20,37,11
"ENSMUSG00000030590",147,125,167,191,161,153,390,114
"ENSMUSG00000030591",1841,1563,2289,2483,2521,2017,5997,1820
"ENSMUSG00000030592",291,274,275,233,373,349,122,239
"ENSMUSG00000030595",412,380,494,531,476,435,1308,339
"ENSMUSG00000030598",28,42,78,70,44,54,110,47
"ENSMUSG00000030600",1754,1752,2187,2201,2071,1889,7228,1663
"ENSMUSG00000030602",271,249,366,354,351,373,694,297
"ENSMUSG00000030603",1678,1414,2309,2424,2345,2100,4853,1717
"ENSMUSG00000030604",495,298,562,655,620,473,53,522
"ENSMUSG00000030605",3659,2966,4470,4959,4962,4423,16701,3841
"ENSMUSG00000030606",32,38,41,54,46,54,65,53
"ENSMUSG00000030607",170,150,334,235,202,186,373,162
"ENSMUSG00000030609",378,316,523,486,515,454,528,346
"ENSMUSG00000030610",127,118,162,177,186,147,255,143
"ENSMUSG00000030611",336,291,412,436,409,374,1370,327
"ENSMUSG00000030612",413,393,533,555,574,517,901,374
"ENSMUSG00000030613",215,152,310,344,318,263,35,248
"ENSMUSG00000030614",968,632,1220,1369,1268,1069,205,988
"ENSMUSG00000030615",435,296,494,548,556,457,334,404
"ENSMUSG00000030616",1095,840,1790,1785,1459,1514,287,1270
"ENSMUSG00000030617",0,0,1,0,0,1,0,0
"ENSMUSG00000030619",322,240,467,440,448,383,114,353
"ENSMUSG00000030621",860,710,1120,1055,1257,993,1367,874
"ENSMUSG00000030623",2,4,0,0,4,4,0,1
"ENSMUSG00000030629",1166,856,1461,1800,1818,1250,298,1131
"ENSMUSG00000030630",369,376,538,577,484,465,1416,360
"ENSMUSG00000030636",4,4,0,1,3,3,0,3
"ENSMUSG00000030638",850,641,1073,1108,1151,840,755,803
"ENSMUSG00000030641",22,11,21,30,33,20,1,24
"ENSMUSG00000030643",2000,1200,2793,2888,2487,2135,164,1838
"ENSMUSG00000030647",1692,1138,2262,2402,2232,2001,3781,1729
"ENSMUSG00000030649",170,155,215,223,191,176,184,170
"ENSMUSG00000030650",4,2,2,6,7,2,3,2
"ENSMUSG00000030651",0,0,0,0,0,0,0,0
"ENSMUSG00000030652",467,446,660,712,662,558,1167,524
"ENSMUSG00000030653",0,0,0,0,0,0,0,1
"ENSMUSG00000030654",8090,6197,11765,13684,13540,10739,7852,9400
"ENSMUSG00000030655",4868,3465,5905,5758,6174,5488,428,4260
"ENSMUSG00000030657",2831,2507,3365,3704,3744,3308,1644,2893
"ENSMUSG00000030659",439,338,524,544,618,430,156,413
"ENSMUSG00000030660",1054,723,1473,1627,1508,1235,37,1111
"ENSMUSG00000030662",5378,4568,6353,7009,7419,5615,3391,5147
"ENSMUSG00000030663",2084,1573,2429,2686,2817,2011,1375,1919
"ENSMUSG00000030664",1,0,0,3,2,2,5,3
"ENSMUSG00000030666",5,0,5,7,6,7,3,6
"ENSMUSG00000030669",38,25,61,50,25,38,63,41
"ENSMUSG00000030670",36,24,51,50,46,38,3,21
"ENSMUSG00000030671",461,297,547,565,632,464,55,404
"ENSMUSG00000030672",11,9,23,26,23,17,40,24
"ENSMUSG00000030674",11,4,34,36,38,27,69,19
"ENSMUSG00000030677",51,38,66,87,60,63,75,58
"ENSMUSG00000030678",3787,3402,4333,4650,4933,4379,13306,3551
"ENSMUSG00000030680",0,0,1,0,1,0,1,0
"ENSMUSG00000030681",212,176,359,396,408,342,679,268
"ENSMUSG00000030682",2791,2452,3135,3372,3536,2895,9396,2681
"ENSMUSG00000030683",10741,9917,13640,13302,13255,11057,36540,9897
"ENSMUSG00000030685",2401,2105,2719,2814,3012,2469,7097,2324
"ENSMUSG00000030688",568,387,882,875,604,849,2979,546
"ENSMUSG00000030689",357,361,493,532,498,449,1399,380
"ENSMUSG00000030691",1387,960,1978,1983,1628,1519,514,1299
"ENSMUSG00000030693",17,18,13,16,25,8,13,15
"ENSMUSG00000030695",37100,31814,42916,45407,48424,39082,143449,35735
"ENSMUSG00000030697",628,473,786,786,831,689,1865,568
"ENSMUSG00000030699",7,4,5,11,10,8,22,3
"ENSMUSG00000030701",7612,6607,12341,12112,9792,8444,32673,7872
"ENSMUSG00000030703",14,12,16,10,11,13,12,7
"ENSMUSG00000030704",17288,11095,19436,22946,22704,15627,6097,16379
"ENSMUSG00000030706",1191,928,1421,1477,1524,1205,1611,1128
"ENSMUSG00000030707",1850,1746,2058,2219,2503,1944,7913,1825
"ENSMUSG00000030708",25,7,34,49,55,49,82,53
"ENSMUSG00000030711",119,68,180,209,221,170,123,157
"ENSMUSG00000030713",4,3,2,3,9,5,1,7
"ENSMUSG00000030714",194,168,229,244,245,235,650,210
"ENSMUSG00000030717",70,42,120,139,219,153,172,82
"ENSMUSG00000030718",4031,3246,5092,5342,5355,4421,9074,3949
"ENSMUSG00000030720",255,215,333,323,365,300,775,263
"ENSMUSG00000030722",130,99,160,168,187,121,93,157
"ENSMUSG00000030724",1,1,3,1,4,4,5,0
"ENSMUSG00000030725",91,77,108,147,137,110,212,92
"ENSMUSG00000030726",552,371,700,741,689,635,253,580
"ENSMUSG00000030727",176,155,275,263,269,243,492,165
"ENSMUSG00000030729",23709,17760,24887,28352,32352,21194,1159,21620
"ENSMUSG00000030730",4,4,25,65,15,7,144,3
"ENSMUSG00000030731",1691,1679,1986,2028,2115,1728,4843,1469
"ENSMUSG00000030732",5,7,4,2,6,2,5,4
"ENSMUSG00000030733",1728,1572,2235,2263,2312,1982,5169,1734
"ENSMUSG00000030735",4,5,1,1,2,1,18,5
"ENSMUSG00000030737",490,398,545,562,650,567,939,417
"ENSMUSG00000030738",5592,4749,6846,7607,7740,6056,6584,5361
"ENSMUSG00000030739",1583,1583,2593,2541,2274,2151,4010,1647
"ENSMUSG00000030741",1025,899,1220,1307,1333,1014,4213,919
"ENSMUSG00000030742",8,1,3,6,2,6,5,0
"ENSMUSG00000030744",5707,4997,7246,7775,7534,6557,20451,5558
"ENSMUSG00000030745",38,31,34,36,39,57,68,28
"ENSMUSG00000030747",2124,1930,2157,2283,2603,2014,4763,1891
"ENSMUSG00000030748",154,122,237,200,154,208,530,152
"ENSMUSG00000030750",248,203,259,353,308,301,946,240
"ENSMUSG00000030751",1652,1152,1972,2220,2168,1729,1218,1582
"ENSMUSG00000030752",92,87,137,159,136,118,233,102
"ENSMUSG00000030753",2607,2230,3336,3646,3737,2833,589,2594
"ENSMUSG00000030754",2006,1506,2603,3024,3062,2281,579,2084
"ENSMUSG00000030757",598,352,789,743,725,612,88,542
"ENSMUSG00000030759",2501,1507,2991,3446,3496,2493,163,2183
"ENSMUSG00000030760",677,444,994,1023,907,744,149,646
"ENSMUSG00000030761",775,648,1317,1446,1430,1431,1939,1072
"ENSMUSG00000030762",0,0,2,1,2,1,3,0
"ENSMUSG00000030763",1333,1231,1640,1741,1825,1460,2283,1239
"ENSMUSG00000030766",347,267,464,461,526,438,226,313
"ENSMUSG00000030768",129,120,228,186,201,191,332,129
"ENSMUSG00000030769",8,9,23,17,17,14,44,12
"ENSMUSG00000030770",2399,2025,3898,4164,3959,3398,2462,2803
"ENSMUSG00000030772",11752,9943,10896,12969,15895,11667,4323,10857
"ENSMUSG00000030774",9124,6981,11808,12613,11601,9561,10030,8723
"ENSMUSG00000030775",7,5,8,5,6,2,0,2
"ENSMUSG00000030779",3083,2259,3681,4150,4191,3150,1007,2978
"ENSMUSG00000030780",333,313,509,483,471,428,1145,353
"ENSMUSG00000030781",1,0,3,3,1,1,1,4
"ENSMUSG00000030782",207,150,266,325,319,281,789,222
"ENSMUSG00000030785",69,66,82,94,61,82,436,85
"ENSMUSG00000030786",209,119,184,277,231,187,126,164
"ENSMUSG00000030787",14,6,34,39,37,34,14,33
"ENSMUSG00000030788",2703,1958,3401,3640,3664,2612,460,2561
"ENSMUSG00000030789",11,5,13,9,15,10,18,11
"ENSMUSG00000030790",35,19,36,31,34,32,37,49
"ENSMUSG00000030792",46,22,61,62,28,60,253,57
"ENSMUSG00000030793",63,42,76,79,78,52,57,56
"ENSMUSG00000030795",4569,4008,5897,5981,6078,5029,3262,4308
"ENSMUSG00000030796",51,25,90,82,91,82,144,69
"ENSMUSG00000030798",88,68,107,123,136,90,301,72
"ENSMUSG00000030800",10,2,23,17,7,3,51,9
"ENSMUSG00000030801",381,331,510,519,560,467,864,359
"ENSMUSG00000030802",858,819,1134,1233,1140,969,3081,864
"ENSMUSG00000030804",0,0,0,0,0,0,0,0
"ENSMUSG00000030805",782,660,1150,1171,1030,1019,611,810
"ENSMUSG00000030806",14072,11972,19024,18539,17172,15279,18096,13525
"ENSMUSG00000030811",1330,1185,1717,1633,1674,1551,3996,1378
"ENSMUSG00000030814",304,229,430,418,371,368,641,298
"ENSMUSG00000030815",432,352,512,542,550,469,1342,359
"ENSMUSG00000030816",1615,1434,2021,2083,2183,1910,3952,1591
"ENSMUSG00000030822",498,412,657,620,607,630,1137,473
"ENSMUSG00000030823",82,81,114,121,128,103,103,71
"ENSMUSG00000030824",1717,1557,2620,2729,2883,2528,7016,1977
"ENSMUSG00000030825",0,1,2,0,2,1,4,2
"ENSMUSG00000030826",175,160,217,273,285,255,609,180
"ENSMUSG00000030827",1,0,0,0,1,1,3,1
"ENSMUSG00000030830",35,12,38,37,28,58,56,39
"ENSMUSG00000030834",34,22,45,39,63,49,77,24
"ENSMUSG00000030835",4572,3788,5721,5946,6121,5044,13305,4021
"ENSMUSG00000030838",0,2,3,6,0,4,7,1
"ENSMUSG00000030839",309,286,408,424,331,342,949,265
"ENSMUSG00000030842",1142,1008,1454,1612,1449,1347,4652,1063
"ENSMUSG00000030844",469,372,697,718,608,516,1064,468
"ENSMUSG00000030846",2262,1388,2582,2887,2953,2268,325,1944
"ENSMUSG00000030847",313,268,480,464,523,454,922,361
"ENSMUSG00000030849",1842,1428,2970,3159,2722,2445,1236,2053
"ENSMUSG00000030850",3137,2264,4032,4412,4506,3463,529,3070
"ENSMUSG00000030851",0,0,0,2,0,0,0,0
"ENSMUSG00000030852",2605,2428,2962,3192,3536,2754,4394,2481
"ENSMUSG00000030854",3258,2522,3680,4057,3354,2836,10628,2856
