"","RR3_BRN_FLT_F1","RR3_BRN_FLT_F2","RR3_BRN_FLT_F7","RR3_BRN_GC_G7","RR3_BRN_GC_G8","RR3_BRN_GC_G9"
"ENSMUSG00000078706",0,0,0,0,0,0
"ENSMUSG00000078713",650,1044,937,892,1106,551
"ENSMUSG00000078716",2962,2810,2545,2877,2621,2727
"ENSMUSG00000078719",0,0,0,0,0,0
"ENSMUSG00000078721",4,0,0,10,0,5
"ENSMUSG00000078722",0,0,1,0,0,0
"ENSMUSG00000078735",0,0,0,0,0,0
"ENSMUSG00000078737",0,0,0,0,0,0
"ENSMUSG00000078742",0,0,0,0,0,0
"ENSMUSG00000078746",0,0,0,0,0,0
"ENSMUSG00000078747",1,1,2,6,1,4
"ENSMUSG00000078752",0,0,0,0,0,0
"ENSMUSG00000078753",0,0,0,0,0,0
"ENSMUSG00000078754",0,0,0,0,0,0
"ENSMUSG00000078757",0,0,0,0,0,0
"ENSMUSG00000078759",0,0,0,0,0,0
"ENSMUSG00000078762",16,28,9,8,17,7
"ENSMUSG00000078763",5,0,1,0,3,0
"ENSMUSG00000078765",0,2,7,2,4,1
"ENSMUSG00000078768",89,89,111,104,134,129
"ENSMUSG00000078771",211,95,232,222,182,225
"ENSMUSG00000078772",2,25,5,4,13,8
"ENSMUSG00000078773",62,83,70,83,51,97
"ENSMUSG00000078776",0,0,0,0,0,1
"ENSMUSG00000078779",267,323,271,355,286,324
"ENSMUSG00000078780",0,0,1,0,2,0
"ENSMUSG00000078783",0,0,0,0,0,0
"ENSMUSG00000078784",467,692,686,802,814,504
"ENSMUSG00000078786",805,759,700,797,905,711
"ENSMUSG00000078787",0,0,0,0,0,0
"ENSMUSG00000078789",233,214,233,187,193,228
"ENSMUSG00000078793",0,0,0,0,0,0
"ENSMUSG00000078794",9270,9034,8166,8774,8089,10802
"ENSMUSG00000078795",0,0,2,3,0,0
"ENSMUSG00000078796",11,33,22,29,14,19
"ENSMUSG00000078798",0,0,0,0,0,0
"ENSMUSG00000078799",0,0,0,0,0,0
"ENSMUSG00000078800",0,0,0,0,0,0
"ENSMUSG00000078808",1,0,1,0,0,0
"ENSMUSG00000078810",0,0,0,4,1,0
"ENSMUSG00000078812",7817,9427,10724,10872,9723,6137
"ENSMUSG00000078813",273,251,210,269,274,401
"ENSMUSG00000078815",55,61,82,58,34,24
"ENSMUSG00000078816",13176,8553,9695,10391,13378,11373
"ENSMUSG00000078817",1,2,0,0,5,6
"ENSMUSG00000078838",27,17,39,40,40,14
"ENSMUSG00000078840",2,4,6,3,0,5
"ENSMUSG00000078847",0,0,0,0,0,0
"ENSMUSG00000078850",0,0,0,0,0,0
"ENSMUSG00000078851",280,219,231,234,340,311
"ENSMUSG00000078853",58,40,67,55,72,38
"ENSMUSG00000078861",454,603,638,675,749,698
"ENSMUSG00000078862",862,874,1076,1044,1060,1400
"ENSMUSG00000078864",153,213,172,197,199,218
"ENSMUSG00000078865",5,3,6,0,6,3
"ENSMUSG00000078866",557,539,462,580,435,742
"ENSMUSG00000078867",96,53,78,54,44,79
"ENSMUSG00000078868",215,307,203,284,223,239
"ENSMUSG00000078869",1,1,0,1,8,0
"ENSMUSG00000078870",643,923,675,718,896,828
"ENSMUSG00000078872",1,0,1,5,0,2
"ENSMUSG00000078875",3,0,4,3,1,15
"ENSMUSG00000078876",0,0,1,0,0,0
"ENSMUSG00000078877",525,598,561,658,660,716
"ENSMUSG00000078878",1044,1172,1050,1064,1329,1102
"ENSMUSG00000078879",1,3,1,3,2,0
"ENSMUSG00000078880",0,0,0,4,0,0
"ENSMUSG00000078881",0,0,0,0,0,0
"ENSMUSG00000078886",0,2,4,1,1,1
"ENSMUSG00000078887",25,14,15,29,23,28
"ENSMUSG00000078889",4,2,4,5,4,5
"ENSMUSG00000078891",0,0,0,0,0,0
"ENSMUSG00000078894",15,9,15,10,17,9
"ENSMUSG00000078895",0,0,0,0,0,0
"ENSMUSG00000078896",3,0,4,3,3,5
"ENSMUSG00000078897",0,0,0,0,0,0
"ENSMUSG00000078898",2,0,1,0,0,1
"ENSMUSG00000078899",0,0,0,0,0,1
"ENSMUSG00000078901",0,1,3,0,2,0
"ENSMUSG00000078902",280,373,218,228,322,361
"ENSMUSG00000078903",7,2,12,12,1,9
"ENSMUSG00000078905",28,23,26,41,36,29
"ENSMUSG00000078906",0,0,0,0,1,0
"ENSMUSG00000078907",103,95,81,71,77,78
"ENSMUSG00000078908",1709,1622,1654,1851,1830,1808
"ENSMUSG00000078912",0,0,0,0,0,0
"ENSMUSG00000078915",0,1,0,2,0,2
"ENSMUSG00000078917",0,0,0,0,0,0
"ENSMUSG00000078919",203,189,177,189,208,211
"ENSMUSG00000078920",11,9,24,8,40,0
"ENSMUSG00000078921",21,6,36,68,68,34
"ENSMUSG00000078922",12,3,17,30,56,15
"ENSMUSG00000078923",6,6,13,3,4,10
"ENSMUSG00000078924",0,0,0,0,0,0
"ENSMUSG00000078925",2,0,0,0,1,0
"ENSMUSG00000078926",0,0,2,0,0,0
"ENSMUSG00000078931",34,34,51,27,53,47
"ENSMUSG00000078932",3,8,15,6,18,0
"ENSMUSG00000078934",2,10,2,0,0,4
"ENSMUSG00000078935",0,0,0,0,0,0
"ENSMUSG00000078937",0,0,0,0,3,0
"ENSMUSG00000078938",5,0,0,0,8,0
"ENSMUSG00000078940",0,0,0,0,0,0
"ENSMUSG00000078941",167,194,253,280,223,191
"ENSMUSG00000078942",38,19,44,57,36,31
"ENSMUSG00000078945",40,52,62,69,57,83
"ENSMUSG00000078949",0,0,1,0,1,0
"ENSMUSG00000078952",16,12,17,46,6,12
"ENSMUSG00000078953",0,0,0,0,0,0
"ENSMUSG00000078954",9,0,6,10,11,0
"ENSMUSG00000078955",0,0,0,0,0,0
"ENSMUSG00000078956",0,0,0,0,0,0
"ENSMUSG00000078957",0,0,0,0,0,0
"ENSMUSG00000078958",138,112,179,190,417,115
"ENSMUSG00000078962",0,0,0,0,0,0
"ENSMUSG00000078963",10,19,21,13,20,10
"ENSMUSG00000078964",0,0,0,0,0,0
"ENSMUSG00000078965",6,2,0,3,2,3
"ENSMUSG00000078967",5,10,6,4,5,8
"ENSMUSG00000078970",329,322,376,316,426,376
"ENSMUSG00000078972",0,0,0,4,0,0
"ENSMUSG00000078974",312,347,546,542,526,341
"ENSMUSG00000078982",0,0,0,0,0,0
"ENSMUSG00000078984",0,0,0,0,0,0
"ENSMUSG00000078994",72,72,89,70,97,84
"ENSMUSG00000078995",34,27,40,61,52,67
"ENSMUSG00000078998",2,15,13,14,2,0
"ENSMUSG00000079000",0,0,0,0,0,0
"ENSMUSG00000079001",0,1,2,0,0,0
"ENSMUSG00000079003",779,765,765,864,862,544
"ENSMUSG00000079005",0,0,0,0,0,7
"ENSMUSG00000079006",0,0,0,1,0,0
"ENSMUSG00000079007",0,0,0,0,0,0
"ENSMUSG00000079008",0,4,2,1,7,3
"ENSMUSG00000079009",0,0,0,0,0,0
"ENSMUSG00000079010",0,0,0,0,0,0
"ENSMUSG00000079011",0,0,0,0,0,0
"ENSMUSG00000079012",3,4,4,1,2,11
"ENSMUSG00000079013",0,0,0,0,0,0
"ENSMUSG00000079014",5,7,1,0,5,3
"ENSMUSG00000079015",1,0,1,9,1,0
"ENSMUSG00000079016",0,0,0,0,0,0
"ENSMUSG00000079017",6,13,11,3,21,0
"ENSMUSG00000079018",1167,1104,1625,1603,1412,1387
"ENSMUSG00000079019",0,0,0,0,0,0
"ENSMUSG00000079020",1234,1420,1123,1348,1523,1342
"ENSMUSG00000079022",205,86,104,109,263,60
"ENSMUSG00000079024",0,0,0,0,0,0
"ENSMUSG00000079025",0,0,2,0,0,0
"ENSMUSG00000079029",0,0,0,0,0,0
"ENSMUSG00000079031",0,0,0,0,0,0
"ENSMUSG00000079033",8,5,9,4,3,0
"ENSMUSG00000079034",0,0,0,0,0,0
"ENSMUSG00000079036",400,495,456,475,565,484
"ENSMUSG00000079037",20146,17110,21749,19887,24599,19916
"ENSMUSG00000079038",614,643,674,625,716,732
"ENSMUSG00000079039",0,0,0,0,0,0
"ENSMUSG00000079042",0,0,0,0,0,0
"ENSMUSG00000079043",83,127,140,123,122,104
"ENSMUSG00000079045",27,21,33,8,18,28
"ENSMUSG00000079048",0,0,0,0,0,0
"ENSMUSG00000079049",0,0,2,0,0,0
"ENSMUSG00000079051",6,10,5,8,1,8
"ENSMUSG00000079053",0,0,0,0,1,0
"ENSMUSG00000079055",1414,1023,1344,1520,1256,1729
"ENSMUSG00000079056",3992,3363,3620,3560,6207,3350
"ENSMUSG00000079057",347,275,341,372,324,313
"ENSMUSG00000079058",0,0,0,0,0,0
"ENSMUSG00000079061",6,1,4,1,2,2
"ENSMUSG00000079064",0,0,0,0,0,0
"ENSMUSG00000079067",7,2,6,3,2,5
"ENSMUSG00000079069",0,0,0,0,0,0
"ENSMUSG00000079070",1,0,1,1,1,0
"ENSMUSG00000079071",0,4,0,0,0,0
"ENSMUSG00000079076",25,24,20,14,32,5
"ENSMUSG00000079083",391,412,503,487,572,510
"ENSMUSG00000079084",1027,1029,933,978,1135,1155
"ENSMUSG00000079091",0,0,0,0,0,0
"ENSMUSG00000079092",0,0,0,0,0,0
"ENSMUSG00000079093",0,0,0,0,0,0
"ENSMUSG00000079101",0,0,0,0,0,0
"ENSMUSG00000079103",0,0,1,0,0,0
"ENSMUSG00000079104",223,234,273,320,352,268
"ENSMUSG00000079105",25,62,17,15,22,5
"ENSMUSG00000079108",557,565,833,615,591,615
"ENSMUSG00000079109",622,558,716,750,782,692
"ENSMUSG00000079110",24,49,19,52,34,7
"ENSMUSG00000079111",630,586,638,720,830,486
"ENSMUSG00000079112",0,0,0,0,0,0
"ENSMUSG00000079113",0,0,0,0,0,0
"ENSMUSG00000079114",0,0,0,0,0,0
"ENSMUSG00000079116",0,0,0,0,0,0
"ENSMUSG00000079120",0,0,0,0,0,0
"ENSMUSG00000079137",0,0,0,0,0,0
"ENSMUSG00000079138",0,0,0,0,0,1
"ENSMUSG00000079139",940,806,1019,1214,1006,1071
"ENSMUSG00000079140",2,4,1,0,3,4
"ENSMUSG00000079143",0,0,0,0,0,0
"ENSMUSG00000079144",279,210,270,301,332,277
"ENSMUSG00000079146",0,0,0,0,0,0
"ENSMUSG00000079156",0,0,0,0,0,0
"ENSMUSG00000079157",2314,2523,1933,2289,2523,2508
"ENSMUSG00000079162",0,0,0,0,0,1
"ENSMUSG00000079163",0,0,0,0,0,0
"ENSMUSG00000079164",24,23,12,15,30,21
"ENSMUSG00000079165",0,0,0,0,0,0
"ENSMUSG00000079168",0,0,2,0,7,3
"ENSMUSG00000079173",6,5,7,4,19,3
"ENSMUSG00000079175",0,0,0,0,0,0
"ENSMUSG00000079177",55,119,64,42,73,91
"ENSMUSG00000079179",1020,1240,1174,1092,1381,1128
"ENSMUSG00000079180",0,0,0,0,0,2
"ENSMUSG00000079183",5,8,7,0,0,3
"ENSMUSG00000079184",3009,2915,3112,3225,3164,3961
"ENSMUSG00000079186",0,0,0,0,0,0
"ENSMUSG00000079190",0,0,0,0,2,3
"ENSMUSG00000079192",0,0,0,0,0,0
"ENSMUSG00000079197",404,411,571,606,589,413
"ENSMUSG00000079215",2587,2766,2735,2852,2838,2825
"ENSMUSG00000079222",0,0,0,0,0,0
"ENSMUSG00000079223",0,0,2,12,0,1
"ENSMUSG00000079224",18,16,13,9,23,14
"ENSMUSG00000079225",86,64,95,111,91,121
"ENSMUSG00000079227",279,247,403,406,275,375
"ENSMUSG00000079230",0,0,0,1,0,0
"ENSMUSG00000079235",129,132,89,110,132,130
"ENSMUSG00000079242",23,25,31,12,23,19
"ENSMUSG00000079243",17,28,23,30,19,22
"ENSMUSG00000079244",0,0,0,0,0,0
"ENSMUSG00000079247",0,0,0,0,0,0
"ENSMUSG00000079258",0,0,0,0,0,0
"ENSMUSG00000079259",59,28,60,45,57,19
"ENSMUSG00000079260",163,151,176,150,216,195
"ENSMUSG00000079261",0,0,0,0,0,0
"ENSMUSG00000079262",0,0,0,0,0,1
"ENSMUSG00000079263",0,0,0,0,0,0
"ENSMUSG00000079264",0,0,0,0,0,0
"ENSMUSG00000079265",0,0,0,0,0,0
"ENSMUSG00000079266",0,0,0,0,0,0
"ENSMUSG00000079267",0,0,0,0,0,0
"ENSMUSG00000079269",0,0,0,0,0,0
"ENSMUSG00000079271",0,0,0,0,0,0
"ENSMUSG00000079272",0,0,0,0,0,0
"ENSMUSG00000079273",0,0,0,1,0,0
"ENSMUSG00000079276",0,0,2,2,0,0
"ENSMUSG00000079277",0,0,0,0,0,0
"ENSMUSG00000079278",0,0,0,2,0,0
"ENSMUSG00000079283",54,84,57,50,67,61
"ENSMUSG00000079286",0,0,4,0,2,0
"ENSMUSG00000079293",7,2,5,4,10,3
"ENSMUSG00000079295",0,0,0,0,0,0
"ENSMUSG00000079297",124,111,79,94,106,138
"ENSMUSG00000079298",0,0,0,0,0,0
"ENSMUSG00000079299",0,0,0,0,0,0
"ENSMUSG00000079304",13,11,13,12,8,12
"ENSMUSG00000079311",0,2,4,6,5,1
"ENSMUSG00000079316",1260,1370,1543,1533,1696,1548
"ENSMUSG00000079317",541,496,755,781,729,660
"ENSMUSG00000079323",0,2,0,0,0,0
"ENSMUSG00000079324",0,0,0,0,0,0
"ENSMUSG00000079330",32,37,38,35,11,32
"ENSMUSG00000079333",0,0,0,0,0,0
"ENSMUSG00000079334",305,241,213,247,312,335
"ENSMUSG00000079339",175,186,178,221,185,172
"ENSMUSG00000079342",0,0,3,0,0,0
"ENSMUSG00000079343",11,1,10,8,13,2
"ENSMUSG00000079344",0,0,0,0,0,0
"ENSMUSG00000079346",0,0,0,0,0,0
"ENSMUSG00000079349",0,0,0,0,0,0
"ENSMUSG00000079350",0,0,0,0,0,0
"ENSMUSG00000079353",0,0,0,0,0,0
"ENSMUSG00000079355",5,0,5,0,0,19
"ENSMUSG00000079356",1,0,1,0,5,14
"ENSMUSG00000079357",0,0,0,0,1,0
"ENSMUSG00000079359",0,0,0,0,0,0
"ENSMUSG00000079362",0,0,0,0,0,0
"ENSMUSG00000079363",106,76,124,217,310,127
"ENSMUSG00000079364",5,11,10,9,9,10
"ENSMUSG00000079371",0,0,0,0,0,0
"ENSMUSG00000079374",0,0,0,0,0,0
"ENSMUSG00000079378",0,0,0,0,0,0
"ENSMUSG00000079379",0,0,0,0,0,0
"ENSMUSG00000079380",0,0,0,0,0,0
"ENSMUSG00000079382",4,0,0,0,1,4
"ENSMUSG00000079383",0,0,0,0,0,0
"ENSMUSG00000079386",0,0,0,2,0,0
"ENSMUSG00000079387",0,0,0,0,0,0
"ENSMUSG00000079388",13,3,15,9,22,13
"ENSMUSG00000079389",0,0,0,0,0,0
"ENSMUSG00000079391",6,5,23,8,47,17
"ENSMUSG00000079392",0,0,0,0,0,0
"ENSMUSG00000079395",0,0,0,0,0,0
"ENSMUSG00000079396",1,0,0,0,2,0
"ENSMUSG00000079402",0,0,0,0,0,0
"ENSMUSG00000079407",4,0,0,0,0,0
"ENSMUSG00000079409",0,0,1,0,2,0
"ENSMUSG00000079410",7,0,0,3,19,0
"ENSMUSG00000079414",37,42,33,35,33,27
"ENSMUSG00000079415",4,4,7,10,6,1
"ENSMUSG00000079416",1,0,0,0,0,0
"ENSMUSG00000079418",177,213,187,152,251,168
"ENSMUSG00000079419",15,9,16,13,10,11
"ENSMUSG00000079421",0,0,0,0,0,0
"ENSMUSG00000079423",0,0,0,0,0,0
"ENSMUSG00000079424",0,0,0,0,0,0
"ENSMUSG00000079426",1887,1895,2233,1943,1843,2020
"ENSMUSG00000079427",152,210,189,199,197,186
"ENSMUSG00000079428",59,71,77,121,141,47
"ENSMUSG00000079429",0,3,0,0,4,6
"ENSMUSG00000079432",0,0,0,0,0,0
"ENSMUSG00000079433",0,0,0,0,0,0
"ENSMUSG00000079434",68,105,130,198,29,118
"ENSMUSG00000079435",2320,2901,3413,3033,3569,2718
"ENSMUSG00000079436",38,8,25,23,89,20
"ENSMUSG00000079438",0,0,0,0,0,0
"ENSMUSG00000079439",0,0,0,0,0,0
"ENSMUSG00000079440",0,0,0,0,0,0
"ENSMUSG00000079442",579,554,472,540,518,578
"ENSMUSG00000079444",4,5,0,1,0,0
"ENSMUSG00000079445",13,6,22,32,41,22
"ENSMUSG00000079450",0,0,0,0,0,0
"ENSMUSG00000079451",0,0,0,0,0,0
"ENSMUSG00000079455",0,0,0,0,0,0
"ENSMUSG00000079457",0,0,0,0,0,0
"ENSMUSG00000079460",0,6,0,4,4,0
"ENSMUSG00000079462",1,1,0,0,0,0
"ENSMUSG00000079465",67,50,35,27,34,33
"ENSMUSG00000079466",38,3,5,0,11,15
"ENSMUSG00000079467",29,14,26,39,29,30
"ENSMUSG00000079469",467,388,364,352,377,429
"ENSMUSG00000079470",1571,1720,1337,1771,1975,2371
"ENSMUSG00000079471",0,0,0,0,0,0
"ENSMUSG00000079476",0,0,0,0,0,0
"ENSMUSG00000079477",12582,10546,11902,12945,11646,13487
"ENSMUSG00000079478",3,0,2,2,3,0
"ENSMUSG00000079479",0,0,0,0,0,0
"ENSMUSG00000079480",851,967,1069,1092,1007,991
"ENSMUSG00000079481",2993,2787,2600,3058,4351,2764
"ENSMUSG00000079484",35,17,8,5,22,16
"ENSMUSG00000079487",824,784,784,853,1051,990
"ENSMUSG00000079491",96,108,96,150,146,110
"ENSMUSG00000079492",1,0,0,0,0,0
"ENSMUSG00000079494",13,19,20,44,24,13
"ENSMUSG00000079495",9,5,8,5,8,10
"ENSMUSG00000079497",5,0,5,1,7,6
"ENSMUSG00000079499",236,195,233,254,264,272
"ENSMUSG00000079501",4,6,5,1,3,3
"ENSMUSG00000079502",0,1,4,10,2,7
"ENSMUSG00000079505",7,0,3,4,7,0
"ENSMUSG00000079507",33,102,76,66,43,51
"ENSMUSG00000079508",830,975,1042,1147,995,909
"ENSMUSG00000079509",1303,1324,1493,1477,1783,1347
"ENSMUSG00000079511",23,25,20,10,14,31
"ENSMUSG00000079513",0,0,0,0,0,0
"ENSMUSG00000079516",0,0,0,0,0,0
"ENSMUSG00000079519",0,0,84,31,0,0
"ENSMUSG00000079521",0,0,25,28,0,4
"ENSMUSG00000079522",0,0,256,169,0,1
"ENSMUSG00000079523",5728,5280,7006,7222,9448,5913
"ENSMUSG00000079524",0,0,0,0,0,0
"ENSMUSG00000079525",0,0,0,0,0,0
"ENSMUSG00000079528",0,9,0,0,1,0
"ENSMUSG00000079531",2,7,0,2,3,0
"ENSMUSG00000079532",0,0,0,0,0,0
"ENSMUSG00000079534",0,1,3,5,3,0
"ENSMUSG00000079536",0,0,0,0,0,0
"ENSMUSG00000079539",1,8,166,113,2,1
"ENSMUSG00000079542",0,0,0,0,0,0
"ENSMUSG00000079543",0,0,0,0,0,0
"ENSMUSG00000079544",0,0,0,0,0,0
"ENSMUSG00000079547",4,4,9,8,13,9
"ENSMUSG00000079550",10,8,5,18,19,16
"ENSMUSG00000079553",23,8,14,4,39,15
"ENSMUSG00000079554",0,0,1,6,12,0
"ENSMUSG00000079555",380,434,458,507,302,524
"ENSMUSG00000079557",1316,1715,1595,1925,1767,1418
"ENSMUSG00000079559",69,62,82,87,55,53
"ENSMUSG00000079560",0,0,0,0,0,0
"ENSMUSG00000079562",1479,1550,1477,1656,1475,1422
"ENSMUSG00000079563",1,0,0,0,0,0
"ENSMUSG00000079564",4,0,0,1,3,0
"ENSMUSG00000079566",0,0,0,0,0,0
"ENSMUSG00000079575",177,203,272,240,162,289
"ENSMUSG00000079577",0,0,0,0,0,0
"ENSMUSG00000079578",0,0,0,0,0,0
"ENSMUSG00000079579",0,0,0,0,0,0
"ENSMUSG00000079580",1,4,1,3,0,4
"ENSMUSG00000079583",0,0,0,0,0,0
"ENSMUSG00000079584",0,0,0,0,0,0
"ENSMUSG00000079588",4,4,10,3,0,2
"ENSMUSG00000079592",0,0,0,0,0,0
"ENSMUSG00000079593",0,6,1,4,0,2
"ENSMUSG00000079594",0,0,0,0,0,0
"ENSMUSG00000079595",0,0,0,0,0,0
"ENSMUSG00000079597",0,2,2,0,0,0
"ENSMUSG00000079598",1204,1010,1094,1002,1268,1211
"ENSMUSG00000079600",0,0,0,0,0,0
"ENSMUSG00000079602",0,0,0,0,0,0
"ENSMUSG00000079603",0,0,0,0,0,0
"ENSMUSG00000079604",0,0,0,0,0,0
"ENSMUSG00000079605",2,7,2,0,2,9
"ENSMUSG00000079606",0,7,0,0,2,0
"ENSMUSG00000079608",22,18,39,43,21,32
"ENSMUSG00000079610",62,146,97,29,104,74
"ENSMUSG00000079614",917,773,971,910,960,890
"ENSMUSG00000079619",0,0,0,0,2,0
"ENSMUSG00000079625",0,0,1,0,1,1
"ENSMUSG00000079626",0,0,0,0,0,0
"ENSMUSG00000079627",0,0,0,0,0,0
"ENSMUSG00000079628",0,0,0,0,0,0
"ENSMUSG00000079629",0,0,0,0,0,0
"ENSMUSG00000079630",0,0,0,0,0,0
"ENSMUSG00000079633",0,0,0,0,0,0
"ENSMUSG00000079635",0,0,0,0,0,0
"ENSMUSG00000079636",0,0,0,0,0,0
"ENSMUSG00000079637",0,0,1,0,0,0
"ENSMUSG00000079638",0,0,0,0,0,0
"ENSMUSG00000079639",0,0,0,0,0,0
"ENSMUSG00000079641",621,1093,1388,1262,1239,692
"ENSMUSG00000079642",0,0,0,0,0,0
"ENSMUSG00000079644",0,0,0,0,0,0
"ENSMUSG00000079645",25,9,12,21,17,12
"ENSMUSG00000079649",0,0,0,0,0,0
"ENSMUSG00000079652",1,9,7,5,17,1
"ENSMUSG00000079654",39,50,33,13,65,30
"ENSMUSG00000079655",0,0,0,0,0,0
"ENSMUSG00000079657",532,457,391,434,598,468
"ENSMUSG00000079658",2064,2551,3031,3057,2630,2520
"ENSMUSG00000079659",309,352,410,397,394,359
"ENSMUSG00000079666",2,2,21,29,5,0
"ENSMUSG00000079669",36,14,30,54,27,49
"ENSMUSG00000079671",17,22,22,19,31,10
"ENSMUSG00000079677",3,1,1,0,9,11
"ENSMUSG00000079679",2,0,0,0,0,0
"ENSMUSG00000079681",0,0,0,0,0,0
"ENSMUSG00000079685",6,4,6,9,7,4
"ENSMUSG00000079693",0,0,0,0,0,0
"ENSMUSG00000079694",0,0,0,0,0,0
"ENSMUSG00000079697",0,0,0,0,0,3
"ENSMUSG00000079698",0,0,0,0,0,0
"ENSMUSG00000079699",0,0,0,0,0,0
"ENSMUSG00000079700",0,0,0,0,0,0
"ENSMUSG00000079701",0,0,0,0,0,0
"ENSMUSG00000079702",0,0,0,0,0,0
"ENSMUSG00000079703",2,0,3,0,3,0
"ENSMUSG00000079704",0,0,0,0,0,0
"ENSMUSG00000079705",0,0,0,0,0,0
"ENSMUSG00000079707",0,0,0,0,0,0
"ENSMUSG00000079710",0,0,0,0,0,0
"ENSMUSG00000079711",0,0,0,0,0,0
"ENSMUSG00000079722",0,0,0,0,0,0
"ENSMUSG00000079737",26,58,49,41,63,44
"ENSMUSG00000079740",0,0,0,0,0,0
"ENSMUSG00000079741",0,0,1,0,0,0
"ENSMUSG00000079794",0,0,0,0,0,0
"ENSMUSG00000079800",0,0,0,0,0,0
"ENSMUSG00000079806",0,0,0,0,0,0
"ENSMUSG00000079808",1,0,0,0,0,0
"ENSMUSG00000079842",0,0,0,0,0,0
"ENSMUSG00000079845",0,0,0,0,0,0
"ENSMUSG00000079852",0,0,0,0,0,0
"ENSMUSG00000079853",0,0,0,0,0,0
"ENSMUSG00000079871",0,0,0,0,0,0
"ENSMUSG00000079875",0,0,0,0,0,0
"ENSMUSG00000079884",29,48,30,38,29,32
"ENSMUSG00000079889",2,0,0,1,0,0
"ENSMUSG00000079890",0,0,0,0,0,0
"ENSMUSG00000079892",0,0,0,0,0,0
"ENSMUSG00000079893",0,0,0,0,0,0
"ENSMUSG00000079906",0,0,0,0,0,0
"ENSMUSG00000079915",0,0,0,0,0,0
"ENSMUSG00000079941",26,9,22,10,18,25
"ENSMUSG00000079942",16,9,9,9,9,10
"ENSMUSG00000079962",0,0,0,0,0,0
"ENSMUSG00000079963",0,0,0,0,0,0
"ENSMUSG00000079965",18,5,4,18,7,10
"ENSMUSG00000079966",0,0,0,0,0,0
"ENSMUSG00000079988",0,0,0,1,0,0
"ENSMUSG00000079993",4,5,0,0,9,0
"ENSMUSG00000079998",0,0,0,0,0,0
"ENSMUSG00000080002",1,2,1,0,1,2
"ENSMUSG00000080006",1,1,0,2,1,0
"ENSMUSG00000080021",0,0,1,2,1,5
"ENSMUSG00000080046",0,0,0,0,0,0
"ENSMUSG00000080050",0,0,0,0,0,0
"ENSMUSG00000080051",0,0,0,0,0,0
"ENSMUSG00000080054",1,0,0,0,0,0
"ENSMUSG00000080057",0,0,0,0,0,0
"ENSMUSG00000080058",3,11,2,4,4,1
"ENSMUSG00000080059",44,55,49,38,59,37
"ENSMUSG00000080065",0,0,0,0,0,0
"ENSMUSG00000080069",0,0,0,0,0,0
"ENSMUSG00000080071",0,0,0,0,0,0
"ENSMUSG00000080072",0,0,0,0,0,0
"ENSMUSG00000080073",0,0,0,0,0,0
"ENSMUSG00000080076",0,0,0,0,0,0
"ENSMUSG00000080078",31,14,16,10,13,23
"ENSMUSG00000080115",0,1,0,5,0,2
"ENSMUSG00000080142",0,0,0,0,0,0
"ENSMUSG00000080152",5,5,1,0,4,1
"ENSMUSG00000080155",0,0,0,0,0,0
"ENSMUSG00000080158",0,0,0,0,0,0
"ENSMUSG00000080175",0,0,0,0,0,0
"ENSMUSG00000080180",0,0,0,0,0,0
"ENSMUSG00000080186",21,10,11,10,28,9
"ENSMUSG00000080193",0,0,0,0,0,0
"ENSMUSG00000080198",5,5,0,2,2,1
"ENSMUSG00000080205",0,0,0,0,0,0
"ENSMUSG00000080222",0,0,0,0,0,0
"ENSMUSG00000080223",2,1,1,0,2,7
"ENSMUSG00000080227",2,0,0,8,0,1
"ENSMUSG00000080237",48,30,33,62,61,69
"ENSMUSG00000080241",0,0,0,0,0,0
"ENSMUSG00000080242",1209,927,991,875,985,866
"ENSMUSG00000080250",0,0,0,0,0,0
"ENSMUSG00000080254",1,1,3,12,1,4
"ENSMUSG00000080266",0,0,0,0,0,0
"ENSMUSG00000080268",0,0,3,1,4,3
"ENSMUSG00000080283",0,0,0,0,0,0
"ENSMUSG00000080298",0,0,0,0,0,0
"ENSMUSG00000080299",0,0,0,0,0,0
"ENSMUSG00000080300",0,0,0,0,0,0
"ENSMUSG00000080303",2,3,0,0,0,0
"ENSMUSG00000080316",981,936,741,842,840,1124
"ENSMUSG00000080317",0,0,0,0,0,0
"ENSMUSG00000080321",0,0,0,0,0,0
"ENSMUSG00000080331",0,0,0,0,0,0
"ENSMUSG00000080352",0,0,0,0,0,0
"ENSMUSG00000080356",0,0,0,0,0,0
"ENSMUSG00000080358",0,0,0,0,0,0
"ENSMUSG00000080364",1,0,0,0,1,0
"ENSMUSG00000080365",68,28,141,116,64,18
"ENSMUSG00000080374",3,0,0,0,0,0
"ENSMUSG00000080378",0,0,0,0,0,0
"ENSMUSG00000080384",0,3,11,2,1,5
"ENSMUSG00000080396",0,0,0,0,0,0
"ENSMUSG00000080406",13,7,20,8,31,26
"ENSMUSG00000080409",0,0,0,0,0,0
"ENSMUSG00000080411",22,11,9,10,19,8
"ENSMUSG00000080413",0,0,0,0,0,0
"ENSMUSG00000080424",0,0,0,0,0,0
"ENSMUSG00000080425",0,5,3,0,0,0
"ENSMUSG00000080428",0,0,0,0,0,0
"ENSMUSG00000080437",0,0,0,0,0,0
"ENSMUSG00000080440",17,7,10,11,9,12
"ENSMUSG00000080441",0,0,0,0,0,0
"ENSMUSG00000080452",0,0,0,0,0,0
"ENSMUSG00000080454",0,1,7,4,1,5
