"","RR3_HRT_FLT_F1","RR3_HRT_FLT_F2","RR3_HRT_FLT_F9","RR3_HRT_GC_G7","RR3_HRT_GC_G8"
"ENSMUSG00000110422",3,0,0,0,5
"ENSMUSG00000110424",76,40,105,37,32
"ENSMUSG00000110425",3,0,0,0,0
"ENSMUSG00000110426",0,0,1,0,0
"ENSMUSG00000110427",0,0,0,0,0
"ENSMUSG00000110428",0,1,2,0,0
"ENSMUSG00000110429",0,0,0,0,0
"ENSMUSG00000110430",0,0,0,0,0
"ENSMUSG00000110431",0,0,0,0,0
"ENSMUSG00000110432",0,0,0,0,0
"ENSMUSG00000110433",0,2,0,0,0
"ENSMUSG00000110434",0,0,0,0,0
"ENSMUSG00000110435",0,0,0,1,0
"ENSMUSG00000110437",0,0,0,0,0
"ENSMUSG00000110438",0,0,0,0,0
"ENSMUSG00000110439",0,0,2,0,0
"ENSMUSG00000110440",24,2,13,7,0
"ENSMUSG00000110441",2,0,0,2,0
"ENSMUSG00000110442",5,6,4,0,0
"ENSMUSG00000110443",0,0,1,1,0
"ENSMUSG00000110444",1015,953,1516,794,457
"ENSMUSG00000110445",0,0,0,0,0
"ENSMUSG00000110446",0,2,3,3,0
"ENSMUSG00000110447",0,3,4,0,0
"ENSMUSG00000110448",0,0,0,0,0
"ENSMUSG00000110449",0,0,0,0,0
"ENSMUSG00000110450",0,0,0,0,0
"ENSMUSG00000110452",0,0,0,0,0
"ENSMUSG00000110453",221,136,247,121,61
"ENSMUSG00000110454",0,0,0,0,0
"ENSMUSG00000110455",0,0,0,0,0
"ENSMUSG00000110456",0,0,0,0,0
"ENSMUSG00000110457",0,0,0,0,0
"ENSMUSG00000110458",4,9,9,1,0
"ENSMUSG00000110459",0,0,0,0,0
"ENSMUSG00000110460",0,0,0,0,0
"ENSMUSG00000110461",0,0,0,0,0
"ENSMUSG00000110462",2,0,0,0,0
"ENSMUSG00000110463",0,0,0,0,0
"ENSMUSG00000110464",0,0,0,0,0
"ENSMUSG00000110465",0,0,0,0,0
"ENSMUSG00000110466",0,0,0,0,0
"ENSMUSG00000110467",0,0,0,0,0
"ENSMUSG00000110468",1,0,0,2,0
"ENSMUSG00000110469",1,0,3,0,0
"ENSMUSG00000110470",0,0,0,0,0
"ENSMUSG00000110471",1,3,5,3,0
"ENSMUSG00000110472",0,0,0,0,0
"ENSMUSG00000110473",0,0,0,0,0
"ENSMUSG00000110474",0,0,0,0,0
"ENSMUSG00000110475",8,6,11,0,6
"ENSMUSG00000110476",0,0,0,0,0
"ENSMUSG00000110477",0,0,0,0,0
"ENSMUSG00000110478",0,0,0,0,0
"ENSMUSG00000110479",0,0,0,0,0
"ENSMUSG00000110480",0,1,0,0,0
"ENSMUSG00000110481",31,20,38,11,10
"ENSMUSG00000110482",0,0,0,0,0
"ENSMUSG00000110483",0,0,0,0,0
"ENSMUSG00000110484",0,0,0,0,0
"ENSMUSG00000110485",0,0,0,0,0
"ENSMUSG00000110486",4,0,3,3,0
"ENSMUSG00000110487",0,0,0,0,0
"ENSMUSG00000110488",0,0,0,0,0
"ENSMUSG00000110489",645,255,656,635,163
"ENSMUSG00000110490",0,0,0,0,0
"ENSMUSG00000110491",0,0,0,0,0
"ENSMUSG00000110492",0,0,0,0,0
"ENSMUSG00000110493",0,0,0,0,0
"ENSMUSG00000110494",0,0,0,0,0
"ENSMUSG00000110495",0,0,0,0,0
"ENSMUSG00000110496",11,45,12,1,9
"ENSMUSG00000110497",0,0,0,0,0
"ENSMUSG00000110498",3,0,0,0,2
"ENSMUSG00000110499",7,0,6,8,0
"ENSMUSG00000110500",0,0,0,0,0
"ENSMUSG00000110501",0,0,0,0,0
"ENSMUSG00000110502",0,0,1,0,0
"ENSMUSG00000110503",0,0,0,0,0
"ENSMUSG00000110504",9,6,5,0,0
"ENSMUSG00000110505",0,0,0,0,0
"ENSMUSG00000110506",0,0,0,0,0
"ENSMUSG00000110507",1,0,0,0,0
"ENSMUSG00000110508",0,0,0,0,0
"ENSMUSG00000110509",0,0,0,0,0
"ENSMUSG00000110510",19,14,32,16,19
"ENSMUSG00000110511",0,0,0,0,0
"ENSMUSG00000110512",0,0,0,0,0
"ENSMUSG00000110513",0,0,0,0,0
"ENSMUSG00000110514",0,0,0,0,0
"ENSMUSG00000110515",0,0,0,0,0
"ENSMUSG00000110516",0,0,0,0,0
"ENSMUSG00000110517",0,0,0,0,0
"ENSMUSG00000110518",1,0,0,0,0
"ENSMUSG00000110519",0,0,0,0,0
"ENSMUSG00000110520",0,0,0,0,0
"ENSMUSG00000110521",0,0,0,0,0
"ENSMUSG00000110522",0,0,0,0,0
"ENSMUSG00000110523",0,0,0,0,0
"ENSMUSG00000110524",10,0,2,10,7
"ENSMUSG00000110525",2,1,3,2,0
"ENSMUSG00000110526",0,0,0,0,0
"ENSMUSG00000110527",0,0,0,0,0
"ENSMUSG00000110528",3,0,1,0,1
"ENSMUSG00000110529",2,1,4,2,0
"ENSMUSG00000110530",2,0,0,0,0
"ENSMUSG00000110531",0,0,0,0,0
"ENSMUSG00000110532",5,5,7,10,2
"ENSMUSG00000110533",2,1,3,0,0
"ENSMUSG00000110534",0,0,0,0,8
"ENSMUSG00000110535",0,0,0,0,0
"ENSMUSG00000110536",0,0,0,0,0
"ENSMUSG00000110537",7,8,17,27,5
"ENSMUSG00000110538",0,0,0,0,0
"ENSMUSG00000110539",2,1,2,3,0
"ENSMUSG00000110540",21,23,42,8,12
"ENSMUSG00000110541",0,0,0,0,0
"ENSMUSG00000110542",0,0,0,0,0
"ENSMUSG00000110543",1,0,0,0,0
"ENSMUSG00000110544",0,0,0,0,0
"ENSMUSG00000110545",21,15,30,24,2
"ENSMUSG00000110546",0,1,0,3,0
"ENSMUSG00000110547",0,1,1,5,2
"ENSMUSG00000110548",0,0,0,0,0
"ENSMUSG00000110549",0,0,0,0,0
"ENSMUSG00000110550",0,0,0,0,0
"ENSMUSG00000110551",0,0,0,0,0
"ENSMUSG00000110552",0,0,0,0,0
"ENSMUSG00000110553",0,0,0,0,0
"ENSMUSG00000110554",0,0,0,0,0
"ENSMUSG00000110555",0,0,0,0,0
"ENSMUSG00000110556",20,9,12,11,0
"ENSMUSG00000110557",0,0,0,0,0
"ENSMUSG00000110558",57,32,73,24,6
"ENSMUSG00000110559",0,1,0,0,0
"ENSMUSG00000110560",0,0,0,0,0
"ENSMUSG00000110561",0,0,0,0,0
"ENSMUSG00000110562",0,0,0,0,1
"ENSMUSG00000110563",0,0,0,2,0
"ENSMUSG00000110564",0,0,0,0,0
"ENSMUSG00000110565",0,0,0,0,0
"ENSMUSG00000110566",0,0,0,0,0
"ENSMUSG00000110567",0,0,0,0,0
"ENSMUSG00000110568",0,0,0,0,0
"ENSMUSG00000110569",65,65,94,33,22
"ENSMUSG00000110570",0,0,0,1,0
"ENSMUSG00000110571",0,0,0,0,0
"ENSMUSG00000110572",0,0,0,0,0
"ENSMUSG00000110573",0,0,0,0,0
"ENSMUSG00000110574",0,0,0,0,0
"ENSMUSG00000110575",7,6,11,6,0
"ENSMUSG00000110576",0,0,0,0,0
"ENSMUSG00000110577",0,0,0,0,0
"ENSMUSG00000110578",0,0,0,0,0
"ENSMUSG00000110580",1340,852,1657,673,373
"ENSMUSG00000110581",0,0,0,0,0
"ENSMUSG00000110582",0,0,0,0,0
"ENSMUSG00000110583",0,0,0,0,0
"ENSMUSG00000110585",5,1,0,0,2
"ENSMUSG00000110586",3,0,1,1,0
"ENSMUSG00000110587",0,0,0,0,0
"ENSMUSG00000110588",4,5,1,0,0
"ENSMUSG00000110589",0,0,0,0,0
"ENSMUSG00000110590",0,0,0,0,0
"ENSMUSG00000110591",0,0,0,0,0
"ENSMUSG00000110592",0,2,7,1,0
"ENSMUSG00000110593",6,5,11,8,9
"ENSMUSG00000110594",1,0,0,0,0
"ENSMUSG00000110595",0,1,0,0,0
"ENSMUSG00000110596",0,0,0,0,0
"ENSMUSG00000110597",0,0,0,0,0
"ENSMUSG00000110598",0,0,0,0,0
"ENSMUSG00000110599",0,2,0,0,0
"ENSMUSG00000110600",0,0,0,0,0
"ENSMUSG00000110601",0,0,0,0,0
"ENSMUSG00000110602",0,0,0,0,0
"ENSMUSG00000110603",0,0,0,0,0
"ENSMUSG00000110604",1,0,0,1,0
"ENSMUSG00000110605",24,9,30,16,6
"ENSMUSG00000110606",0,0,0,0,0
"ENSMUSG00000110607",0,0,0,0,0
"ENSMUSG00000110608",0,0,0,0,0
"ENSMUSG00000110609",0,0,0,0,0
"ENSMUSG00000110610",0,0,0,0,0
"ENSMUSG00000110611",25,16,28,23,13
"ENSMUSG00000110612",0,0,0,0,0
"ENSMUSG00000110613",4,7,7,0,0
"ENSMUSG00000110614",0,0,0,0,0
"ENSMUSG00000110615",11,9,25,8,2
"ENSMUSG00000110616",0,0,0,0,0
"ENSMUSG00000110617",1,1,1,0,0
"ENSMUSG00000110618",4,11,7,10,10
"ENSMUSG00000110619",0,0,0,0,0
"ENSMUSG00000110620",1,0,0,0,2
"ENSMUSG00000110621",0,0,0,0,0
"ENSMUSG00000110622",0,4,3,3,0
"ENSMUSG00000110623",0,0,0,0,0
"ENSMUSG00000110624",0,0,0,0,0
"ENSMUSG00000110625",0,0,0,0,0
"ENSMUSG00000110626",105,65,135,52,39
"ENSMUSG00000110627",0,0,0,0,0
"ENSMUSG00000110628",0,0,0,0,0
"ENSMUSG00000110629",27,1,8,10,0
"ENSMUSG00000110630",26,24,48,12,4
"ENSMUSG00000110631",154,164,131,48,53
"ENSMUSG00000110632",0,0,0,0,0
"ENSMUSG00000110633",1,2,0,0,0
"ENSMUSG00000110634",0,0,0,0,0
"ENSMUSG00000110635",30,14,52,14,4
"ENSMUSG00000110636",8,4,15,1,0
"ENSMUSG00000110637",0,0,0,0,0
"ENSMUSG00000110638",4,0,0,0,0
"ENSMUSG00000110639",0,0,0,0,0
"ENSMUSG00000110640",0,0,0,0,0
"ENSMUSG00000110641",0,0,0,0,0
"ENSMUSG00000110642",0,0,0,0,0
"ENSMUSG00000110643",0,0,0,0,0
"ENSMUSG00000110644",1,2,4,3,4
"ENSMUSG00000110645",0,0,0,0,0
"ENSMUSG00000110646",1,0,0,0,0
"ENSMUSG00000110647",3,6,18,3,0
"ENSMUSG00000110648",0,0,2,0,1
"ENSMUSG00000110649",37,67,74,33,35
"ENSMUSG00000110650",0,0,0,0,0
"ENSMUSG00000110651",0,0,0,0,0
"ENSMUSG00000110652",137,106,191,91,31
"ENSMUSG00000110653",1,0,1,0,0
"ENSMUSG00000110654",1,0,4,0,0
"ENSMUSG00000110655",0,0,0,0,0
"ENSMUSG00000110656",1,5,9,0,0
"ENSMUSG00000110657",0,2,2,0,0
"ENSMUSG00000110658",0,0,0,0,0
"ENSMUSG00000110659",0,0,0,0,0
"ENSMUSG00000110660",0,2,0,0,0
"ENSMUSG00000110661",1,0,0,0,0
"ENSMUSG00000110662",0,0,0,0,0
"ENSMUSG00000110663",5,2,0,0,0
"ENSMUSG00000110664",0,0,0,0,0
"ENSMUSG00000110665",0,0,0,0,0
"ENSMUSG00000110666",0,0,0,0,0
"ENSMUSG00000110667",0,0,0,0,0
"ENSMUSG00000110668",0,0,0,0,0
"ENSMUSG00000110669",81,59,89,47,38
"ENSMUSG00000110670",0,0,0,0,0
"ENSMUSG00000110671",0,0,0,0,0
"ENSMUSG00000110672",0,0,0,0,0
"ENSMUSG00000110673",0,0,0,1,0
"ENSMUSG00000110674",0,0,0,0,0
"ENSMUSG00000110675",0,0,0,0,0
"ENSMUSG00000110676",58,36,47,15,49
"ENSMUSG00000110677",23,12,36,8,15
"ENSMUSG00000110678",0,0,0,0,0
"ENSMUSG00000110679",7,3,12,9,6
"ENSMUSG00000110680",1,2,0,3,0
"ENSMUSG00000110681",0,0,0,0,0
"ENSMUSG00000110682",0,3,0,0,0
"ENSMUSG00000110683",0,0,0,0,0
"ENSMUSG00000110684",0,0,0,0,0
"ENSMUSG00000110685",0,1,5,0,0
"ENSMUSG00000110686",2,144,1,3,0
"ENSMUSG00000110687",0,0,0,0,0
"ENSMUSG00000110688",0,0,0,0,0
"ENSMUSG00000110689",0,0,0,0,0
"ENSMUSG00000110690",0,2,0,0,0
"ENSMUSG00000110691",2,0,0,0,0
"ENSMUSG00000110692",0,0,0,0,0
"ENSMUSG00000110693",0,0,0,0,0
"ENSMUSG00000110694",0,0,0,0,0
"ENSMUSG00000110695",0,0,0,0,0
"ENSMUSG00000110696",7,0,5,2,0
"ENSMUSG00000110697",10,10,18,17,11
"ENSMUSG00000110698",0,0,0,0,0
"ENSMUSG00000110699",1,3,6,0,0
"ENSMUSG00000110700",0,0,0,0,0
"ENSMUSG00000110701",0,0,0,0,0
"ENSMUSG00000110702",9,9,3,5,0
"ENSMUSG00000110703",0,0,0,0,0
"ENSMUSG00000110704",0,0,0,0,6
"ENSMUSG00000110705",0,0,0,0,0
"ENSMUSG00000110706",0,0,0,0,0
"ENSMUSG00000110707",0,0,0,0,0
"ENSMUSG00000110708",0,0,0,0,0
"ENSMUSG00000110709",0,0,0,0,0
"ENSMUSG00000110710",0,6,9,2,1
"ENSMUSG00000110711",12,0,19,2,9
"ENSMUSG00000110712",0,0,0,0,0
"ENSMUSG00000110713",0,0,0,0,0
"ENSMUSG00000110714",1,0,0,0,0
"ENSMUSG00000110715",2,1,6,1,1
"ENSMUSG00000110716",0,0,0,0,0
"ENSMUSG00000110717",0,0,0,0,0
"ENSMUSG00000110718",0,0,0,0,0
"ENSMUSG00000110719",0,0,0,0,0
"ENSMUSG00000110720",0,1,0,1,0
"ENSMUSG00000110721",0,0,0,0,0
"ENSMUSG00000110722",1,3,5,0,0
"ENSMUSG00000110723",0,0,0,0,0
"ENSMUSG00000110724",0,0,0,0,0
"ENSMUSG00000110725",0,0,0,0,0
"ENSMUSG00000110726",1,0,0,0,0
"ENSMUSG00000110727",0,0,0,0,0
"ENSMUSG00000110729",14,3,0,3,0
"ENSMUSG00000110730",4,2,7,4,0
"ENSMUSG00000110731",0,0,0,0,0
"ENSMUSG00000110732",0,0,0,0,0
"ENSMUSG00000110734",0,0,0,0,0
"ENSMUSG00000110735",0,0,0,0,0
"ENSMUSG00000110736",0,0,0,0,0
"ENSMUSG00000110737",0,0,0,0,0
"ENSMUSG00000110738",10,3,15,4,15
"ENSMUSG00000110739",0,0,0,0,0
"ENSMUSG00000110740",4,0,3,3,0
"ENSMUSG00000110741",0,0,0,0,0
"ENSMUSG00000110744",3,3,8,1,1
"ENSMUSG00000110745",0,0,0,0,0
"ENSMUSG00000110747",0,0,0,0,0
"ENSMUSG00000110748",0,0,0,0,0
"ENSMUSG00000110749",0,0,0,0,0
"ENSMUSG00000110750",4,0,0,0,0
"ENSMUSG00000110751",40,7,15,18,0
"ENSMUSG00000110752",2,0,0,0,0
"ENSMUSG00000110753",0,0,0,0,0
"ENSMUSG00000110754",0,0,0,0,0
"ENSMUSG00000110755",0,0,5,0,0
"ENSMUSG00000110756",0,0,0,0,0
"ENSMUSG00000110757",0,0,0,0,0
"ENSMUSG00000110758",0,0,0,0,0
"ENSMUSG00000110759",0,0,4,0,0
"ENSMUSG00000110760",0,1,0,0,0
"ENSMUSG00000110761",0,0,0,0,0
"ENSMUSG00000110762",0,0,0,0,0
"ENSMUSG00000110765",0,0,0,0,0
"ENSMUSG00000110766",0,0,0,0,0
"ENSMUSG00000110767",0,0,0,0,0
"ENSMUSG00000110768",13,12,20,4,7
"ENSMUSG00000110769",0,0,0,0,0
"ENSMUSG00000110770",0,0,0,0,0
"ENSMUSG00000110771",0,0,0,0,0
"ENSMUSG00000110772",8,3,5,4,0
"ENSMUSG00000110773",3,3,3,0,3
"ENSMUSG00000110774",1,2,10,0,0
"ENSMUSG00000110776",0,0,0,0,0
"ENSMUSG00000110778",0,0,0,0,0
"ENSMUSG00000110779",0,0,0,0,0
"ENSMUSG00000110780",0,0,0,0,0
"ENSMUSG00000110781",0,0,0,0,0
"ENSMUSG00000110782",0,0,0,0,0
"ENSMUSG00000110783",0,0,0,0,0
"ENSMUSG00000110784",0,0,0,0,0
"ENSMUSG00000110786",0,0,0,0,0
"ENSMUSG00000110787",0,0,0,0,0
"ENSMUSG00000110788",0,0,0,0,0
"ENSMUSG00000110789",0,0,0,0,0
"ENSMUSG00000110790",18,7,32,8,13
"ENSMUSG00000110791",5,1,2,1,0
"ENSMUSG00000110792",0,0,0,0,0
"ENSMUSG00000110793",0,0,0,0,0
"ENSMUSG00000110794",0,0,0,0,0
"ENSMUSG00000110795",0,0,0,0,0
"ENSMUSG00000110799",0,0,0,0,0
"ENSMUSG00000110801",0,0,0,0,0
"ENSMUSG00000110802",0,0,0,0,0
"ENSMUSG00000110803",0,0,1,0,0
"ENSMUSG00000110804",0,0,0,0,0
"ENSMUSG00000110808",0,0,0,0,0
"ENSMUSG00000110809",0,0,0,0,0
"ENSMUSG00000110810",0,0,0,0,0
"ENSMUSG00000110811",0,0,0,0,0
"ENSMUSG00000110812",0,0,0,0,0
"ENSMUSG00000110813",0,0,0,0,0
"ENSMUSG00000110814",0,0,0,0,0
"ENSMUSG00000110815",0,0,0,0,0
"ENSMUSG00000110816",0,0,0,0,0
"ENSMUSG00000110817",0,0,0,0,0
"ENSMUSG00000110819",0,0,0,0,0
"ENSMUSG00000110821",0,0,0,0,0
"ENSMUSG00000110822",0,0,0,0,0
"ENSMUSG00000110823",0,0,0,0,0
"ENSMUSG00000110824",0,0,0,0,0
"ENSMUSG00000110825",0,0,0,0,0
"ENSMUSG00000110826",1,0,0,0,0
"ENSMUSG00000110827",0,0,0,0,0
"ENSMUSG00000110828",0,0,0,0,0
"ENSMUSG00000110829",0,0,0,0,0
"ENSMUSG00000110830",19,16,53,13,6
"ENSMUSG00000110831",0,0,0,0,0
"ENSMUSG00000110832",0,0,0,0,0
"ENSMUSG00000110833",0,0,0,0,0
"ENSMUSG00000110834",259,203,532,235,101
"ENSMUSG00000110835",0,0,0,0,0
"ENSMUSG00000110836",0,0,0,0,0
"ENSMUSG00000110837",0,0,0,0,0
"ENSMUSG00000110838",0,0,0,1,0
"ENSMUSG00000110839",0,0,0,0,0
"ENSMUSG00000110840",0,1,0,0,0
"ENSMUSG00000110841",687,656,1120,617,337
"ENSMUSG00000110843",0,0,1,0,0
"ENSMUSG00000110844",0,0,1,3,0
"ENSMUSG00000110845",0,0,0,0,0
"ENSMUSG00000110846",0,0,0,0,0
"ENSMUSG00000110847",0,0,0,0,0
"ENSMUSG00000110848",0,0,0,0,0
"ENSMUSG00000110849",0,0,0,0,0
"ENSMUSG00000110851",0,0,0,0,0
"ENSMUSG00000110853",0,0,0,0,0
"ENSMUSG00000110854",0,0,0,0,0
"ENSMUSG00000110855",0,0,0,0,0
"ENSMUSG00000110856",0,0,0,0,0
"ENSMUSG00000110857",0,0,0,0,0
"ENSMUSG00000110858",0,0,0,0,0
"ENSMUSG00000110862",0,0,0,0,0
"ENSMUSG00000110863",8,9,18,4,14
"ENSMUSG00000110864",1,0,0,0,0
"ENSMUSG00000110865",0,0,0,0,0
"ENSMUSG00000110866",1,0,0,0,0
"ENSMUSG00000110867",1,0,0,1,0
"ENSMUSG00000110869",7,1,5,1,0
"ENSMUSG00000110870",0,0,0,0,0
"ENSMUSG00000110872",0,0,0,0,0
"ENSMUSG00000110873",0,0,0,0,0
"ENSMUSG00000110874",6,8,26,6,0
"ENSMUSG00000110875",0,0,0,0,0
"ENSMUSG00000110876",0,0,0,0,0
"ENSMUSG00000110877",2,0,0,0,0
"ENSMUSG00000110878",0,0,0,0,0
"ENSMUSG00000110879",0,0,0,0,0
"ENSMUSG00000110880",0,0,0,0,0
"ENSMUSG00000110881",0,0,0,0,0
"ENSMUSG00000110882",1,0,0,0,0
"ENSMUSG00000110884",0,0,0,0,0
"ENSMUSG00000110885",5,2,9,0,0
"ENSMUSG00000110886",0,0,0,0,0
"ENSMUSG00000110887",1,1,0,0,0
"ENSMUSG00000110888",0,0,5,0,0
"ENSMUSG00000110889",0,0,0,0,0
"ENSMUSG00000110891",0,0,0,0,0
"ENSMUSG00000110892",0,0,0,0,0
"ENSMUSG00000110893",0,0,1,0,0
"ENSMUSG00000110894",3,10,5,0,10
"ENSMUSG00000110895",8,5,3,3,0
"ENSMUSG00000110896",0,0,0,0,4
"ENSMUSG00000110897",0,0,0,0,0
"ENSMUSG00000110898",0,0,0,0,0
"ENSMUSG00000110899",2,1,8,2,2
"ENSMUSG00000110901",0,0,0,0,0
"ENSMUSG00000110902",11,4,33,12,3
"ENSMUSG00000110903",2,3,8,12,0
"ENSMUSG00000110905",0,0,0,0,0
"ENSMUSG00000110908",0,0,0,0,0
"ENSMUSG00000110909",0,0,0,0,0
"ENSMUSG00000110910",2,3,4,1,0
"ENSMUSG00000110911",0,0,0,0,0
"ENSMUSG00000110912",0,0,0,0,0
"ENSMUSG00000110913",0,0,0,0,0
"ENSMUSG00000110914",11,0,2,1,0
"ENSMUSG00000110915",0,0,0,0,0
"ENSMUSG00000110916",0,0,0,0,0
"ENSMUSG00000110917",0,2,0,0,0
"ENSMUSG00000110918",0,0,0,0,0
"ENSMUSG00000110919",0,0,0,0,0
"ENSMUSG00000110920",0,0,0,0,0
"ENSMUSG00000110922",14,0,11,1,2
"ENSMUSG00000110923",0,0,0,0,0
"ENSMUSG00000110924",0,0,2,0,0
"ENSMUSG00000110925",0,0,0,0,0
"ENSMUSG00000110926",3,0,0,1,0
"ENSMUSG00000110927",0,0,0,0,0
"ENSMUSG00000110928",1,4,6,1,0
"ENSMUSG00000110929",0,0,0,0,0
"ENSMUSG00000110930",0,0,0,0,0
"ENSMUSG00000110932",0,0,0,0,0
"ENSMUSG00000110935",2,0,0,0,0
"ENSMUSG00000110936",0,0,0,0,0
"ENSMUSG00000110937",0,0,0,0,0
"ENSMUSG00000110938",0,0,0,0,0
"ENSMUSG00000110940",0,0,0,0,0
"ENSMUSG00000110941",0,0,0,0,0
"ENSMUSG00000110942",0,0,0,0,0
"ENSMUSG00000110943",0,0,0,0,0
"ENSMUSG00000110944",0,0,0,0,0
"ENSMUSG00000110945",11,8,64,29,3
"ENSMUSG00000110946",0,0,0,0,0
"ENSMUSG00000110947",0,0,0,0,0
"ENSMUSG00000110949",41,21,57,17,21
"ENSMUSG00000110950",0,0,0,0,0
"ENSMUSG00000110951",0,0,0,0,0
"ENSMUSG00000110952",0,0,0,0,0
"ENSMUSG00000110953",0,0,0,0,0
"ENSMUSG00000110956",0,0,0,0,0
"ENSMUSG00000110957",0,0,0,0,0
"ENSMUSG00000110958",0,0,0,0,0
"ENSMUSG00000110959",0,2,3,1,0
"ENSMUSG00000110960",4,2,2,4,2
"ENSMUSG00000110962",1,0,0,0,0
"ENSMUSG00000110964",0,0,0,0,0
"ENSMUSG00000110966",0,0,0,0,0
"ENSMUSG00000110967",0,0,0,0,0
"ENSMUSG00000110968",0,1,8,3,0
"ENSMUSG00000110969",0,0,0,0,0
"ENSMUSG00000110970",0,0,0,0,0
"ENSMUSG00000110972",3,3,11,9,0
"ENSMUSG00000110973",0,0,0,0,0
"ENSMUSG00000110976",0,0,0,0,0
"ENSMUSG00000110977",0,0,0,0,0
"ENSMUSG00000110978",0,0,0,0,0
"ENSMUSG00000110980",55,36,64,26,31
"ENSMUSG00000110981",0,0,0,0,0
"ENSMUSG00000110982",0,0,0,0,0
"ENSMUSG00000110983",0,0,0,0,0
"ENSMUSG00000110984",0,0,0,0,0
"ENSMUSG00000110985",0,0,0,0,0
"ENSMUSG00000110986",0,0,0,0,0
"ENSMUSG00000110987",0,0,0,0,0
"ENSMUSG00000110988",0,0,0,0,0
"ENSMUSG00000110989",0,0,0,0,0
"ENSMUSG00000110991",0,0,0,0,0
"ENSMUSG00000110992",0,0,0,0,0
"ENSMUSG00000110993",14,6,36,4,3
"ENSMUSG00000110995",0,0,0,0,0
"ENSMUSG00000110996",0,0,0,0,0
"ENSMUSG00000110997",5,2,9,1,0
"ENSMUSG00000110998",0,0,0,0,0
"ENSMUSG00000110999",0,0,0,0,0
"ENSMUSG00000111000",17,12,22,9,5
"ENSMUSG00000111001",0,0,0,0,0
"ENSMUSG00000111002",0,0,0,0,0
"ENSMUSG00000111003",39,36,50,16,32
"ENSMUSG00000111004",0,0,0,0,0
"ENSMUSG00000111005",0,2,0,0,0
"ENSMUSG00000111006",0,0,0,0,0
"ENSMUSG00000111008",0,0,0,0,0
"ENSMUSG00000111010",0,0,0,0,0
"ENSMUSG00000111012",2,0,0,2,0
"ENSMUSG00000111013",0,0,0,0,0
"ENSMUSG00000111014",0,0,0,0,0
"ENSMUSG00000111015",0,0,0,0,0
"ENSMUSG00000111016",0,0,0,0,0
"ENSMUSG00000111017",8,14,8,6,0
"ENSMUSG00000111018",0,0,0,0,0
"ENSMUSG00000111019",9,3,0,0,0
"ENSMUSG00000111020",0,0,0,0,0
"ENSMUSG00000111021",0,0,0,0,0
"ENSMUSG00000111022",0,0,0,0,0
"ENSMUSG00000111023",0,0,0,0,0
"ENSMUSG00000111025",0,0,0,0,0
"ENSMUSG00000111027",7,2,3,3,2
"ENSMUSG00000111028",0,0,0,0,0
"ENSMUSG00000111029",0,0,0,0,0
"ENSMUSG00000111030",12,8,51,4,18
"ENSMUSG00000111031",0,0,0,0,0
"ENSMUSG00000111032",0,0,0,0,0
"ENSMUSG00000111033",0,0,0,0,0
"ENSMUSG00000111034",0,0,0,0,0
"ENSMUSG00000111035",0,1,0,0,0
"ENSMUSG00000111036",0,0,0,4,0
"ENSMUSG00000111037",0,0,0,0,0
"ENSMUSG00000111039",3,2,2,1,0
"ENSMUSG00000111041",0,0,0,0,0
"ENSMUSG00000111042",0,0,0,0,0
"ENSMUSG00000111043",0,0,0,0,0
"ENSMUSG00000111044",0,0,0,0,0
"ENSMUSG00000111045",0,0,0,0,0
"ENSMUSG00000111046",0,0,0,0,0
"ENSMUSG00000111047",1,0,0,0,0
"ENSMUSG00000111048",0,0,0,0,0
"ENSMUSG00000111049",0,0,0,0,0
"ENSMUSG00000111050",0,0,0,0,0
"ENSMUSG00000111051",0,0,0,0,0
"ENSMUSG00000111052",0,1,0,0,2
"ENSMUSG00000111053",0,0,0,0,0
"ENSMUSG00000111054",0,0,0,0,0
"ENSMUSG00000111055",65,34,61,42,34
"ENSMUSG00000111056",11,11,20,4,0
"ENSMUSG00000111057",0,0,0,0,0
"ENSMUSG00000111058",14,4,6,8,8
"ENSMUSG00000111059",0,0,0,0,0
"ENSMUSG00000111060",0,0,0,0,0
"ENSMUSG00000111061",0,0,0,0,0
"ENSMUSG00000111062",0,0,0,0,0
"ENSMUSG00000111063",47,35,55,20,16
"ENSMUSG00000111064",0,0,0,0,0
"ENSMUSG00000111065",5,0,1,5,6
"ENSMUSG00000111066",0,0,0,0,0
"ENSMUSG00000111067",11,5,17,0,0
"ENSMUSG00000111068",0,0,0,0,0
"ENSMUSG00000111069",0,0,0,2,0
"ENSMUSG00000111070",0,0,0,0,0
"ENSMUSG00000111071",0,0,0,0,0
"ENSMUSG00000111072",0,0,0,0,0
"ENSMUSG00000111073",0,0,0,0,0
"ENSMUSG00000111074",0,0,0,0,0
"ENSMUSG00000111075",0,0,0,0,0
"ENSMUSG00000111077",3,0,2,1,0
"ENSMUSG00000111078",0,0,0,0,0
"ENSMUSG00000111079",0,3,1,0,2
"ENSMUSG00000111080",1888,1848,2947,1566,978
"ENSMUSG00000111081",0,0,0,0,0
"ENSMUSG00000111082",27,11,23,7,2
"ENSMUSG00000111083",0,0,0,0,0
"ENSMUSG00000111084",0,0,0,0,0
"ENSMUSG00000111085",1,0,1,0,0
"ENSMUSG00000111086",2,0,0,0,0
"ENSMUSG00000111087",0,0,0,0,0
"ENSMUSG00000111088",6,16,14,7,6
"ENSMUSG00000111089",0,0,4,0,0
