"","Mmus_C57-6CR_LVR_FLT_Rep1_F58","Mmus_C57-6CR_LVR_FLT_Rep2_F64","Mmus_C57-6CR_LVR_GC_Rep1_G40","Mmus_C57-6CR_LVR_GC_Rep2_G44","Mmus_C57-6CR_LVR_VIV_Rep1_V14","Mmus_C57-6CR_LVR_VIV_Rep2_V9"
"ENSMUSG00000040350",261,174,296,253,358,310
"ENSMUSG00000040351",1052,1055,1310,1351,1484,1649
"ENSMUSG00000040354",1437,1514,1389,1751,1544,1584
"ENSMUSG00000040356",926,1173,1478,1634,1537,1560
"ENSMUSG00000040359",926,780,891,820,1250,1293
"ENSMUSG00000040363",304,470,525,622,396,521
"ENSMUSG00000040364",0,0,0,0,0,0
"ENSMUSG00000040365",419,538,503,670,719,756
"ENSMUSG00000040367",1,1,3,0,0,1
"ENSMUSG00000040370",2699,1792,2426,1390,1407,1549
"ENSMUSG00000040372",3,2,6,5,0,5
"ENSMUSG00000040373",0,0,0,0,0,0
"ENSMUSG00000040374",2392,1713,2270,1560,1819,1882
"ENSMUSG00000040380",2,1,15,6,3,2
"ENSMUSG00000040383",506,653,607,691,745,793
"ENSMUSG00000040385",4287,3661,5842,4165,3988,4180.62
"ENSMUSG00000040387",1,2,3,4,1,0
"ENSMUSG00000040389",54,58,72,76,64,67
"ENSMUSG00000040390",236,299,404,344,422,409
"ENSMUSG00000040396",1341,1170,982,984,1021,1008
"ENSMUSG00000040405",6.09,2,5,1,1,2.01
"ENSMUSG00000040407",1601,2307,2755,2223,2645,2689
"ENSMUSG00000040410",818,563,788,550,689,793
"ENSMUSG00000040412",15,18,11,12,14,18
"ENSMUSG00000040413",1990.91,1547,2908,3361,2556,2664.99
"ENSMUSG00000040414",388,363,367,338,464,461
"ENSMUSG00000040415",30,26,33,38,43,38
"ENSMUSG00000040420",13,9,15,9,9,11
"ENSMUSG00000040423",1364,1684,1207,1554,1788,1894
"ENSMUSG00000040424",0,0,0,1,2,1
"ENSMUSG00000040428",4,9,12,10,16,18
"ENSMUSG00000040429",41.69,40.5,68.36,55.79,31.06,43.08
"ENSMUSG00000040430",370,306,757,978,856,903
"ENSMUSG00000040432",34,45,21,29,47,27
"ENSMUSG00000040433",723,846,846,1016,1034,957
"ENSMUSG00000040434",8,6,5,2,3,8
"ENSMUSG00000040435",223,247,317,292,278,290
"ENSMUSG00000040441",10,7,20,20,53,81
"ENSMUSG00000040446",379,420,673,884,480,524
"ENSMUSG00000040447",236,294,426,461,421,437
"ENSMUSG00000040451",783,685,631,578,627,643
"ENSMUSG00000040452",0,0,0,0,0,0
"ENSMUSG00000040455",561,688,631,711,679,756
"ENSMUSG00000040456",0,1,0,0,0,0
"ENSMUSG00000040459",450,494,474,600,561,540
"ENSMUSG00000040462",4752,5095,4258,6779,6288,6012
"ENSMUSG00000040463",754,764,528,715,929,834
"ENSMUSG00000040464",803.72,647.93,718.05,569.35,588,561
"ENSMUSG00000040466",2555,1781,2388,2573,2562,2736
"ENSMUSG00000040467",0,0,0,0,0,0
"ENSMUSG00000040471",331,316,332,633,438,405
"ENSMUSG00000040472",317,372,556,637,790,751
"ENSMUSG00000040473",14,15,4,7,5,11
"ENSMUSG00000040478",0,0,0,0,0,0
"ENSMUSG00000040479",431,418,627,891,863,771
"ENSMUSG00000040481",627,904,817,1055,1064,1074
"ENSMUSG00000040482",174,178,211,254,209,217
"ENSMUSG00000040483",131,80,217,133,123,102
"ENSMUSG00000040485",0,0,0,0,0,0
"ENSMUSG00000040488",1147,1137,1295,1654,1374,1560
"ENSMUSG00000040489",0,1,0,3,2,0
"ENSMUSG00000040490",0,0,0,0,1,1
"ENSMUSG00000040495",0,0,0,0,1,0
"ENSMUSG00000040498",14,5,10,12,18,8
"ENSMUSG00000040502",7,4,9,13,14,12
"ENSMUSG00000040505",2613,1832,2132,1323,2108,2360
"ENSMUSG00000040506",490,576,538,660,639,659
"ENSMUSG00000040511",98,95,133,102,121,110
"ENSMUSG00000040514",0,0,0,0,0,0
"ENSMUSG00000040520",1276,977,685,701,739,771
"ENSMUSG00000040521",246,203,283,290,333,316
"ENSMUSG00000040522",41,35,67,104,93,113
"ENSMUSG00000040524",174,296,175,267,287,301
"ENSMUSG00000040525",145,118,269,217,204,156
"ENSMUSG00000040528",21,15,32,23,26,36
"ENSMUSG00000040532",603,554,595,605,689,777
"ENSMUSG00000040533",0,0,0,0,0,0
"ENSMUSG00000040536",567,580,870,643,601,525
"ENSMUSG00000040537",3,9,6,3,20,8
"ENSMUSG00000040540",0,0,1.12,0,0,2.24
"ENSMUSG00000040541",0,0,0,0,0,0
"ENSMUSG00000040543",1,1,5,3,4,2
"ENSMUSG00000040548",3450,4849,5577,6687,5339,5510
"ENSMUSG00000040549",432,448,518,778,640,665
"ENSMUSG00000040550",929,871,924.97,1167,1341,1328.96
"ENSMUSG00000040552",28,42,73,56,82,68
"ENSMUSG00000040554",1,1,0,0,0,1
"ENSMUSG00000040557",111,51,150,82,136,129
"ENSMUSG00000040560",833,1088,1020,1166,1157,1216
"ENSMUSG00000040562",902.76,630.13,1909.44,930.23,1768,2026.33
"ENSMUSG00000040563",13,9,11,21,17,21
"ENSMUSG00000040564",182138,142474,170214,141694,122887,133503
"ENSMUSG00000040565",1270,1290,1117,1370,1387,1369
"ENSMUSG00000040569",0,0,1,0,4,1
"ENSMUSG00000040570",14,19,18,19,13,13
"ENSMUSG00000040576",0,0,0,0,0,0
"ENSMUSG00000040583",4212.82,3666.96,2457.05,2211.49,2728.15,3059.09
"ENSMUSG00000040584",491.15,313.09,126.32,284.92,234.76,249.77
"ENSMUSG00000040586",164,118,112,108,128,120
"ENSMUSG00000040591",57,54,55,36,47,42
"ENSMUSG00000040592",40,18,49,32,24,23
"ENSMUSG00000040594",9,3,7,5,6,8
"ENSMUSG00000040596",132,273,355,491,291,252
"ENSMUSG00000040599",291,311,478,491,561,541
"ENSMUSG00000040600",0,0,0,0,1,0
"ENSMUSG00000040601",0,0,0,0,0,0
"ENSMUSG00000040605",233,183,212,290,293,279
"ENSMUSG00000040606",9,9,19,11,21,12
"ENSMUSG00000040610",0,0,0,0,0,0
"ENSMUSG00000040612",1876,2479,1135,1628,1884,1615
"ENSMUSG00000040613",185,195,272,268,289,251
"ENSMUSG00000040614",0,0,0,0,0,0
"ENSMUSG00000040616",71,67,123,123,120,91
"ENSMUSG00000040618",110,104,87,127,129,111
"ENSMUSG00000040620",377,470,664,523,797,750
"ENSMUSG00000040621",28,11,27,11,34,14
"ENSMUSG00000040624",161,191,245,259,285,273
"ENSMUSG00000040627",0,1,0,0,0,0
"ENSMUSG00000040629",0,0,0,0,0,0
"ENSMUSG00000040631",55,48,60,59,67,63
"ENSMUSG00000040632",0,0,0,0,0,0
"ENSMUSG00000040640",136,66,209,108,152,176
"ENSMUSG00000040648",2001,2247,1959,2265,2890,3269
"ENSMUSG00000040649",0,1,0,1,0,0
"ENSMUSG00000040650",0,1,0,0,0,0
"ENSMUSG00000040651",1128,1428,1533,1360,1311,1282
"ENSMUSG00000040652",463,446,592.99,571,593,679
"ENSMUSG00000040653",0,0,0,0,1,0
"ENSMUSG00000040657",0,0,0,0,0,0
"ENSMUSG00000040658",107,79,154,146,112,101
"ENSMUSG00000040659",681,626,556,1033,1004,1257
"ENSMUSG00000040660",9304.5,8631.7,9178.31,10225.47,8534.64,9667.22
"ENSMUSG00000040661",1270,2016,1379,1974,1875,2257
"ENSMUSG00000040663",5,2,13,5,7,13
"ENSMUSG00000040666",1,1,4,7,5,1
"ENSMUSG00000040667",745,643,707,758,813,793
"ENSMUSG00000040669",27,76,35,85,65,63
"ENSMUSG00000040675",113,85,23,73,86,80
"ENSMUSG00000040680",0,1,1,0,0,0
"ENSMUSG00000040681",2599.44,1902.85,2472.18,2652.21,2843.91,3079.29
"ENSMUSG00000040687",201,251,379,487,488,382
"ENSMUSG00000040688",506,496,455,503,504,512
"ENSMUSG00000040690",95,124,74,140,145,117
"ENSMUSG00000040693",5,0,2,1,0,0
"ENSMUSG00000040694",1,0,0,0,0,2
"ENSMUSG00000040697",330,388,302,448,491,424
"ENSMUSG00000040699",239,118,251,227,212,196
"ENSMUSG00000040701",51,49,49,56,58,52
"ENSMUSG00000040703",5,4,12,5,5,10
"ENSMUSG00000040705",0,0,0,0,0,0
"ENSMUSG00000040706",3815,3091,3280,3443,3197,2944
"ENSMUSG00000040710",68,47,106,92,81,59
"ENSMUSG00000040711",31,27,24,57,57,32
"ENSMUSG00000040712",142,233,174,210,193,250
"ENSMUSG00000040713",10395,10210,13374,10392,6766,7049
"ENSMUSG00000040714",9,4,3,7,5,2
"ENSMUSG00000040715",339.62,434.11,331.52,261.76,382.75,379.87
"ENSMUSG00000040717",20,19,17,19,36,28
"ENSMUSG00000040720",812,890,1066,1017,1052,1138
"ENSMUSG00000040721",51,104,80,148,52,61
"ENSMUSG00000040722",173,165,169,228,271,233
"ENSMUSG00000040723",247,284,307,377,296,320
"ENSMUSG00000040724",80,111,119,223,197,223
"ENSMUSG00000040725",890,1157,1193,1406,1399,1368
"ENSMUSG00000040726",0,0,0,0,0,0
"ENSMUSG00000040728",1,3,2,3,1,5
"ENSMUSG00000040729",13,7,5,2,9,10
"ENSMUSG00000040731",3563,3638,3423,4339,5061,4675
"ENSMUSG00000040732",228,225,354,250,405,419
"ENSMUSG00000040734",2,6,11,13,22,19
"ENSMUSG00000040738",390,422,472,589,548,569
"ENSMUSG00000040740",594,595,202,529,120,173
"ENSMUSG00000040746",590,555,681,696,640,538
"ENSMUSG00000040747",179,147,270,262,302,207
"ENSMUSG00000040749",27,11.03,23.34,24.12,27.25,15
"ENSMUSG00000040751",26,15,27,21,14,9
"ENSMUSG00000040752",0,0,0,0,0,0
"ENSMUSG00000040759",0,0,0,1,0,0
"ENSMUSG00000040760",286,296,332,265,461,365
"ENSMUSG00000040761",504,765,639,1001,606,737
"ENSMUSG00000040767",103,65,151,70,110,155
"ENSMUSG00000040770",0,0,0,0,0,0
"ENSMUSG00000040771",443,361,696,447,458,534
"ENSMUSG00000040774",2216,2070,1984,2364,2080,1924
"ENSMUSG00000040775",0,0,0,0,0,0
"ENSMUSG00000040782",1774.67,1674.29,1885.69,2016.86,2222.47,2296.07
"ENSMUSG00000040785",938,796,1132,1117,1242,1136
"ENSMUSG00000040794",12,12,14,14,9,10
"ENSMUSG00000040795",140,157,199,188,173,155
"ENSMUSG00000040797",0,0,0,0,1,0
"ENSMUSG00000040808",5,19,11,6,3,3
"ENSMUSG00000040809",3,8,7,3,0,1
"ENSMUSG00000040811",76,103,142,129,141,106
"ENSMUSG00000040812",0,5,2,1,0,1
"ENSMUSG00000040813",1173,1002,984,1296,1502,1495
"ENSMUSG00000040818",770,782,917,1021,1103,1182
"ENSMUSG00000040820",258,271,328,288,319,283
"ENSMUSG00000040822",1127,1007,1347,893,873,1074
"ENSMUSG00000040824",1130.3,715.41,1311.78,1024,1080.08,1108.41
"ENSMUSG00000040828",33,36,20,10,10,34
"ENSMUSG00000040829",19,38,39,54,60,50
"ENSMUSG00000040836",6,10,9,16,9,10
"ENSMUSG00000040838",0,1,3,2,2,2.02
"ENSMUSG00000040840",0,0,0,0,0,0
"ENSMUSG00000040841",26,34,47,60,57,55
"ENSMUSG00000040842",1568,1563,2077,2424,2453,2233
"ENSMUSG00000040843",511,406,457,418,482,453
"ENSMUSG00000040848",1498,1710,1983,2229,2203,2354
"ENSMUSG00000040850",3569,4434,4062,4951,4807,5457
"ENSMUSG00000040852",49,76,50,73,90,91
"ENSMUSG00000040855",1006,972,1143,1189,1327,1472
"ENSMUSG00000040856",0,0,0,0,0,0
"ENSMUSG00000040857",318,351,280,429,388,448
"ENSMUSG00000040859",1477,1700,1423,1651,1759,1731
"ENSMUSG00000040860",12,31,37,40,41,45
"ENSMUSG00000040865",396,635,581,784,700,771
"ENSMUSG00000040866",0,1,0,0,0,0
"ENSMUSG00000040867",0,0,0,0,0,0
"ENSMUSG00000040875",10,17,11,15,8,9
"ENSMUSG00000040877",50,55,76,77,99,58
"ENSMUSG00000040883",11706,8123,10438,8979,9638,9639
"ENSMUSG00000040888",1286,1137,1637,1307,1115,1229
"ENSMUSG00000040891",827,1065,1091,1192,1887,1548
"ENSMUSG00000040896",5,0,10,4,1,5
"ENSMUSG00000040899",0,3,4,1,2,1
"ENSMUSG00000040901",0,0,0,0,0,0
"ENSMUSG00000040904",23.59,18.78,37.7,16.59,24.17,34.34
"ENSMUSG00000040907",2,1,2,2,11,6
"ENSMUSG00000040913",179,190,270,238,245,219
"ENSMUSG00000040918",2657,2236,3694,3734,2928,3339
"ENSMUSG00000040919",0,0,1,0,0,0
"ENSMUSG00000040928",441,439,480,482,457,513
"ENSMUSG00000040929",59,114,140,120,104,94
"ENSMUSG00000040935",0,0,0,0,0,1
"ENSMUSG00000040936",4,5,10,11,4,5
"ENSMUSG00000040938",137,114,130,100,211,232
"ENSMUSG00000040940",213,327,342,366,367,407
"ENSMUSG00000040943",347,483,492,602,614,618
"ENSMUSG00000040945",234,333,383,550,622,562
"ENSMUSG00000040950",1,3,0,2,17,8.43
"ENSMUSG00000040952",10613.41,7540.1,12009.07,7030.78,8150.55,9736.72
"ENSMUSG00000040957",57,125,96,124,87,66
"ENSMUSG00000040963",3053,2941,2935,3708,3266,3488
"ENSMUSG00000040964",268,407,640,522,608,595
"ENSMUSG00000040966",0,1.01,0,0,0,2.03
"ENSMUSG00000040969",1,1,0,0,1,2
"ENSMUSG00000040972",1,0,0,0,2,1
"ENSMUSG00000040978",3,13,21,21,10,6
"ENSMUSG00000040985",12,7,15,1,8,5
"ENSMUSG00000040987",49,66,76,73,77,67
"ENSMUSG00000040990",55,51,60,91,94,116
"ENSMUSG00000040997",508,584,818,850,805,819
"ENSMUSG00000040998",28,40,8,15,11,6
"ENSMUSG00000041000",14,19,9,22,11,14
"ENSMUSG00000041009",0,0,0,0,0,0
"ENSMUSG00000041012",935,789,1145,783,802,689
"ENSMUSG00000041014",0,0,0,0,0,0
"ENSMUSG00000041020",0,1,0,0,1,0
"ENSMUSG00000041025",239.58,304,554.12,573,619.59,519
"ENSMUSG00000041028",9237,7526,7516,8107,7965,7644
"ENSMUSG00000041035",158,129,163,205,208,216
"ENSMUSG00000041037",268,524,464,754,785,772
"ENSMUSG00000041040",328,314,318,366,414,452
"ENSMUSG00000041044",276,357,335,280,220,150
"ENSMUSG00000041046",4,7,2,4,4,3
"ENSMUSG00000041052",0,0,0,0,0,0
"ENSMUSG00000041057",988,844,588,698,976,777
"ENSMUSG00000041058",3577.98,3086,2696,3473.98,4226,4698.97
"ENSMUSG00000041062",0,0,0,1,0,0
"ENSMUSG00000041064",3,0,5,8,1,1
"ENSMUSG00000041068",0,0,0,0,0,0
"ENSMUSG00000041073",0,1,1,1,0,2
"ENSMUSG00000041075",373,486,304,389,282,292
"ENSMUSG00000041078",35,45,45,52,71,34
"ENSMUSG00000041079",202.02,156,212,160,196,173
"ENSMUSG00000041084",1473,1039,2287,1792,2183,2080
"ENSMUSG00000041096",53,64,53,76,118,102
"ENSMUSG00000041112",49,64,63,79,74,66
"ENSMUSG00000041115",173,196,182,186,219,268
"ENSMUSG00000041117",56,66,69,76,101,90
"ENSMUSG00000041119",145,232,492,388,427,385
"ENSMUSG00000041120",5,1,16,9,49,14
"ENSMUSG00000041124",654,758,718,816,735,809
"ENSMUSG00000041126",783,527,782,706,634,681
"ENSMUSG00000041130",402,587,521,662,682,739
"ENSMUSG00000041132",2373,1798,2204,2125,1587,2452
"ENSMUSG00000041133",682,853,851,1114,1115,1038
"ENSMUSG00000041134",202.04,207.03,210.32,230.13,336.15,332.27
"ENSMUSG00000041135",126,147,148,135,147,125
"ENSMUSG00000041138",0,0,1,0,0,0
"ENSMUSG00000041141",0,0,0,0,0,0
"ENSMUSG00000041143",326,275,290,368,438,348
"ENSMUSG00000041144",24.82,15.83,11,16,16.94,5
"ENSMUSG00000041147",99,83,102,108,156,94
"ENSMUSG00000041153",71,67,68,83,56,78
"ENSMUSG00000041161",85,107,124,173,204,207
"ENSMUSG00000041164",81,162,112,215,176,187
"ENSMUSG00000041165",0,0,0,0,0,0
"ENSMUSG00000041168",2563,3175,2949,4406,4007,3439
"ENSMUSG00000041180",59,66,30,52,55,50
"ENSMUSG00000041187",91,99,168,152,137,154
"ENSMUSG00000041189",10,11,5,9,10,8
"ENSMUSG00000041193",3,0,0,2,3,1
"ENSMUSG00000041199",4,8,13,18,14,11
"ENSMUSG00000041202",0,0,0,0,0,0
"ENSMUSG00000041203",932,1137,1416,1505,1755,1602
"ENSMUSG00000041205",0,0,0,0,0,0
"ENSMUSG00000041215",207,254,284,329,298,344
"ENSMUSG00000041216",2,1,0,2,0,3
"ENSMUSG00000041219",44,51,49,54,71,65
"ENSMUSG00000041220",2514,782,7849,5508.98,16019.94,7963.96
"ENSMUSG00000041225",806,761,1189,982,943,975
"ENSMUSG00000041229",273,320,294,416,440,477
"ENSMUSG00000041231",842.52,811,749.95,986.86,938.34,921.15
"ENSMUSG00000041235",592,840,550,913,710,896
"ENSMUSG00000041236",900,974,1155,1102,1337,1317
"ENSMUSG00000041237",3651,2833,7546,5071,7818,5172
"ENSMUSG00000041238",430,326,285,317,323,415
"ENSMUSG00000041241",1574,1260,1236,1068,1153,1158
"ENSMUSG00000041245",4,1,0,2,1,1
"ENSMUSG00000041247",0,0,0,0,2,1
"ENSMUSG00000041248",0,0,0,0,0,0
"ENSMUSG00000041255",0,0,0,0,0,0
"ENSMUSG00000041258",483,623,721,802,757,836
"ENSMUSG00000041261",4644,3185,6249,4142,3616,3626
"ENSMUSG00000041263",71,73,78,121,121,129
"ENSMUSG00000041264",474,519,567,713,801,727
"ENSMUSG00000041268",1182,1323,1163,1325,1300,1715
"ENSMUSG00000041272",332,332,163,184,211,173
"ENSMUSG00000041278",808,593,508,629,606,667
"ENSMUSG00000041287",0,0,0,0,0,0
"ENSMUSG00000041293",122,54,155,123,266,167
"ENSMUSG00000041297",934,1084,987,1118,1061,1164
"ENSMUSG00000041298",108.03,155.31,212,266.54,239,248
"ENSMUSG00000041301",2,3,3,5,7,4
"ENSMUSG00000041303",681,554,651,569,644,561
"ENSMUSG00000041308",353,457,476,594,691,663
"ENSMUSG00000041309",0,0,0,0,0,0
"ENSMUSG00000041313",39,29,28,37,39,37
"ENSMUSG00000041319",96,110,134,119,116,105
"ENSMUSG00000041323",0,3,2,4,1,6
"ENSMUSG00000041324",90,113,237,193,323,243
"ENSMUSG00000041328",1108,964,933,1144,881,922
"ENSMUSG00000041329",1,3,0,9,3,2
"ENSMUSG00000041333",0,0,0,0,0,0
"ENSMUSG00000041341",1005,1473,1386,1817,1403,1631
"ENSMUSG00000041343",12,21,17,24,31,34
"ENSMUSG00000041346",85,98,156,181,173,147
"ENSMUSG00000041347",0,0,0,0,0,0
"ENSMUSG00000041351",54,39,41,30,56,41
"ENSMUSG00000041353",170,164,397,199,294,317
"ENSMUSG00000041354",174,169,236,274,269,282
"ENSMUSG00000041355",1999,1460,1811,1951,2202,2131
"ENSMUSG00000041358",0,0,0,0,0,0
"ENSMUSG00000041359",0,0,0,0,0,0
"ENSMUSG00000041360",632,619.99,570,597,651,655.98
"ENSMUSG00000041361",139,108,84,140,115,153
"ENSMUSG00000041362",489,685,509,627,694,516
"ENSMUSG00000041372",10,14,30,24,25,10
"ENSMUSG00000041375",145,204,232,238,221,227
"ENSMUSG00000041377",0,0,0,0,0,0
"ENSMUSG00000041378",202,173,276,275,251,229
"ENSMUSG00000041380",0,0,0,0,0,0
"ENSMUSG00000041390",388,452,589,444,502,458
"ENSMUSG00000041396",97,87,132,86,66,70
"ENSMUSG00000041399",0,0,0,0,0,0
"ENSMUSG00000041406",8,4,18,19,20,17
"ENSMUSG00000041408",3260,3798,3004,3518,3642,3638
"ENSMUSG00000041415",868,1399,1057,1329,1498,1477
"ENSMUSG00000041417",2999,3362,2393,4049,5322,5890
"ENSMUSG00000041420",15,20,23,23,23,25
"ENSMUSG00000041423",2,1,2,3,3,5
"ENSMUSG00000041426",3205,1923,2760,1681,2011,2121
"ENSMUSG00000041429",24,57,130,134,92,99
"ENSMUSG00000041431",15,12,10,24,23,7
"ENSMUSG00000041438",383,330,313,390,419,367
"ENSMUSG00000041439",148,204,274,353,348,268
"ENSMUSG00000041440",8,24,7,20,19,11
"ENSMUSG00000041444",451,594,709,923,855,957
"ENSMUSG00000041445",508,402,487,615,520,563
"ENSMUSG00000041449",1.01,2.03,10.13,7.06,8.12,16.07
"ENSMUSG00000041453",7045.16,5807.35,7967.91,6811.34,6593.87,6858.18
"ENSMUSG00000041459",690,861,1116.99,1343,986,1071.99
"ENSMUSG00000041460",0,2,0,0,0,0
"ENSMUSG00000041468",2,0,0,0,0,2
"ENSMUSG00000041471",3745,3748,3091,3344,2791,3602
"ENSMUSG00000041476",0,0,0,0,2,0
"ENSMUSG00000041477",30,36,59,40,41,38
"ENSMUSG00000041479",13,10,12,6,25,15
"ENSMUSG00000041481",325.15,239.89,441.7,327.42,406.22,211.94
"ENSMUSG00000041482",180,242,175,235,178,240
"ENSMUSG00000041483",763,933,898,1074,1174,1269
"ENSMUSG00000041488",71,84,65,79,66,80
"ENSMUSG00000041491",38,39,51,63,55,50
"ENSMUSG00000041498",8,5,4,13,11,0
"ENSMUSG00000041505",0,0,0,0,0,0
"ENSMUSG00000041506",147,146,208,176,203,151
"ENSMUSG00000041512",0,0,0,0,0,0
"ENSMUSG00000041515",345,208,235,344,309,282
"ENSMUSG00000041523",0,0,0,0,0,0
"ENSMUSG00000041528",612,767,1020,1045,1142,1318
"ENSMUSG00000041530",193.87,370.9,610.99,632.42,682.91,723.61
"ENSMUSG00000041534",0,0,0,0,0,1
"ENSMUSG00000041536",1,0,0,0,2,4
"ENSMUSG00000041538",29,18,45,13,18,12
"ENSMUSG00000041540",273,309,471,407,478,388
"ENSMUSG00000041544",0,0,0,0,0,0
"ENSMUSG00000041548",9770,7997,6754,8039,6565,7016
"ENSMUSG00000041550",19,4,0,4,18,26
"ENSMUSG00000041552",0,0,0,0,1,0
"ENSMUSG00000041556",0,3,2,6,3,3
"ENSMUSG00000041559",10,6,14,16,34,16
"ENSMUSG00000041560",2045,1543,1620,1445,1646,1500
"ENSMUSG00000041565",0,0,0,1,0,0
"ENSMUSG00000041566",5,7,2,5,5,2
"ENSMUSG00000041567",262,165,698,159,981,1257
"ENSMUSG00000041570",791,1071,927,1204,1202,1228
"ENSMUSG00000041571",1116,843,1345,1144,1096,1218
"ENSMUSG00000041577",420,595,520,668,533,671
"ENSMUSG00000041578",0,1,0,0,0,0
"ENSMUSG00000041583",0,0,0,0,0,0
"ENSMUSG00000041592",23,22,6,22,16,41
"ENSMUSG00000041594",117,80,159,137,216,201
"ENSMUSG00000041596",24,12,42.98,53,59,38.98
"ENSMUSG00000041598",638,849,1138,1260,1109,1172
"ENSMUSG00000041605",0,1,0,0,0,0
"ENSMUSG00000041607",18,18,22,35,38,20
"ENSMUSG00000041608",0,0,0,0,0,2
"ENSMUSG00000041609",10,26,27,31,26,32
"ENSMUSG00000041616",0,0,0,0,0,0
"ENSMUSG00000041617",0,0,0,0,0,1
"ENSMUSG00000041620",0,0,0,0,0,0
"ENSMUSG00000041623",56,73,79,95,98,96
"ENSMUSG00000041624",72,82,150,85,102,136
"ENSMUSG00000041625",1269,1114,2278,1619,1828,2041
"ENSMUSG00000041629",504,406,579,449,508,583
"ENSMUSG00000041632",350,293,488,486,609,516
"ENSMUSG00000041633",120,103,84,121,147,114
"ENSMUSG00000041638",902,1288,1149.61,1661,1504,1413
"ENSMUSG00000041642",81,70,82,134,111,97
"ENSMUSG00000041644",0,0,0,0,0,2
"ENSMUSG00000041645",934,1031,962,1073,1103,1004
"ENSMUSG00000041649",0,0,1,2,3,0
"ENSMUSG00000041650",1889,1544,1695,1248,1349,1605
"ENSMUSG00000041653",113,53,521,182,346,318.96
"ENSMUSG00000041654",486,423,504,468,607,579
"ENSMUSG00000041658",11,9,5,16,10,4
"ENSMUSG00000041660",8320,5347,5257,4461,4777,4668
"ENSMUSG00000041669",0,0,0,0,0,0
"ENSMUSG00000041670",0,0,2,1,2,0
"ENSMUSG00000041671",271,219,279,220,268,232
"ENSMUSG00000041673",8,0,3,3,3,1
"ENSMUSG00000041674",0,1,1,1,2,0
"ENSMUSG00000041679",41,45,33,45,35,50
"ENSMUSG00000041681",0,0,0,0,0,0
"ENSMUSG00000041684",435,374,547,407,425,493
"ENSMUSG00000041685",886.47,801.38,707.2,714.38,673.18,639.22
"ENSMUSG00000041688",211,295,299,331,342,405
"ENSMUSG00000041695",21,9,19,19,27,25
"ENSMUSG00000041696",3,3,5,3,18,3
"ENSMUSG00000041697",4066,3217,4334,3813,3873,4225
"ENSMUSG00000041698",1242.41,595.88,4991.8,3080.26,8835.93,9246.71
"ENSMUSG00000041700",0,0,1,0,0,0
"ENSMUSG00000041702",650,776,822,923,998,1029
"ENSMUSG00000041703",0,0,0,0,0,1
"ENSMUSG00000041707",27,11,33,33,25,28
"ENSMUSG00000041708",0,0,0,1,0,1
"ENSMUSG00000041710",0,0,0,0,0,0
"ENSMUSG00000041712",781,673,674,763,650,646
"ENSMUSG00000041716",78.27,75.71,72.32,68.47,62.41,61.82
"ENSMUSG00000041718",185,127,219,135.58,173,187
"ENSMUSG00000041720",1280,1506,1143,1632,1433,1524
"ENSMUSG00000041722",0,1,2,0,0,0
"ENSMUSG00000041729",28,25,36,33,42,42
"ENSMUSG00000041730",0,0,0,0,0,0
"ENSMUSG00000041731",25,28,46,42,110,57
"ENSMUSG00000041733",749,682,716,786,806,791
"ENSMUSG00000041734",83,110,76,89,106,95
"ENSMUSG00000041735",0,0,0,0,0,0
"ENSMUSG00000041736",1856,1341,1631,1655,1750,1680
"ENSMUSG00000041737",7,6,2,0,69,1
"ENSMUSG00000041740",1119,1884,1430,2202,1966,2243
"ENSMUSG00000041741",173,165,194,225,238,220
"ENSMUSG00000041747",273,261,241,334,348,287
"ENSMUSG00000041750",3.21,4.38,5.49,4.39,5.37,6.48
"ENSMUSG00000041754",6,5,13,5,0,0
"ENSMUSG00000041757",910,1217,928,1296,1084,1175
"ENSMUSG00000041762",769,537,481,905,900,866
"ENSMUSG00000041763",1115,1061,1075,1111,1356,1181
"ENSMUSG00000041765",572,556,524,733,749,766
"ENSMUSG00000041769",2349,1692,958,851,902,850
"ENSMUSG00000041771",0,0,0,0,0,0
"ENSMUSG00000041773",395,417,101,176,176,127
"ENSMUSG00000041774",1,3,2,1,5,1
"ENSMUSG00000041775",86,87,86,94,94,70
"ENSMUSG00000041777",266.81,201.75,247.79,257.95,228,200.79
"ENSMUSG00000041779",231,399,140,188,201,186
"ENSMUSG00000041781",729,876,846,918,1022,1035
"ENSMUSG00000041782",22,69,76,65,133,108
"ENSMUSG00000041789",0,1,1,0,3,2
"ENSMUSG00000041791",0,0,0,0,0,0
"ENSMUSG00000041794",21,23,5,18,23,28
"ENSMUSG00000041797",148,162,202,288.03,293,353
"ENSMUSG00000041798",2630,3296,4340,6694,9111,9927
"ENSMUSG00000041801",48,44,28,33,81,31
"ENSMUSG00000041805",0,0,0,0,0,0
"ENSMUSG00000041809",8,3,1,5,7,5
"ENSMUSG00000041815",710,865,887,1181,1019,996
"ENSMUSG00000041817",2,2,3,4,4,1
"ENSMUSG00000041827",101,72,207,215,206,155
"ENSMUSG00000041828",3965.86,2914.34,3029.07,5295.2,5965.41,4484
"ENSMUSG00000041831",4.05,10,11,18,4,4.52
"ENSMUSG00000041836",38,47,43,64,57,36
"ENSMUSG00000041837",149,179,214,238,225,272
"ENSMUSG00000041840",187,73,139,95,138,142
"ENSMUSG00000041841",6342.96,5255.39,8095.79,5670.71,6593.15,7529.93
