"","Mmus_C57-6J_LVR_DI_1y_Rep1","Mmus_C57-6J_LVR_DI_1y_Rep2","Mmus_C57-6J_LVR_DI_1y_Rep3","Mmus_C57-6J_LVR_LN2_1y_Rep1","Mmus_C57-6J_LVR_LN2_1y_Rep2","Mmus_C57-6J_LVR_LN2_1y_Rep3","Mmus_C57-6J_LVR_LN2_3d_Rep1","Mmus_C57-6J_LVR_LN2_3d_Rep2","Mmus_C57-6J_LVR_LN2_3d_Rep3"
"ENSMUSG00000113521",1.13,0,1.12,1.09,0,0,0,0,4.53
"ENSMUSG00000113522",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113523",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113524",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113526",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113527",4,7,3,2,3,0,7,0,0
"ENSMUSG00000113528",0,3,1,5,0,2,3,1,0
"ENSMUSG00000113529",7,17,10,10,10,18,5,4,4
"ENSMUSG00000113530",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113531",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113532",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113533",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113534",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113535",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113536",3,11.03,3,6.01,8,6,12.28,24.78,12
"ENSMUSG00000113537",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113538",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113539",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113540",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113541",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113542",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113543",67,57,44,37,52,51,82,54,81
"ENSMUSG00000113544",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113545",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113546",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113547",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113548",0,3,0,0,0,0,0,0,0
"ENSMUSG00000113549",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113550",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113551",0,0,0,0,0,0,1,0,0
"ENSMUSG00000113552",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113553",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113554",0,0,0,0,1,1,0,0,2
"ENSMUSG00000113555",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113556",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113557",0,0,0,0,0,1,0,0,0
"ENSMUSG00000113558",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113559",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113560",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113561",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113562",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113563",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113564",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113565",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113566",0,1.24,0,0,0,0,0,0,0
"ENSMUSG00000113567",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113568",0,0.81,0,0,0,0,0,0,0
"ENSMUSG00000113569",1.07,0,1.04,1.08,0,0,1.09,0,2.19
"ENSMUSG00000113570",2.01,0,1,1,0,1.01,0,1,0
"ENSMUSG00000113571",0,2,1,0,0,1,1,1,0
"ENSMUSG00000113572",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113573",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113574",0,0,1,0,0,0,0,0,0
"ENSMUSG00000113575",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113576",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113577",0,0,0,0,0,0,0,0,1.01
"ENSMUSG00000113578",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113579",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113580",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113581",35,16,20,23,51,35,21,17,20
"ENSMUSG00000113582",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113583",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113584",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113585",18,18,12,16,19,5,11,18,19
"ENSMUSG00000113586",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113587",1,5,2,2,0,2,1,3,3
"ENSMUSG00000113588",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113589",0,0,1,0,0,0,0,0,1
"ENSMUSG00000113590",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113591",0,3.08,0,0,0,0,1.03,0,0
"ENSMUSG00000113592",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113593",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113594",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113595",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113596",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113597",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113598",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113599",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113600",0,0,2.5,0,2.65,5.49,3.08,0,2.29
"ENSMUSG00000113601",0,0,0,0,0,0,2,0,1
"ENSMUSG00000113602",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113603",0,1,0,3,0,5,1,12,4
"ENSMUSG00000113604",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113605",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113606",224.97,198.6,233.61,283.12,187.93,178.46,187.68,192.34,147.92
"ENSMUSG00000113607",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113608",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113609",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113610",0,0,0,0,0,0,1,0,0
"ENSMUSG00000113611",0,3.18,0,0,2.7,0,0,2.35,0
"ENSMUSG00000113612",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113613",8,7,7,5,9,9,7,4,7
"ENSMUSG00000113614",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113615",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113616",2,7,2,18,3,5,3,9,2
"ENSMUSG00000113617",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113618",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113619",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113620",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113621",1,0,0,0,1,0,0,0,2
"ENSMUSG00000113622",32.92,28.63,16.51,42.57,29.46,51.14,32.32,23.36,35.66
"ENSMUSG00000113623",0,0,0,0,0,0,1.14,0,0
"ENSMUSG00000113624",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113625",6.11,0,0,0,0,0,7.24,0,0
"ENSMUSG00000113626",5.38,2,0,7.51,1.09,1.14,4.21,0,1
"ENSMUSG00000113627",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113628",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113629",8,21,17,17,7,28,12,14,13
"ENSMUSG00000113630",9,12,1,18,9,1,30,7,6
"ENSMUSG00000113631",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113632",0,0,0,0,1.05,0,0,0,0
"ENSMUSG00000113633",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113634",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113635",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113636",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113637",166.15,608.41,721.52,1099.72,344.34,347.23,143.9,366.36,225.57
"ENSMUSG00000113638",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113639",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113640",8,11,10.16,18.18,13,8.35,13.78,22.23,4
"ENSMUSG00000113641",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113642",0,1.44,1.66,4.03,0,0,5.54,0,0
"ENSMUSG00000113643",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113644",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113645",0,0,1,0,0,0,0,0,0
"ENSMUSG00000113646",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113647",1,0,2,3,0,2,0,0,0
"ENSMUSG00000113648",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113649",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113650",2,2,0,3,0,1,1,2,0
"ENSMUSG00000113651",1.29,3.46,4.6,3.52,4.64,9.33,7.01,6.85,3.44
"ENSMUSG00000113652",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113653",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113654",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113655",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113656",0,0,0,0,1,0,1,0,0
"ENSMUSG00000113657",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113658",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113659",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113660",38.25,45.01,51.16,70.68,32.85,31.7,75.32,77.76,43.88
"ENSMUSG00000113661",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113662",21,8,4,5,4,7,17,3,10
"ENSMUSG00000113663",0,0,0,2,0,0,0,0,0
"ENSMUSG00000113664",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113665",0,0,0,2,0,0,1,0,0
"ENSMUSG00000113666",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113667",0,2,0,0,0,0,1,0,1
"ENSMUSG00000113668",1.25,1.2,0,0,0,1.23,0,0,2.41
"ENSMUSG00000113669",12,12,11,7,8,2,7,10,7
"ENSMUSG00000113670",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113671",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113672",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113673",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113674",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113675",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113676",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113677",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113678",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113679",3,0,1,0,0,0,1,0,0
"ENSMUSG00000113680",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113681",0,0,0,0,0,3.37,0,0,0
"ENSMUSG00000113682",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113683",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113684",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113685",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113686",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113687",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113688",0,0,1,0,0,0,0,1,0
"ENSMUSG00000113689",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113690",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113691",0,3.39,8,1.09,0,0,0,0,1.35
"ENSMUSG00000113692",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113693",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113694",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113695",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113696",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113697",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113698",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113699",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113700",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113701",0,0,0,3,0,0,0,0,0
"ENSMUSG00000113702",0,1,0,2,0,0,0,0,0
"ENSMUSG00000113703",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113704",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113705",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113706",0,0,0,0,1.26,0,0,0,0
"ENSMUSG00000113707",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113708",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113709",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113710",0,0,0,1,0,0,0,0,0
"ENSMUSG00000113711",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113712",0,1,0,2,0,0,2,0,0
"ENSMUSG00000113713",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113714",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113715",0,1.06,0,0,0,0,0,0,0
"ENSMUSG00000113716",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113717",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113718",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113719",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113720",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113721",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113722",6,6,1,3,6,4,6,6,7
"ENSMUSG00000113723",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113724",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113725",1,0,0,0,2,1,0,1,0
"ENSMUSG00000113726",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113727",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113728",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113729",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113730",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113731",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113732",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113733",0,0,0,0,0,0,0,0,1
"ENSMUSG00000113734",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113735",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113736",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113737",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113738",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113739",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113740",0,0,1,1,0,0,0,0,0
"ENSMUSG00000113741",0,1,0,3,1,1,1,2,2
"ENSMUSG00000113742",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113743",0,1.33,1.44,0,0,1.39,1.36,0,2.71
"ENSMUSG00000113744",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113745",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113746",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113747",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113748",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113749",0,0,0,0,0,0,0,2.29,0
"ENSMUSG00000113750",1.56,0,0,1.5,5.01,0,0,1.66,0
"ENSMUSG00000113751",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113752",2,0,0,0,2,0,1,0,1
"ENSMUSG00000113753",13.16,5.9,7.34,14.71,35.69,11.83,7.16,10.53,10.37
"ENSMUSG00000113754",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113755",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113756",0,0,0,0,1.88,0,0,0,0
"ENSMUSG00000113757",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113758",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113759",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113760",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113761",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113762",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113763",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113764",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113765",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113766",0,0,0,2,0,0,0,0,0
"ENSMUSG00000113767",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113768",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113769",147,137,98,129,119,160,172,97,123
"ENSMUSG00000113770",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113771",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113772",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113773",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113774",0,1,1,2,0,2,0,2,2
"ENSMUSG00000113775",1,2,0,0,3,2,2,2,1
"ENSMUSG00000113776",0,0,0,0,0,0,2,0,0
"ENSMUSG00000113777",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113778",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113779",3,0,0,0,0,0,2,0,0
"ENSMUSG00000113780",1,2,0,7,1,1,1,3,5
"ENSMUSG00000113781",0,1,0,1,0,0,0,0,0
"ENSMUSG00000113782",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113783",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113784",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113785",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113786",56.65,44.79,34.15,69.22,59.92,51.62,32.55,34.1,62.87
"ENSMUSG00000113787",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113788",15,3,12,16,2,8,11,18,10
"ENSMUSG00000113789",0,0,1,1,0,0,2,1,1
"ENSMUSG00000113790",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113791",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113792",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113793",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113794",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113795",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113796",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113797",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113798",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113799",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113800",20.51,16.81,14.18,32.05,21.71,8.02,30.61,27.55,30.53
"ENSMUSG00000113801",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113802",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113803",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113804",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113805",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113806",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113807",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113808",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113809",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113810",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113811",24.71,27.44,9.86,24.63,27.38,17.55,24.27,22.29,12.51
"ENSMUSG00000113812",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113813",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113814",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113815",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113816",1,1,0,0,2,0,0,0,0
"ENSMUSG00000113817",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113818",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113819",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113820",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113821",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113822",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113823",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113824",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113825",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113826",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113827",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113828",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113829",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113830",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113831",35,50,50,48,38,58,88,65,48
"ENSMUSG00000113832",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113833",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113834",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113835",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113836",13.3,15.35,5.92,7.3,10.85,19.07,20.85,12.2,18.36
"ENSMUSG00000113837",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113838",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113840",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113841",1,2,3,1,4,5,5,1,5
"ENSMUSG00000113842",0,0,0,2,0,1,0,0,0
"ENSMUSG00000113843",1.32,0,0,3.02,0,0,2.8,1.35,2.68
"ENSMUSG00000113844",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113845",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113846",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113847",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113848",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113849",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113850",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113851",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113852",8,3,5,5,2,5,5,11,3
"ENSMUSG00000113853",1,1,2,5,0,0,1,5,0
"ENSMUSG00000113854",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113855",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113856",1,1,0,0,0,0,3,1,0
"ENSMUSG00000113857",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113858",0,0,0,1,0,0,0,0,0
"ENSMUSG00000113859",2.39,1.13,2.31,2.33,8.56,0,3.37,1.13,2.97
"ENSMUSG00000113860",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113861",0,0,0,1.44,0,0,0,1.43,0
"ENSMUSG00000113862",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113863",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113864",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113865",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113866",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113867",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113868",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113869",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113870",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113871",0,0,0,0,0,0,2,0,3
"ENSMUSG00000113872",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113873",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113874",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113875",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113876",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113877",0,2,1,4,3,1,1,4,2
"ENSMUSG00000113878",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113879",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113880",0,0,0,0,0,1,0,1,1
"ENSMUSG00000113881",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113882",0,0,0,1,0,0,0,0,0
"ENSMUSG00000113883",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113884",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113885",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113886",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113887",1,0,0,0,0,0,1,0,0
"ENSMUSG00000113888",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113889",0,0,1,0,0,0,0,0,0
"ENSMUSG00000113890",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113891",1,2,1,4,3,0,5,0,4
"ENSMUSG00000113892",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113893",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113894",0,5,0,5,0,0,0,6,2
"ENSMUSG00000113895",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113896",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113897",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113898",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113899",0,0,0,0,0,0,0,1.34,1.46
"ENSMUSG00000113900",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113901",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113902",1140,987,970,1328,914,919,844,1064,971
"ENSMUSG00000113903",0,0,0,1,0,0,0,1,2
"ENSMUSG00000113904",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113905",2,0,0,0,0,0,1,0,0
"ENSMUSG00000113906",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113907",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113908",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113909",0,0,0,1,0,0,0,0,1
"ENSMUSG00000113910",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113911",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113912",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113913",0,0,0,2,0,0,0,0,0
"ENSMUSG00000113914",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113915",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113916",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113917",1,0,0,1,0,0,0,1,0
"ENSMUSG00000113918",21,18,14,14,21,14,11,13,16
"ENSMUSG00000113919",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113920",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113921",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113922",0,0,0,0,0,0,0,1,0
"ENSMUSG00000113923",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113924",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113925",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113926",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113927",3,4,0,3,0,0,0,2,0
"ENSMUSG00000113928",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113929",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113930",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113931",0,0,1.14,0,2.27,0,1.12,0,0
"ENSMUSG00000113932",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113933",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113934",0,1,0,0,0,0,0,0,0
"ENSMUSG00000113935",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113936",0,1.21,4.7,2.39,0,1.2,0,1.19,0
"ENSMUSG00000113937",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113938",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113939",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113940",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113941",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113942",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113943",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113944",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113945",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113946",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113947",0,0,0,0,0,1,0,0,0
"ENSMUSG00000113948",972.49,426.35,0,1064.45,268.46,0,98.84,741.21,383.69
"ENSMUSG00000113949",733,762,717.66,1000.43,710,623.86,702.23,779.52,803
"ENSMUSG00000113950",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113951",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113952",0,0,0,0,0,0,0,0,0
"ENSMUSG00000113953",0,0,0,0,0,0,0,0,0
