human_symbol_hgnc,human_ensembl,mouse_ensembl
CDKN2B,ENSG00000147883,ENSMUSG00000073802
CDKN2C,ENSG00000123080,ENSMUSG00000028551
CDKN2D,ENSG00000129355,ENSMUSG00000096472
CDKN3,ENSG00000100526,ENSMUSG00000037628
CDNF,ENSG00000185267,ENSMUSG00000039496
CDO1,ENSG00000129596,ENSMUSG00000033022
CDON,ENSG00000064309,ENSMUSG00000038119
CDPF1,ENSG00000205643,ENSMUSG00000064284
CDR2,ENSG00000140743,ENSMUSG00000030878
CDR2L,ENSG00000109089,ENSMUSG00000050910
CDS1,ENSG00000163624,ENSMUSG00000029330
CDS2,ENSG00000101290,ENSMUSG00000058793
CDSN,ENSG00000204539,ENSMUSG00000039518
CDT1,ENSG00000167513,ENSMUSG00000006585
CDV3,ENSG00000091527,ENSMUSG00000032803
CDX1,ENSG00000113722,ENSMUSG00000024619
CDX2,ENSG00000165556,ENSMUSG00000029646
CDX4,ENSG00000131264,ENSMUSG00000031326
CDYL2,ENSG00000166446,ENSMUSG00000031758
CEACAM16,ENSG00000213892,ENSMUSG00000014686
CEACAM18,ENSG00000213822,ENSMUSG00000030472
CEACAM19,ENSG00000186567,ENSMUSG00000049848
CEACAM20,ENSG00000273777,ENSMUSG00000070777
CEBPA,ENSG00000245848,ENSMUSG00000034957
CEBPB,ENSG00000172216,ENSMUSG00000056501
CEBPD,ENSG00000221869,ENSMUSG00000071637
CEBPE,ENSG00000092067,ENSMUSG00000052435
CEBPG,ENSG00000153879,ENSMUSG00000056216
CEBPZ,ENSG00000115816,ENSMUSG00000024081
CEBPZOS,ENSG00000218739,ENSMUSG00000062691
CECR2,ENSG00000099954,ENSMUSG00000071226
CEL,ENSG00000170835,ENSMUSG00000026818
CELA1,ENSG00000139610,ENSMUSG00000023031
CELF1,ENSG00000149187,ENSMUSG00000005506
CELF2,ENSG00000048740,ENSMUSG00000002107
CELF3,ENSG00000159409,ENSMUSG00000028137
CELF4,ENSG00000101489,ENSMUSG00000024268
CELF5,ENSG00000161082,ENSMUSG00000034818
CELF6,ENSG00000140488,ENSMUSG00000032297
CELSR1,ENSG00000075275,ENSMUSG00000016028
CELSR2,ENSG00000143126,ENSMUSG00000068740
CELSR3,ENSG00000008300,ENSMUSG00000023473
CEMIP,ENSG00000103888,ENSMUSG00000052353
CEMIP2,ENSG00000135048,ENSMUSG00000024754
CENATAC,ENSG00000186166,ENSMUSG00000043923
CEND1,ENSG00000184524,ENSMUSG00000060240
CENPA,ENSG00000115163,ENSMUSG00000029177
CENPB,ENSG00000125817,ENSMUSG00000068267
CENPE,ENSG00000138778,ENSMUSG00000045328
CENPF,ENSG00000117724,ENSMUSG00000026605
CENPH,ENSG00000153044,ENSMUSG00000045273
CENPI,ENSG00000102384,ENSMUSG00000031262
CENPK,ENSG00000123219,ENSMUSG00000021714
CENPL,ENSG00000120334,ENSMUSG00000026708
CENPM,ENSG00000100162,ENSMUSG00000068101
CENPN,ENSG00000166451,ENSMUSG00000031756
CENPO,ENSG00000138092,ENSMUSG00000020652
CENPP,ENSG00000188312,ENSMUSG00000021391
CENPQ,ENSG00000031691,ENSMUSG00000023919
CENPS,ENSG00000175279,ENSMUSG00000073705
CENPT,ENSG00000102901,ENSMUSG00000036672
CENPU,ENSG00000151725,ENSMUSG00000031629
CENPV,ENSG00000166582,ENSMUSG00000018509
CENPW,ENSG00000203760,ENSMUSG00000075266
CEP104,ENSG00000116198,ENSMUSG00000039523
CEP112,ENSG00000154240,ENSMUSG00000020728
CEP120,ENSG00000168944,ENSMUSG00000048799
CEP126,ENSG00000110318,ENSMUSG00000040729
CEP128,ENSG00000100629,ENSMUSG00000061533
CEP131,ENSG00000141577,ENSMUSG00000039781
CEP135,ENSG00000174799,ENSMUSG00000036403
CEP15,ENSG00000114405,ENSMUSG00000033111
CEP152,ENSG00000103995,ENSMUSG00000068394
CEP162,ENSG00000135315,ENSMUSG00000056919
CEP170,ENSG00000143702,ENSMUSG00000057335
CEP170B,ENSG00000099814,ENSMUSG00000072825
CEP19,ENSG00000174007,ENSMUSG00000035790
CEP192,ENSG00000101639,ENSMUSG00000024542
CEP20,ENSG00000133393,ENSMUSG00000022677
CEP250,ENSG00000126001,ENSMUSG00000038241
CEP290,ENSG00000198707,ENSMUSG00000019971
CEP295,ENSG00000166004,ENSMUSG00000046111
CEP350,ENSG00000135837,ENSMUSG00000033671
CEP41,ENSG00000106477,ENSMUSG00000029790
CEP43,ENSG00000213066,ENSMUSG00000069135
CEP44,ENSG00000164118,ENSMUSG00000038215
CEP55,ENSG00000138180,ENSMUSG00000024989
CEP57,ENSG00000166037,ENSMUSG00000031922
CEP57L1,ENSG00000183137,ENSMUSG00000019813
CEP63,ENSG00000182923,ENSMUSG00000032534
CEP68,ENSG00000011523,ENSMUSG00000044066
CEP70,ENSG00000114107,ENSMUSG00000056267
CEP72,ENSG00000112877,ENSMUSG00000021572
CEP76,ENSG00000101624,ENSMUSG00000073542
CEP78,ENSG00000148019,ENSMUSG00000041491
CEP83,ENSG00000173588,ENSMUSG00000020024
CEP85,ENSG00000130695,ENSMUSG00000037443
CEP85L,ENSG00000111860,ENSMUSG00000038594
CEP89,ENSG00000121289,ENSMUSG00000023072
CEP95,ENSG00000258890,ENSMUSG00000018372
CEP97,ENSG00000182504,ENSMUSG00000022604
CEPT1,ENSG00000134255,ENSMUSG00000040774
CER1,ENSG00000147869,ENSMUSG00000038192
CERCAM,ENSG00000167123,ENSMUSG00000039787
CERK,ENSG00000100422,ENSMUSG00000035891
CERKL,ENSG00000188452,ENSMUSG00000075256
CERS2,ENSG00000143418,ENSMUSG00000015714
CERS3,ENSG00000154227,ENSMUSG00000030510
CERS4,ENSG00000090661,ENSMUSG00000008206
CERS5,ENSG00000139624,ENSMUSG00000023021
CERS6,ENSG00000172292,ENSMUSG00000027035
CERT1,ENSG00000113163,ENSMUSG00000021669
CES4A,ENSG00000172824,ENSMUSG00000060560
CES5A,ENSG00000159398,ENSMUSG00000058019
CETN1,ENSG00000177143,ENSMUSG00000050996
CETN2,ENSG00000147400,ENSMUSG00000031347
CETN3,ENSG00000153140,ENSMUSG00000021537
CFAP100,ENSG00000163885,ENSMUSG00000048794
CFAP107,ENSG00000157330,ENSMUSG00000028589
CFAP119,ENSG00000196118,ENSMUSG00000057176
CFAP126,ENSG00000188931,ENSMUSG00000026649
CFAP141,ENSG00000163263,ENSMUSG00000118506
CFAP157,ENSG00000160401,ENSMUSG00000038987
CFAP161,ENSG00000156206,ENSMUSG00000011154
CFAP20,ENSG00000070761,ENSMUSG00000031796
CFAP206,ENSG00000272514,ENSMUSG00000028294
CFAP20DC,ENSG00000163689,ENSMUSG00000021747
CFAP210,ENSG00000154479,ENSMUSG00000070883
CFAP221,ENSG00000163075,ENSMUSG00000036962
CFAP251,ENSG00000158023,ENSMUSG00000029442
CFAP263,ENSG00000103021,ENSMUSG00000036598
CFAP276,ENSG00000179902,ENSMUSG00000027886
CFAP298,ENSG00000159079,ENSMUSG00000022972
CFAP299,ENSG00000197826,ENSMUSG00000057816
CFAP300,ENSG00000137691,ENSMUSG00000053070
CFAP36,ENSG00000163001,ENSMUSG00000020462
CFAP410,ENSG00000160226,ENSMUSG00000020284
CFAP418,ENSG00000156172,ENSMUSG00000059482
CFAP43,ENSG00000197748,ENSMUSG00000044948
CFAP44,ENSG00000206530,ENSMUSG00000071550
CFAP45,ENSG00000213085,ENSMUSG00000026546
CFAP46,ENSG00000171811,ENSMUSG00000049571
CFAP52,ENSG00000166596,ENSMUSG00000020904
CFAP54,ENSG00000188596,ENSMUSG00000020014
CFAP57,ENSG00000243710,ENSMUSG00000028730
CFAP58,ENSG00000120051,ENSMUSG00000046585
CFAP61,ENSG00000089101,ENSMUSG00000037143
CFAP65,ENSG00000181378,ENSMUSG00000047021
CFAP68,ENSG00000137720,ENSMUSG00000037971
CFAP69,ENSG00000105792,ENSMUSG00000040473
CFAP70,ENSG00000156042,ENSMUSG00000039543
CFAP73,ENSG00000186710,ENSMUSG00000094282
CFAP74,ENSG00000142609,ENSMUSG00000078490
CFAP77,ENSG00000188523,ENSMUSG00000079502
CFAP90,ENSG00000215217,ENSMUSG00000021534
CFAP91,ENSG00000183833,ENSMUSG00000022805
CFAP92,ENSG00000114656,ENSMUSG00000089997
CFAP95,ENSG00000204711,ENSMUSG00000033053
CFAP96,ENSG00000205129,ENSMUSG00000071103
CFAP97,ENSG00000164323,ENSMUSG00000031631
CFAP97D1,ENSG00000231256,ENSMUSG00000010841
CFAP99,ENSG00000206113,ENSMUSG00000109572
CFB,ENSG00000243649,ENSMUSG00000090231
CFD,ENSG00000197766,ENSMUSG00000061780
CFDP1,ENSG00000153774,ENSMUSG00000031954
CFI,ENSG00000205403,ENSMUSG00000058952
CFL1,ENSG00000172757,ENSMUSG00000056201
CFL2,ENSG00000165410,ENSMUSG00000062929
CFLAR,ENSG00000003402,ENSMUSG00000026031
CFP,ENSG00000126759,ENSMUSG00000001128
CFTR,ENSG00000001626,ENSMUSG00000041301
CGA,ENSG00000135346,ENSMUSG00000028298
CGAS,ENSG00000164430,ENSMUSG00000032344
CGGBP1,ENSG00000163320,ENSMUSG00000054604
CGN,ENSG00000143375,ENSMUSG00000068876
CGNL1,ENSG00000128849,ENSMUSG00000032232
CGREF1,ENSG00000138028,ENSMUSG00000029161
CGRRF1,ENSG00000100532,ENSMUSG00000055128
CH25H,ENSG00000138135,ENSMUSG00000050370
CHAC1,ENSG00000128965,ENSMUSG00000027313
CHAC2,ENSG00000143942,ENSMUSG00000020309
CHAD,ENSG00000136457,ENSMUSG00000039084
CHADL,ENSG00000100399,ENSMUSG00000063765
CHAF1A,ENSG00000167670,ENSMUSG00000002835
CHAF1B,ENSG00000159259,ENSMUSG00000022945
CHAMP1,ENSG00000198824,ENSMUSG00000047710
CHAT,ENSG00000070748,ENSMUSG00000021919
CHCHD1,ENSG00000172586,ENSMUSG00000063787
CHCHD10,ENSG00000250479,ENSMUSG00000049422
CHCHD2,ENSG00000106153,ENSMUSG00000070493
CHCHD3,ENSG00000106554,ENSMUSG00000053768
CHCHD5,ENSG00000125611,ENSMUSG00000037938
CHCHD6,ENSG00000159685,ENSMUSG00000030086
CHCHD7,ENSG00000170791,ENSMUSG00000042198
CHCT1,ENSG00000141371,ENSMUSG00000018479
CHD1,ENSG00000153922,ENSMUSG00000023852
CHD1L,ENSG00000131778,ENSMUSG00000028089
CHD2,ENSG00000173575,ENSMUSG00000078671
CHD3,ENSG00000170004,ENSMUSG00000018474
CHD4,ENSG00000111642,ENSMUSG00000063870
CHD5,ENSG00000116254,ENSMUSG00000005045
CHD6,ENSG00000124177,ENSMUSG00000057133
CHD7,ENSG00000171316,ENSMUSG00000041235
CHD8,ENSG00000100888,ENSMUSG00000053754
CHD9,ENSG00000177200,ENSMUSG00000056608
CHDH,ENSG00000016391,ENSMUSG00000015970
CHEK1,ENSG00000149554,ENSMUSG00000032113
CHEK2,ENSG00000183765,ENSMUSG00000029521
CHERP,ENSG00000085872,ENSMUSG00000052488
CHFR,ENSG00000072609,ENSMUSG00000014668
CHGA,ENSG00000100604,ENSMUSG00000021194
CHGB,ENSG00000089199,ENSMUSG00000027350
CHI3L1,ENSG00000133048,ENSMUSG00000064246
CHIC1,ENSG00000204116,ENSMUSG00000031327
CHIC2,ENSG00000109220,ENSMUSG00000029229
CHID1,ENSG00000177830,ENSMUSG00000025512
CHIT1,ENSG00000133063,ENSMUSG00000026450
CHKA,ENSG00000110721,ENSMUSG00000024843
CHKB,ENSG00000100288,ENSMUSG00000022617
CHL1,ENSG00000134121,ENSMUSG00000030077
CHLSN,ENSG00000146540,ENSMUSG00000053553
CHM,ENSG00000188419,ENSMUSG00000025531
CHML,ENSG00000203668,ENSMUSG00000078185
CHMP1A,ENSG00000131165,ENSMUSG00000000743
CHMP1B,ENSG00000255112,ENSMUSG00000109901
CHMP2A,ENSG00000130724,ENSMUSG00000033916
CHMP2B,ENSG00000083937,ENSMUSG00000004843
CHMP3,ENSG00000115561,ENSMUSG00000053119
CHMP4C,ENSG00000164695,ENSMUSG00000027536
CHMP5,ENSG00000086065,ENSMUSG00000028419
CHMP6,ENSG00000176108,ENSMUSG00000025371
CHMP7,ENSG00000147457,ENSMUSG00000034190
CHN1,ENSG00000128656,ENSMUSG00000056486
CHN2,ENSG00000106069,ENSMUSG00000004633
CHODL,ENSG00000154645,ENSMUSG00000022860
CHORDC1,ENSG00000110172,ENSMUSG00000001774
CHP1,ENSG00000187446,ENSMUSG00000014077
CHP2,ENSG00000166869,ENSMUSG00000030865
CHPF,ENSG00000123989,ENSMUSG00000032997
CHPF2,ENSG00000033100,ENSMUSG00000038181
CHPT1,ENSG00000111666,ENSMUSG00000060002
CHRAC1,ENSG00000104472,ENSMUSG00000068391
CHRD,ENSG00000090539,ENSMUSG00000006958
CHRDL1,ENSG00000101938,ENSMUSG00000031283
CHRDL2,ENSG00000054938,ENSMUSG00000030732
CHRM1,ENSG00000168539,ENSMUSG00000032773
CHRM2,ENSG00000181072,ENSMUSG00000045613
CHRM3,ENSG00000133019,ENSMUSG00000046159
CHRM4,ENSG00000180720,ENSMUSG00000040495
CHRM5,ENSG00000184984,ENSMUSG00000074939
CHRNA1,ENSG00000138435,ENSMUSG00000027107
CHRNA10,ENSG00000129749,ENSMUSG00000066279
CHRNA2,ENSG00000120903,ENSMUSG00000022041
CHRNA3,ENSG00000080644,ENSMUSG00000032303
CHRNA4,ENSG00000101204,ENSMUSG00000027577
CHRNA5,ENSG00000169684,ENSMUSG00000035594
CHRNA6,ENSG00000147434,ENSMUSG00000031491
CHRNA9,ENSG00000174343,ENSMUSG00000029205
CHRNB1,ENSG00000170175,ENSMUSG00000041189
CHRNB2,ENSG00000160716,ENSMUSG00000027950
CHRNB3,ENSG00000147432,ENSMUSG00000031492
CHRNB4,ENSG00000117971,ENSMUSG00000035200
CHRND,ENSG00000135902,ENSMUSG00000026251
CHRNE,ENSG00000108556,ENSMUSG00000014609
CHRNG,ENSG00000196811,ENSMUSG00000026253
CHST1,ENSG00000175264,ENSMUSG00000027221
CHST10,ENSG00000115526,ENSMUSG00000026080
CHST11,ENSG00000171310,ENSMUSG00000034612
CHST12,ENSG00000136213,ENSMUSG00000036599
CHST13,ENSG00000180767,ENSMUSG00000056643
CHST14,ENSG00000169105,ENSMUSG00000074916
CHST15,ENSG00000182022,ENSMUSG00000030930
CHST2,ENSG00000175040,ENSMUSG00000033350
CHST3,ENSG00000122863,ENSMUSG00000057337
CHST4,ENSG00000140835,ENSMUSG00000035930
CHST7,ENSG00000147119,ENSMUSG00000037347
CHST8,ENSG00000124302,ENSMUSG00000060402
CHST9,ENSG00000154080,ENSMUSG00000047161
CHSY1,ENSG00000131873,ENSMUSG00000032640
CHSY3,ENSG00000198108,ENSMUSG00000058152
CHTF18,ENSG00000127586,ENSMUSG00000019214
CHTF8,ENSG00000168802,ENSMUSG00000046691
CHTOP,ENSG00000160679,ENSMUSG00000001017
CHUK,ENSG00000213341,ENSMUSG00000025199
CHURC1,ENSG00000258289,ENSMUSG00000090258
CIAO1,ENSG00000144021,ENSMUSG00000003662
CIAO2A,ENSG00000166797,ENSMUSG00000032381
CIAO2B,ENSG00000166595,ENSMUSG00000031879
CIAO3,ENSG00000103245,ENSMUSG00000002280
CIAPIN1,ENSG00000005194,ENSMUSG00000031781
CIART,ENSG00000159208,ENSMUSG00000038550
CIB1,ENSG00000185043,ENSMUSG00000030538
CIB2,ENSG00000136425,ENSMUSG00000037493
CIB3,ENSG00000141977,ENSMUSG00000074240
CIB4,ENSG00000157884,ENSMUSG00000053194
CIBAR1,ENSG00000188343,ENSMUSG00000028218
CIBAR2,ENSG00000153789,ENSMUSG00000042269
CIC,ENSG00000079432,ENSMUSG00000005442
CIDEA,ENSG00000176194,ENSMUSG00000024526
CIDEB,ENSG00000136305,ENSMUSG00000022219
CIDEC,ENSG00000187288,ENSMUSG00000030278
CIITA,ENSG00000179583,ENSMUSG00000022504
CILK1,ENSG00000112144,ENSMUSG00000009828
CILP,ENSG00000138615,ENSMUSG00000042254
CILP2,ENSG00000160161,ENSMUSG00000044006
CIMAP1A,ENSG00000177947,ENSMUSG00000025482
CIMAP1B,ENSG00000177989,ENSMUSG00000047394
CIMAP1C,ENSG00000182950,ENSMUSG00000045620
CIMAP1D,ENSG00000181781,ENSMUSG00000035963
CIMAP2,ENSG00000162398,ENSMUSG00000054362
CIMAP3,ENSG00000173947,ENSMUSG00000010136
CIMIP1,ENSG00000124237,ENSMUSG00000027518
CIMIP2A,ENSG00000188163,ENSMUSG00000026969
CIMIP2C,ENSG00000173557,ENSMUSG00000029182
CIMIP4,ENSG00000185264,ENSMUSG00000062154
CIMIP6,ENSG00000177994,ENSMUSG00000040919
CIMIP7,ENSG00000236980,ENSMUSG00000050641
CINP,ENSG00000100865,ENSMUSG00000021276
CIP2A,ENSG00000163507,ENSMUSG00000033031
CIPC,ENSG00000198894,ENSMUSG00000034157
CIRBP,ENSG00000099622,ENSMUSG00000045193
CIROZ,ENSG00000175262,ENSMUSG00000070577
CIRSR,ENSG00000138433,ENSMUSG00000041777
CISD1,ENSG00000122873,ENSMUSG00000037710
CISD2,ENSG00000145354,ENSMUSG00000028165
CISD3,ENSG00000277972,ENSMUSG00000078695
CISH,ENSG00000114737,ENSMUSG00000032578
CIT,ENSG00000122966,ENSMUSG00000029516
CITED1,ENSG00000125931,ENSMUSG00000051159
CITED2,ENSG00000164442,ENSMUSG00000039910
CITED4,ENSG00000179862,ENSMUSG00000070803
CIZ1,ENSG00000148337,ENSMUSG00000039205
CKAP2,ENSG00000136108,ENSMUSG00000037725
CKAP2L,ENSG00000169607,ENSMUSG00000048327
CKAP4,ENSG00000136026,ENSMUSG00000046841
CKAP5,ENSG00000175216,ENSMUSG00000040549
CKB,ENSG00000166165,ENSMUSG00000001270
CKLF,ENSG00000217555,ENSMUSG00000054400
CKM,ENSG00000104879,ENSMUSG00000030399
CKMT2,ENSG00000131730,ENSMUSG00000021622
CKS2,ENSG00000123975,ENSMUSG00000062248
CLASP1,ENSG00000074054,ENSMUSG00000064302
CLASP2,ENSG00000163539,ENSMUSG00000033392
CLASRP,ENSG00000104859,ENSMUSG00000061028
CLBA1,ENSG00000140104,ENSMUSG00000037594
CLCA1,ENSG00000016490,ENSMUSG00000028255
CLCA2,ENSG00000137975,ENSMUSG00000036960
CLCC1,ENSG00000121940,ENSMUSG00000027884
CLCF1,ENSG00000175505,ENSMUSG00000040663
CLCN1,ENSG00000188037,ENSMUSG00000029862
CLCN2,ENSG00000114859,ENSMUSG00000022843
CLCN3,ENSG00000109572,ENSMUSG00000004319
CLCN4,ENSG00000073464,ENSMUSG00000000605
CLCN5,ENSG00000171365,ENSMUSG00000004317
CLCN6,ENSG00000011021,ENSMUSG00000029016
CLCN7,ENSG00000103249,ENSMUSG00000036636
CLDN1,ENSG00000163347,ENSMUSG00000022512
CLDN10,ENSG00000134873,ENSMUSG00000022132
CLDN11,ENSG00000013297,ENSMUSG00000037625
CLDN12,ENSG00000157224,ENSMUSG00000046798
CLDN14,ENSG00000159261,ENSMUSG00000047109
CLDN15,ENSG00000106404,ENSMUSG00000001739
CLDN16,ENSG00000113946,ENSMUSG00000038148
CLDN17,ENSG00000156282,ENSMUSG00000055811
CLDN18,ENSG00000066405,ENSMUSG00000032473
CLDN19,ENSG00000164007,ENSMUSG00000066058
CLDN2,ENSG00000165376,ENSMUSG00000047230
CLDN20,ENSG00000171217,ENSMUSG00000091530
CLDN23,ENSG00000253958,ENSMUSG00000055976
CLDN25,ENSG00000228607,ENSMUSG00000105298
CLDN3,ENSG00000165215,ENSMUSG00000070473
CLDN5,ENSG00000184113,ENSMUSG00000041378
CLDN6,ENSG00000184697,ENSMUSG00000023906
CLDN7,ENSG00000181885,ENSMUSG00000018569
CLDN8,ENSG00000156284,ENSMUSG00000050520
CLDN9,ENSG00000213937,ENSMUSG00000066720
CLDND1,ENSG00000080822,ENSMUSG00000022744
CLDND2,ENSG00000160318,ENSMUSG00000038973
CLEC11A,ENSG00000105472,ENSMUSG00000004473
CLEC12B,ENSG00000256660,ENSMUSG00000030158
CLEC14A,ENSG00000176435,ENSMUSG00000045930
CLEC16A,ENSG00000038532,ENSMUSG00000068663
CLEC1A,ENSG00000150048,ENSMUSG00000033082
CLEC1B,ENSG00000165682,ENSMUSG00000030159
CLEC2L,ENSG00000236279,ENSMUSG00000079598
CLEC3A,ENSG00000166509,ENSMUSG00000008874
CLEC3B,ENSG00000163815,ENSMUSG00000025784
CLEC4A,ENSG00000111729,ENSMUSG00000049037
CLEC4D,ENSG00000166527,ENSMUSG00000030144
CLEC4E,ENSG00000166523,ENSMUSG00000030142
CLEC4G,ENSG00000182566,ENSMUSG00000074491
CLEC5A,ENSG00000258227,ENSMUSG00000029915
CLEC6A,ENSG00000205846,ENSMUSG00000023349
CLEC9A,ENSG00000197992,ENSMUSG00000046080
CLGN,ENSG00000153132,ENSMUSG00000002190
CLHC1,ENSG00000162994,ENSMUSG00000020461
CLIC1,ENSG00000213719,ENSMUSG00000007041
CLIC3,ENSG00000169583,ENSMUSG00000015093
CLIC4,ENSG00000169504,ENSMUSG00000037242
CLIC6,ENSG00000159212,ENSMUSG00000022949
CLINT1,ENSG00000113282,ENSMUSG00000006169
CLIP1,ENSG00000130779,ENSMUSG00000049550
CLIP2,ENSG00000106665,ENSMUSG00000063146
CLIP3,ENSG00000105270,ENSMUSG00000013921
CLIP4,ENSG00000115295,ENSMUSG00000024059
CLK1,ENSG00000013441,ENSMUSG00000026034
CLK2,ENSG00000176444,ENSMUSG00000068917
CLK3,ENSG00000179335,ENSMUSG00000032316
CLK4,ENSG00000113240,ENSMUSG00000020385
CLMB,ENSG00000154102,ENSMUSG00000043687
CLMN,ENSG00000165959,ENSMUSG00000021097
CLMP,ENSG00000166250,ENSMUSG00000032024
CLN3,ENSG00000188603,ENSMUSG00000030720
CLN5,ENSG00000102805,ENSMUSG00000022125
CLN6,ENSG00000128973,ENSMUSG00000032245
CLN8,ENSG00000182372,ENSMUSG00000026317
CLNK,ENSG00000109684,ENSMUSG00000039315
CLNS1A,ENSG00000074201,ENSMUSG00000025439
CLOCK,ENSG00000134852,ENSMUSG00000029238
CLP1,ENSG00000172409,ENSMUSG00000027079
CLPB,ENSG00000162129,ENSMUSG00000001829
CLPP,ENSG00000125656,ENSMUSG00000002660
CLPS,ENSG00000137392,ENSMUSG00000024225
CLPSL2,ENSG00000196748,ENSMUSG00000024224
CLPTM1,ENSG00000104853,ENSMUSG00000002981
CLPTM1L,ENSG00000049656,ENSMUSG00000021610
CLPX,ENSG00000166855,ENSMUSG00000015357
CLRN1,ENSG00000163646,ENSMUSG00000043850
CLRN2,ENSG00000249581,ENSMUSG00000049530
CLRN3,ENSG00000180745,ENSMUSG00000050866
CLSPN,ENSG00000092853,ENSMUSG00000042489
CLSTN1,ENSG00000171603,ENSMUSG00000039953
CLSTN2,ENSG00000158258,ENSMUSG00000032452
CLSTN3,ENSG00000139182,ENSMUSG00000008153
CLTA,ENSG00000122705,ENSMUSG00000028478
CLTB,ENSG00000175416,ENSMUSG00000047547
CLTC,ENSG00000141367,ENSMUSG00000047126
CLTRN,ENSG00000147003,ENSMUSG00000015401
CLU,ENSG00000120885,ENSMUSG00000022037
CLUH,ENSG00000132361,ENSMUSG00000020741
CLVS1,ENSG00000177182,ENSMUSG00000041216
CLVS2,ENSG00000146352,ENSMUSG00000019785
CLXN,ENSG00000034239,ENSMUSG00000068617
CLYBL,ENSG00000125246,ENSMUSG00000025545
CMA1,ENSG00000092009,ENSMUSG00000022225
CMAS,ENSG00000111726,ENSMUSG00000030282
CMBL,ENSG00000164237,ENSMUSG00000022235
CMC1,ENSG00000187118,ENSMUSG00000039163
CMC2,ENSG00000103121,ENSMUSG00000014633
CMC4,ENSG00000182712,ENSMUSG00000090110
CMIP,ENSG00000153815,ENSMUSG00000034390
CMKLR1,ENSG00000174600,ENSMUSG00000042190
CMKLR2,ENSG00000183671,ENSMUSG00000046856
CMPK1,ENSG00000162368,ENSMUSG00000028719
CMPK2,ENSG00000134326,ENSMUSG00000020638
CMSS1,ENSG00000184220,ENSMUSG00000022748
CMTM3,ENSG00000140931,ENSMUSG00000031875
CMTM4,ENSG00000183723,ENSMUSG00000096188
CMTM5,ENSG00000166091,ENSMUSG00000040759
CMTM6,ENSG00000091317,ENSMUSG00000032434
CMTM7,ENSG00000153551,ENSMUSG00000032436
CMTM8,ENSG00000170293,ENSMUSG00000041012
CMTR1,ENSG00000137200,ENSMUSG00000024019
CMTR2,ENSG00000180917,ENSMUSG00000046441
CMYA5,ENSG00000164309,ENSMUSG00000047419
CNBD2,ENSG00000149646,ENSMUSG00000038085
CNBP,ENSG00000169714,ENSMUSG00000030057
CNDP1,ENSG00000150656,ENSMUSG00000056162
CNDP2,ENSG00000133313,ENSMUSG00000024644
CNEP1R1,ENSG00000205423,ENSMUSG00000036810
CNFN,ENSG00000105427,ENSMUSG00000063651
CNGA1,ENSG00000198515,ENSMUSG00000067220
CNGA2,ENSG00000183862,ENSMUSG00000005864
CNGA3,ENSG00000144191,ENSMUSG00000026114
CNGA4,ENSG00000132259,ENSMUSG00000030897
CNGB1,ENSG00000070729,ENSMUSG00000031789
CNGB3,ENSG00000170289,ENSMUSG00000056494
CNIH1,ENSG00000100528,ENSMUSG00000015759
CNIH2,ENSG00000174871,ENSMUSG00000024873
CNIH3,ENSG00000143786,ENSMUSG00000026514
CNIH4,ENSG00000143771,ENSMUSG00000062169
CNKSR1,ENSG00000142675,ENSMUSG00000028841
CNKSR2,ENSG00000149970,ENSMUSG00000025658
CNKSR3,ENSG00000153721,ENSMUSG00000015202
CNMD,ENSG00000136110,ENSMUSG00000022025
CNN1,ENSG00000130176,ENSMUSG00000001349
CNN2,ENSG00000064666,ENSMUSG00000004665
CNN3,ENSG00000117519,ENSMUSG00000053931
CNNM1,ENSG00000119946,ENSMUSG00000025189
CNNM2,ENSG00000148842,ENSMUSG00000064105
CNNM3,ENSG00000168763,ENSMUSG00000001138
CNNM4,ENSG00000158158,ENSMUSG00000037408
CNOT1,ENSG00000125107,ENSMUSG00000036550
CNOT10,ENSG00000182973,ENSMUSG00000056167
CNOT11,ENSG00000158435,ENSMUSG00000003135
CNOT12,ENSG00000149115,ENSMUSG00000033955
CNOT2,ENSG00000111596,ENSMUSG00000020166
CNOT3,ENSG00000088038,ENSMUSG00000035632
CNOT4,ENSG00000080802,ENSMUSG00000038784
CNOT6,ENSG00000113300,ENSMUSG00000020362
CNOT6L,ENSG00000138767,ENSMUSG00000034724
CNOT7,ENSG00000198791,ENSMUSG00000031601
CNOT8,ENSG00000155508,ENSMUSG00000020515
CNOT9,ENSG00000144580,ENSMUSG00000026174
CNP,ENSG00000173786,ENSMUSG00000006782
CNPPD1,ENSG00000115649,ENSMUSG00000033159
CNPY2,ENSG00000257727,ENSMUSG00000025381
CNPY3,ENSG00000137161,ENSMUSG00000023973
CNPY4,ENSG00000166997,ENSMUSG00000036968
CNR1,ENSG00000118432,ENSMUSG00000044288
CNR2,ENSG00000188822,ENSMUSG00000062585
CNRIP1,ENSG00000119865,ENSMUSG00000044629
CNST,ENSG00000162852,ENSMUSG00000038949
CNTD1,ENSG00000176563,ENSMUSG00000078653
CNTF,ENSG00000242689,ENSMUSG00000079415
CNTFR,ENSG00000122756,ENSMUSG00000028444
CNTLN,ENSG00000044459,ENSMUSG00000038070
CNTN1,ENSG00000018236,ENSMUSG00000055022
CNTN2,ENSG00000184144,ENSMUSG00000053024
CNTN3,ENSG00000113805,ENSMUSG00000030075
CNTN4,ENSG00000144619,ENSMUSG00000064293
CNTN5,ENSG00000149972,ENSMUSG00000039488
